player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Hardik Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,402,16,15,6,91,44.66,210,191.42,0,1,28,29
Shane Watson,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,398,17,17,0,96,23.41,312,127.56,0,3,42,20
Faf du Plessis,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,396,12,12,1,96,36.00,321,123.36,0,3,36,15
Ajinkya Rahane,RR,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,393,14,13,1,105*,32.75,285,137.89,1,1,45,9
Suresh Raina,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,383,17,17,1,59,23.93,314,121.97,0,3,45,9
Parthiv Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Parthiv Patel.png?v=1,373,14,14,0,67,26.64,268,139.17,0,2,48,10
Prithvi Shaw,DC,https://scores.iplt20.com/ipl/playerimages/Prithvi Shaw.png?v=1,353,16,16,0,99,22.06,264,133.71,0,2,45,9
Manish Pandey,SRH,https://scores.iplt20.com/ipl/playerimages/Manish Pandey.png?v=1,344,12,11,3,83*,43.00,263,130.79,0,3,34,6
Nitish Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Nitish Rana.png?v=1,344,14,11,1,85*,34.40,235,146.38,0,3,27,21
Sanju Samson,RR,https://scores.iplt20.com/ipl/playerimages/Sanju Samson.png?v=1,342,12,12,2,102*,34.20,230,148.69,1,0,28,13
Mayank Agarwal,PBKS,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,332,13,13,0,58,25.53,234,141.88,0,2,26,14
Steve Smith,RR,https://scores.iplt20.com/ipl/playerimages/Steve Smith.png?v=1,319,12,10,2,73*,39.87,275,116.00,0,3,30,4
Jos Buttler,RR,https://scores.iplt20.com/ipl/playerimages/Jos Buttler.png?v=1,311,8,8,0,89,38.87,205,151.70,0,3,38,14
Shubman Gill,KKR,https://scores.iplt20.com/ipl/playerimages/Shubman Gill.png?v=1,296,14,13,4,76,32.88,238,124.36,0,3,21,10
Robin Uthappa,KKR,https://scores.iplt20.com/ipl/playerimages/Robin Uthappa.png?v=1,282,12,11,2,67*,31.33,245,115.10,0,1,28,10
Ambati Rayudu,CSK,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,282,17,17,5,57,23.50,303,93.06,0,1,20,7
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,279,16,14,6,83,34.87,178,156.74,0,1,14,22
Dinesh Karthik,KKR,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,253,14,13,5,97*,31.62,173,146.24,0,2,22,14
Vijay Shankar,SRH,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,244,15,14,2,40*,20.33,193,126.42,0,0,11,12
Moeen Ali,RCB,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,220,11,10,2,66,27.50,133,165.41,0,2,16,17
David Miller,PBKS,https://scores.iplt20.com/ipl/playerimages/David Miller.png?v=1,213,10,10,2,59*,26.62,164,129.87,0,1,19,7
Marcus Stoinis,RCB,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,211,10,10,6,46*,52.75,156,135.25,0,0,14,10
Colin Ingram,DC,https://scores.iplt20.com/ipl/playerimages/Colin Ingram.png?v=1,184,12,12,2,47,18.40,154,119.48,0,0,20,5
Krunal Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,183,16,15,4,42,16.63,150,122.00,0,0,18,5
Sarfaraz Khan,PBKS,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png?v=1,180,8,5,1,67,45.00,143,125.87,0,1,19,4
Nicholas Pooran,PBKS,https://scores.iplt20.com/ipl/playerimages/Nicholas Pooran.png?v=1,168,7,6,0,48,28.00,107,157.00,0,0,10,14
Mandeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,165,13,12,8,33*,41.25,120,137.50,0,0,10,4
Kedar Jadhav,CSK,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png?v=1,162,14,12,3,58,18.00,169,95.85,0,1,19,3
Riyan Parag,RR,https://scores.iplt20.com/ipl/playerimages/Riyan Parag.png?v=1,160,7,5,0,50,32.00,126,126.98,0,1,17,5
Kane Williamson,SRH,https://scores.iplt20.com/ipl/playerimages/Kane Williamson.png?v=1,156,9,9,2,70*,22.28,130,120.00,0,1,12,5
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,143,12,9,1,47,17.87,86,166.27,0,0,17,9
Rahul Tripathi,RR,https://scores.iplt20.com/ipl/playerimages/Rahul Tripathi.png?v=1,141,8,7,1,50,23.50,118,119.49,0,1,13,2
Ben Stokes,RR,https://scores.iplt20.com/ipl/playerimages/Ben Stokes.png?v=1,123,9,9,3,46,20.50,99,124.24,0,0,8,4
Mohammad Nabi,SRH,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,115,8,7,1,31,19.16,76,151.31,0,0,8,7
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,110,14,12,6,26,18.33,88,125.00,0,0,10,3
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,106,16,9,6,31*,35.33,88,120.45,0,0,7,4
Ishan Kishan,MI,https://scores.iplt20.com/ipl/playerimages/Ishan Kishan.png?v=1,101,7,6,0,28,16.83,100,101.00,0,0,8,4
Gurkeerat Mann Singh,RCB,https://scores.iplt20.com/ipl/playerimages/Gurkeerat Mann Singh.png?v=1,98,3,3,0,65,32.66,70,140.00,0,1,11,2
Yuvraj Singh,MI,https://scores.iplt20.com/ipl/playerimages/Yuvraj Singh.png?v=1,98,4,4,0,53,24.50,75,130.66,0,1,7,6
Sam Curran,PBKS,https://scores.iplt20.com/ipl/playerimages/Sam Curran.png?v=1,95,9,8,4,55*,23.75,55,172.72,0,1,13,3
Shimron Hetmyer,RCB,https://scores.iplt20.com/ipl/playerimages/Shimron Hetmyer.png?v=1,90,5,5,0,75,18.00,73,123.28,0,1,4,7
Wriddhiman Saha,SRH,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,86,5,5,0,28,17.20,53,162.26,0,0,13,1
Colin Munro,DC,https://scores.iplt20.com/ipl/playerimages/Colin Munro.png?v=1,84,4,4,0,40,21.00,70,120.00,0,0,9,4
Martin Guptill,SRH,https://scores.iplt20.com/ipl/playerimages/Martin Guptill.png?v=1,81,3,3,0,36,27.00,53,152.83,0,0,4,7
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,80,12,9,4,27,16.00,66,121.21,0,0,6,3
Sherfane Rutherford,DC,https://scores.iplt20.com/ipl/playerimages/Sherfane Rutherford.png?v=1,73,7,7,2,28*,14.60,54,135.18,0,0,2,7
Liam Livingstone,RR,https://scores.iplt20.com/ipl/playerimages/Liam Livingstone.png?v=1,71,4,4,1,44,23.66,48,147.91,0,0,6,5
Stuart Binny,RR,https://scores.iplt20.com/ipl/playerimages/Stuart Binny.png?v=1,70,8,5,2,33*,23.33,40,175.00,0,0,5,4
Jofra Archer,RR,https://scores.iplt20.com/ipl/playerimages/Jofra Archer.png?v=1,67,11,5,3,27*,33.50,40,167.50,0,0,4,4
Murali Vijay,CSK,https://scores.iplt20.com/ipl/playerimages/Murali Vijay.png?v=1,64,2,2,0,38,32.00,61,104.91,0,0,6,1
Deepak Hooda,SRH,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,64,11,7,1,20,10.66,63,101.58,0,0,5,1
Shreyas Gopal,RR,https://scores.iplt20.com/ipl/playerimages/Shreyas Gopal.png?v=1,63,14,7,3,19*,15.75,46,136.95,0,0,8,1
Akshdeep Nath,RCB,https://scores.iplt20.com/ipl/playerimages/Akshdeep Nath.png?v=1,61,8,5,0,24,12.20,57,107.01,0,0,5,2
Evin Lewis,MI,https://scores.iplt20.com/ipl/playerimages/Evin Lewis.png?v=1,48,3,3,0,32,16.00,52,92.30,0,0,4,2
Colin de Grandhomme,RCB,https://scores.iplt20.com/ipl/playerimages/Colin de Grandhomme.png?v=1,46,4,4,1,37,15.33,49,93.87,0,0,4,2
Piyush Chawla,KKR,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,42,13,5,2,14*,14.00,37,113.51,0,0,4,2
Ravichandran Ashwin,PBKS,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,42,14,6,1,17*,8.40,28,150.00,0,0,3,3
Shivam Dube,RCB,https://scores.iplt20.com/ipl/playerimages/Shivam Dube.png?v=1,40,4,4,1,24,13.33,33,121.21,0,0,1,3
Yusuf Pathan,SRH,https://scores.iplt20.com/ipl/playerimages/Yusuf Pathan.png?v=1,40,10,8,5,16*,13.33,45,88.88,0,0,1,1
Rinku Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Rinku Singh.png?v=1,37,5,3,1,30,18.50,34,108.82,0,0,1,2
Rashid Khan,SRH,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,34,15,8,3,17*,6.80,23,147.82,0,0,2,2
Mitchell Santner,CSK,https://scores.iplt20.com/ipl/playerimages/Mitchell Santner.png?v=1,32,4,2,1,22,32.00,23,139.13,0,0,0,3
Chris Morris,DC,https://scores.iplt20.com/ipl/playerimages/Chris Morris.png?v=1,32,9,6,0,17,5.33,37,86.48,0,0,1,2
Rahul Tewatia,DC,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,26,5,4,3,11*,26.00,22,118.18,0,0,2,1
Umesh Yadav,RCB,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,25,11,7,5,14,12.50,25,100.00,0,0,3,1
Amit Mishra,DC,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,21,11,4,2,8,10.50,24,87.50,0,0,2,0
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,20,2,1,1,20*,0.00,12,166.66,0,0,2,1
Prayas Ray Barman,RCB,https://scores.iplt20.com/ipl/playerimages/Prayas Ray Barman.png?v=1,19,1,1,0,19,19.00,24,79.16,0,0,2,0
Ben Cutting,MI,https://scores.iplt20.com/ipl/playerimages/Ben Cutting.png?v=1,18,3,3,1,13*,9.00,17,105.88,0,0,1,1
Krishnappa Gowtham,RR,https://scores.iplt20.com/ipl/playerimages/Krishnappa Gowtham.png?v=1,18,7,4,1,9,6.00,19,94.73,0,0,1,1
Keemo Paul,DC,https://scores.iplt20.com/ipl/playerimages/Keemo Paul.png?v=1,18,8,6,1,7,3.60,24,75.00,0,0,1,1
Prabhsimran Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Prabhsimran Singh.png?v=1,16,1,1,0,16,16.00,17,94.11,0,0,1,1
Siddhesh Lad,MI,https://scores.iplt20.com/ipl/playerimages/Siddhesh Lad.png?v=1,15,1,1,0,15,15.00,13,115.38,0,0,1,1
Alzarri Joseph,MI,https://scores.iplt20.com/ipl/playerimages/Alzarri Joseph.png?v=1,15,3,2,2,15*,0.00,13,115.38,0,0,2,0
Shardul Thakur,CSK,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,14,10,3,1,12*,7.00,7,200.00,0,0,1,1
Kagiso Rabada,DC,https://scores.iplt20.com/ipl/playerimages/Kagiso Rabada.png?v=1,14,12,4,1,9,4.66,15,93.33,0,0,0,1
Kuldeep Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,12,9,4,2,10*,6.00,8,150.00,0,0,1,0
Rahul Chahar,MI,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,12,13,4,2,10,6.00,11,109.09,0,0,2,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,12,15,5,2,7*,4.00,19,63.15,0,0,1,0
Carlos Brathwaite,KKR,https://scores.iplt20.com/ipl/playerimages/Carlos Brathwaite.png?v=1,11,2,2,0,6,5.50,10,110.00,0,0,1,0
Mitchell McClenaghan,MI,https://scores.iplt20.com/ipl/playerimages/Mitchell McClenaghan.png?v=1,11,5,4,1,10,3.66,16,68.75,0,0,2,0
Ishant Sharma,DC,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,10,13,3,3,10*,0.00,3,333.33,0,0,1,1
KC Cariappa,KKR,https://scores.iplt20.com/ipl/playerimages/KC Cariappa.png?v=1,9,1,1,1,9*,0.00,3,300.00,0,0,0,1
Abhishek Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Abhishek Sharma.png?v=1,9,3,3,1,5*,4.50,9,100.00,0,0,1,0
Heinrich Klaasen,RCB,https://scores.iplt20.com/ipl/playerimages/Heinrich Klaasen.png?v=1,9,3,2,0,6,4.50,10,90.00,0,0,0,0
Shakib Al Hasan,SRH,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,9,3,1,0,9,9.00,10,90.00,0,0,0,0
Tim Southee,RCB,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,9,3,1,1,9*,0.00,9,100.00,0,0,0,0
Pawan Negi,RCB,https://scores.iplt20.com/ipl/playerimages/Pawan Negi.png?v=1,9,7,4,0,5,2.25,12,75.00,0,0,1,0
Mahipal Lomror,RR,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,8,2,1,0,8,8.00,3,266.66,0,0,2,0
Nikhil Naik,KKR,https://scores.iplt20.com/ipl/playerimages/Nikhil Naik.png?v=1,7,1,1,0,7,7.00,16,43.75,0,0,1,0
Ricky Bhui,SRH,https://scores.iplt20.com/ipl/playerimages/Ricky Bhui.png?v=1,7,1,1,0,7,7.00,12,58.33,0,0,0,0
Trent Boult,DC,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,7,5,3,2,6,7.00,4,175.00,0,0,0,1
Deepak Chahar,CSK,https://scores.iplt20.com/ipl/playerimages/Deepak Chahar.png?v=1,7,17,2,0,7,3.50,9,77.77,0,0,1,0
Jagadeesha Suchith,DC,https://scores.iplt20.com/ipl/playerimages/Jagadeesha Suchith.png?v=1,6,1,1,0,6,6.00,15,40.00,0,0,0,0
Ish Sodhi,RR,https://scores.iplt20.com/ipl/playerimages/Ish Sodhi.png?v=1,6,2,1,0,6,6.00,11,54.54,0,0,0,0
Mayank Markande,MI,https://scores.iplt20.com/ipl/playerimages/Mayank Markande.png?v=1,6,3,2,1,6,6.00,5,120.00,0,0,1,0
Sandeep Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,6,11,2,2,5*,0.00,3,200.00,0,0,1,0
Yuzvendra Chahal,RCB,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,6,14,3,1,4,3.00,16,37.50,0,0,0,0
Dhruv Shorey,CSK,https://scores.iplt20.com/ipl/playerimages/Dhruv Shorey.png?v=1,5,1,1,0,5,5.00,8,62.50,0,0,0,0
Karun Nair,PBKS,https://scores.iplt20.com/ipl/playerimages/Karun Nair.png?v=1,5,1,1,0,5,5.00,6,83.33,0,0,0,0
Rasikh Salam,MI,https://scores.iplt20.com/ipl/playerimages/Rasikh Salam.png?v=1,5,1,1,1,5*,0.00,4,125.00,0,0,0,0
Dhawal Kulkarni,RR,https://scores.iplt20.com/ipl/playerimages/Dhawal Kulkarni.png?v=1,5,10,1,1,5*,0.00,3,166.66,0,0,1,0
Avesh Khan,DC,https://scores.iplt20.com/ipl/playerimages/Avesh Khan.png?v=1,4,1,1,1,4*,0.00,3,133.33,0,0,1,0
Hanuma Vihari,DC,https://scores.iplt20.com/ipl/playerimages/Hanuma Vihari.png?v=1,4,2,2,0,2,2.00,8,50.00,0,0,0,0
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,4,9,4,3,3*,4.00,14,28.57,0,0,0,0
Barinder Sran,MI,https://scores.iplt20.com/ipl/playerimages/Barinder Sran.png?v=1,3,2,1,1,3*,0.00,3,100.00,0,0,0,0
Ashton Turner,RR,https://scores.iplt20.com/ipl/playerimages/Ashton Turner.png?v=1,3,4,4,1,3*,1.00,10,30.00,0,0,0,0
Varun Aaron,RR,https://scores.iplt20.com/ipl/playerimages/Varun Aaron.png?v=1,3,5,1,1,3*,0.00,7,42.85,0,0,0,0
Hardus Viljoen,PBKS,https://scores.iplt20.com/ipl/playerimages/Hardus Viljoen.png?v=1,3,6,3,1,2*,1.50,7,42.85,0,0,0,0
Murugan Ashwin,PBKS,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,3,10,3,2,1*,3.00,5,60.00,0,0,0,0
Navdeep Saini,RCB,https://scores.iplt20.com/ipl/playerimages/Navdeep Saini.png?v=1,2,13,2,1,2,2.00,4,50.00,0,0,0,0
Basil Thampi,SRH,https://scores.iplt20.com/ipl/playerimages/Basil Thampi.png?v=1,1,3,1,1,1*,0.00,1,100.00,0,0,0,0
Washington Sundar,RCB,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,1,3,2,0,1,0.50,3,33.33,0,0,0,0
Harry Gurney,KKR,https://scores.iplt20.com/ipl/playerimages/Harry Gurney.png?v=1,1,8,1,1,1*,0.00,5,20.00,0,0,0,0
Harbhajan Singh,CSK,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,1,11,1,0,1,1.00,3,33.33,0,0,0,0
Jaydev Unadkat,RR,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,1,11,4,3,1,1.00,3,33.33,0,0,0,0
Mohammad Shami,PBKS,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,1,14,2,1,1*,1.00,2,50.00,0,0,0,0
Joe Denly,KKR,https://scores.iplt20.com/ipl/playerimages/Joe Denly.png?v=1,0,1,1,0,0*,0.00,1,0.00,0,0,0,0
Mohit Sharma,CSK,https://scores.iplt20.com/ipl/playerimages/Mohit Sharma.png?v=1,0,1,1,1,0*,0.00,2,0.00,0,0,0,0
Sam Billings,CSK,https://scores.iplt20.com/ipl/playerimages/Sam Billings.png?v=1,0,1,1,0,0*,0.00,4,0.00,0,0,0,0
Harshal Patel,DC,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,0,2,2,1,0*,0.00,2,0.00,0,0,0,0
Prithvi Raj Yarra,KKR,https://scores.iplt20.com/ipl/playerimages/Prithvi Raj Yarra.png?v=1,0,2,1,1,0*,0.00,1,0.00,0,0,0,0
Mujeeb Ur Rahman,PBKS,https://scores.iplt20.com/ipl/playerimages/Mujeeb Ur Rahman.png?v=1,0,5,3,2,0*,0.00,4,0.00,0,0,0,0
Andrew Tye,PBKS,https://scores.iplt20.com/ipl/playerimages/Andrew Tye.png?v=1,0,6,1,1,0*,0.00,2,0.00,0,0,0,0
Sandeep Lamichhane,DC,https://scores.iplt20.com/ipl/playerimages/Sandeep Lamichhane.png?v=1,0,6,1,0,0*,0.00,1,0.00,0,0,0,0
Siddarth Kaul,SRH,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,0,7,2,1,0*,0.00,1,0.00,0,0,0,0
Khaleel Ahmed,SRH,https://scores.iplt20.com/ipl/playerimages/Khaleel Ahmed.png?v=1,0,9,1,0,0*,0.00,1,0.00,0,0,0,0
Prasidh Krishna,KKR,https://scores.iplt20.com/ipl/playerimages/Prasidh Krishna.png?v=1,0,11,1,0,0*,0.00,2,0.00,0,0,0,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,0,16,3,3,0*,0.00,1,0.00,0,0,0,0
