player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,16,10, 10, 34.2,299,20/3,18.68,8.70, 12.87 ,0,0
Mukesh Choudhary,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,16,13, 13, 45.3,424,46/4,26.50,9.31, 17.06 ,1,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,15,14, 14, 53.2,383,10/5,25.53,7.18, 21.33 ,0,1
Shardul Thakur,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,15,14, 14, 48.2,473,36/4,31.53,9.78, 19.33 ,1,0
Mohsin Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Mohsin Khan.png?v=1,14,9, 9, 33.0,197,16/4,14.07,5.96, 14.14 ,1,0
Rahul Chahar,PBKS,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,14,13, 13, 46.4,360,25/3,25.71,7.71, 20.00 ,0,0
Tim Southee,KKR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,14,9, 9, 35.0,275,20/3,19.64,7.85, 15.00 ,0,0
Jason Holder,LSG,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,14,12, 12, 41.3,391,31/3,27.92,9.42, 17.78 ,0,0
Ravi Bishnoi,LSG,https://scores.iplt20.com/ipl/playerimages/Ravi Bishnoi.png?v=1,13,14, 14, 54.0,456,22/2,35.07,8.44, 24.92 ,0,0
Daniel Sams,MI,https://scores.iplt20.com/ipl/playerimages/Daniel Sams.png?v=1,13,11, 11, 42.0,370,30/4,28.46,8.80, 19.38 ,1,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,12,14, 14, 52.1,383,22/3,31.91,7.34, 26.08 ,0,0
Maheesh Theekshana,CSK,https://scores.iplt20.com/ipl/playerimages/Maheesh Theekshana.png?v=1,12,9, 9, 35.0,261,33/4,21.75,7.45, 17.50 ,1,0
Ravichandran Ashwin,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,12,17, 17, 67.0,503,17/3,41.91,7.50, 33.50 ,0,0
Lockie Ferguson,GT,https://scores.iplt20.com/ipl/playerimages/Lockie Ferguson.png?v=1,12,13, 13, 47.4,427,28/4,35.58,8.95, 23.83 ,1,0
Obed McCoy,RR,https://scores.iplt20.com/ipl/playerimages/Obed McCoy.png?v=1,11,7, 7, 25.5,237,23/3,21.54,9.17, 14.09 ,0,0
Yash Dayal,GT,https://scores.iplt20.com/ipl/playerimages/Yash Dayal.png?v=1,11,9, 9, 32.0,296,40/3,26.90,9.25, 17.45 ,0,0
Krunal Pandya,LSG,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,10,14, 12, 38.0,265,19/3,26.50,6.97, 22.80 ,0,0
Arshdeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Arshdeep Singh.png?v=1,10,14, 14, 50.0,385,37/3,38.50,7.70, 30.00 ,0,0
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,9,14, 14, 56.0,312,21/2,34.66,5.57, 37.33 ,0,0
Murugan Ashwin,MI,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,9,8, 8, 29.0,228,14/2,25.33,7.86, 19.33 ,0,0
Dushmantha Chameera,LSG,https://scores.iplt20.com/ipl/playerimages/Dushmantha Chameera.png?v=1,9,12, 12, 44.0,384,17/2,42.66,8.72, 29.33 ,0,0
Anrich Nortje,DC,https://scores.iplt20.com/ipl/playerimages/Anrich Nortje.png?v=1,9,6, 6, 22.2,217,42/3,24.11,9.71, 14.88 ,0,0
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,9,15, 15, 51.0,514,30/2,57.11,10.07, 34.00 ,0,0
Moeen Ali,CSK,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,8,10, 10, 23.5,158,13/3,19.75,6.62, 17.87 ,0,0
Hardik Pandya,GT,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,8,15, 10, 30.3,222,17/3,27.75,7.27, 22.87 ,0,0
Mustafizur Rahman,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,8, 8, 32.0,244,18/3,30.50,7.62, 24.00 ,0,0
Riley Meredith,MI,https://scores.iplt20.com/ipl/playerimages/Riley Meredith.png?v=1,8,8, 8, 28.0,236,24/2,29.50,8.42, 21.00 ,0,0
Kuldeep Sen,RR,https://scores.iplt20.com/ipl/playerimages/Kuldeep Sen.png?v=1,8,7, 7, 25.1,237,20/4,29.62,9.41, 18.87 ,1,0
Jagadeesha Suchith,SRH,https://scores.iplt20.com/ipl/playerimages/Jagadeesha Suchith.png?v=1,7,5, 5, 18.0,140,12/2,20.00,7.77, 15.42 ,0,0
Marco Jansen,SRH,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,7,8, 8, 32.0,274,25/3,39.14,8.56, 27.42 ,0,0
Alzarri Joseph,GT,https://scores.iplt20.com/ipl/playerimages/Alzarri Joseph.png?v=1,7,9, 9, 30.0,264,34/2,37.71,8.80, 25.71 ,0,0
Pat Cummins,KKR,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,7,5, 5, 19.5,212,22/3,30.28,10.68, 17.00 ,0,0
Glenn Maxwell,RCB,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,6,13, 10, 24.0,165,22/2,27.50,6.87, 24.00 ,0,0
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,6,13, 13, 43.0,321,10/2,53.50,7.46, 43.00 ,0,0
Sai Kishore,GT,https://scores.iplt20.com/ipl/playerimages/Sai Kishore.png?v=1,6,5, 5, 16.0,121,7/2,20.16,7.56, 16.00 ,0,0
Rishi Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,6,6, 6, 19.0,156,36/2,26.00,8.21, 19.00 ,0,0
Varun Chakaravarthy,KKR,https://scores.iplt20.com/ipl/playerimages/Varun Chakaravarthy.png?v=1,6,11, 11, 39.0,332,22/1,55.33,8.51, 39.00 ,0,0
Washington Sundar,SRH,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,6,9, 8, 28.0,239,21/2,39.83,8.53, 28.00 ,0,0
Liam Livingstone,PBKS,https://scores.iplt20.com/ipl/playerimages/Liam Livingstone.png?v=1,6,14, 12, 23.0,202,27/3,33.66,8.78, 23.00 ,0,0
Ramandeep Singh,MI,https://scores.iplt20.com/ipl/playerimages/Ramandeep Singh.png?v=1,6,5, 3, 6.0,54,20/3,9.00,9.00, 6.00 ,0,0
Jaydev Unadkat,MI,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,6,5, 5, 20.0,190,32/2,31.66,9.50, 20.00 ,0,0
Dwaine Pretorius,CSK,https://scores.iplt20.com/ipl/playerimages/Dwaine Pretorius.png?v=1,6,6, 6, 21.0,210,30/2,35.00,10.00, 21.00 ,0,0
Tymal Mills,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,5, 5, 17.0,190,35/3,31.66,11.17, 17.00 ,0,0
Odean Smith,PBKS,https://scores.iplt20.com/ipl/playerimages/Odean Smith.png?v=1,6,6, 6, 15.0,178,30/4,29.66,11.86, 15.00 ,1,0
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,5,10, 10, 33.0,248,39/3,49.60,7.51, 39.60 ,0,0
Kumar Kartikeya Singh,MI,https://scores.iplt20.com/ipl/playerimages/Kumar Kartikeya Singh.png?v=1,5,4, 4, 13.0,102,22/2,20.40,7.84, 15.60 ,0,0
Krishnappa Gowtham,LSG,https://scores.iplt20.com/ipl/playerimages/Krishnappa Gowtham.png?v=1,5,4, 4, 12.0,99,30/2,19.80,8.25, 14.40 ,0,0
Basil Thampi,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,5, 5, 16.0,152,35/3,30.40,9.50, 19.20 ,0,0
Shivam Mavi,KKR,https://scores.iplt20.com/ipl/playerimages/Shivam Mavi.png?v=1,5,6, 6, 22.0,227,33/1,45.40,10.31, 26.40 ,0,0
Akash Deep,RCB,https://scores.iplt20.com/ipl/playerimages/Akash Deep.png?v=1,5,5, 5, 18.5,205,45/3,41.00,10.88, 22.60 ,0,0
Mitchell Santner,CSK,https://scores.iplt20.com/ipl/playerimages/Mitchell Santner.png?v=1,4,6, 6, 19.0,130,15/1,32.50,6.84, 28.50 ,0,0
Simarjeet Singh,CSK,https://scores.iplt20.com/ipl/playerimages/Simarjeet Singh.png?v=1,4,6, 6, 18.0,138,27/2,34.50,7.66, 27.00 ,0,0
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,4,12, 8, 18.0,150,11/2,37.50,8.33, 27.00 ,0,0
Mitchell Marsh,DC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,4,8, 4, 12.0,102,25/2,25.50,8.50, 18.00 ,0,0
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,4,11, 6, 14.0,125,8/2,31.25,8.92, 21.00 ,0,0
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,4,5, 5, 16.0,146,26/3,36.50,9.12, 24.00 ,0,0
Shahbaz Ahmed,RCB,https://scores.iplt20.com/ipl/playerimages/Shahbaz Ahmed.png?v=1,4,16, 14, 35.0,336,26/2,84.00,9.60, 52.50 ,0,0
Marcus Stoinis,LSG,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,4,11, 5, 7.0,79,23/3,19.75,11.28, 10.50 ,0,0
Pradeep Sangwan,GT,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 9.0,65,19/2,21.66,7.22, 18.00 ,0,0
Chetan Sakariya,DC,https://scores.iplt20.com/ipl/playerimages/Chetan Sakariya.png?v=1,3,3, 3, 11.0,84,23/2,28.00,7.63, 22.00 ,0,0
Nathan Ellis,PBKS,https://scores.iplt20.com/ipl/playerimages/Nathan Ellis.png?v=1,3,2, 2, 6.0,55,40/3,18.33,9.16, 12.00 ,0,0
Vaibhav Arora,PBKS,https://scores.iplt20.com/ipl/playerimages/Vaibhav Arora.png?v=1,3,5, 5, 17.5,164,21/2,54.66,9.19, 35.66 ,0,0
Romario Shepherd,SRH,https://scores.iplt20.com/ipl/playerimages/Romario Shepherd.png?v=1,3,3, 3, 9.0,98,42/2,32.66,10.88, 18.00 ,0,0
Navdeep Saini,RR,https://scores.iplt20.com/ipl/playerimages/Navdeep Saini.png?v=1,3,2, 2, 6.0,72,36/2,24.00,12.00, 12.00 ,0,0
Ayush Badoni,LSG,https://scores.iplt20.com/ipl/playerimages/Ayush Badoni.png?v=1,2,13, 2, 2.0,11,5/1,5.50,5.50, 6.00 ,0,0
Prashant Solanki,CSK,https://scores.iplt20.com/ipl/playerimages/Prashant Solanki.png?v=1,2,2, 2, 6.0,38,20/2,19.00,6.33, 18.00 ,0,0
Matheesha Pathirana,CSK,https://scores.iplt20.com/ipl/playerimages/Matheesha Pathirana.png?v=1,2,2, 2, 6.5,52,24/2,26.00,7.60, 20.50 ,0,0
Sandeep Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,2,5, 5, 20.0,153,18/1,76.50,7.65, 60.00 ,0,0
Hrithik Shokeen,MI,https://scores.iplt20.com/ipl/playerimages/Hrithik Shokeen.png?v=1,2,5, 5, 15.0,127,47/2,63.50,8.46, 45.00 ,0,0
Fazalhaq Farooqi,SRH,https://scores.iplt20.com/ipl/playerimages/Fazalhaq Farooqi.png?v=1,2,3, 3, 12.0,110,32/2,55.00,9.16, 36.00 ,0,0
Andrew Tye,LSG,https://scores.iplt20.com/ipl/playerimages/Andrew Tye.png?v=1,2,3, 3, 11.0,107,40/2,53.50,9.72, 33.00 ,0,0
Varun Aaron,GT,https://scores.iplt20.com/ipl/playerimages/Varun Aaron.png?v=1,2,2, 2, 5.0,52,45/2,26.00,10.40, 15.00 ,0,0
Chris Jordan,CSK,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,2,4, 4, 12.5,135,23/2,67.50,10.51, 38.50 ,0,0
Darshan Nalkande,GT,https://scores.iplt20.com/ipl/playerimages/Darshan Nalkande.png?v=1,2,2, 2, 5.1,59,37/2,29.50,11.41, 15.50 ,0,0
David Willey,RCB,https://scores.iplt20.com/ipl/playerimages/David Willey.png?v=1,1,4, 4, 11.0,72,29/1,72.00,6.54, 66.00 ,0,0
Anukul Roy,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 7.0,55,28/1,55.00,7.85, 42.00 ,0,0
Mayank Markande,MI,https://scores.iplt20.com/ipl/playerimages/Mayank Markande.png?v=1,1,2, 2, 7.0,57,26/1,57.00,8.14, 42.00 ,0,0
Tushar Deshpande,CSK,https://scores.iplt20.com/ipl/playerimages/Tushar Deshpande.png?v=1,1,2, 2, 7.0,63,40/1,63.00,9.00, 42.00 ,0,0
Kartik Tyagi,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 8.0,79,42/1,79.00,9.87, 48.00 ,0,0
Harshit Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Harshit Rana.png?v=1,1,2, 2, 5.0,51,24/1,51.00,10.20, 30.00 ,0,0
Aiden Markram,SRH,https://scores.iplt20.com/ipl/playerimages/Aiden Markram.png?v=1,1,14, 4, 6.0,64,8/1,64.00,10.66, 36.00 ,0,0
Deepak Hooda,LSG,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,1,15, 2, 4.0,43,31/1,43.00,10.75, 24.00 ,0,0
Shreyas Gopal,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3.0,34,34/1,34.00,11.33, 18.00 ,0,0
Fabian Allen,MI,https://scores.iplt20.com/ipl/playerimages/Fabian Allen.png?v=1,1,1, 1, 4.0,46,46/1,46.00,11.50, 24.00 ,0,0
Sean Abbott,SRH,https://scores.iplt20.com/ipl/playerimages/Sean Abbott.png?v=1,1,1, 1, 4.0,47,47/1,47.00,11.75, 24.00 ,0,0
Riyan Parag,RR,https://scores.iplt20.com/ipl/playerimages/Riyan Parag.png?v=1,1,17, 4, 4.0,59,12/1,59.00,14.75, 24.00 ,0,0
Dewald Brevis,MI,https://scores.iplt20.com/ipl/playerimages/Dewald Brevis.png?v=1,1,7, 1, 0.3,8,8/1,8.00,16.00, 3.00 ,0,0
