player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Umesh Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,16,16, 16, 58,508,4/24,31.75,8.78, 21.68 ,1,0
Azhar Mahmood,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,15,11, 11, 44,330,3/20,22.00,7.52, 17.53 ,0,0
Chris Morris,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,15,16, 16, 50,401,4/23,26.73,8.02, 20.00 ,0,0
Ishant Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,15,16, 16, 59,466,5/12,31.06,7.81, 23.86 ,0,0
Parvinder Awana,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,15,14, 14, 54,412,4/34,27.46,7.62, 21.60 ,0,0
Ravichandran Ashwin,CSK,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,15,18, 18, 58,390,4/34,26.00,6.72, 23.20 ,0,0
Bhuvneshwar Kumar,PWI,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,13,16, 16, 57,371,5/19,28.53,6.50, 26.30 ,0,0
Jaydev Unadkat,RCB,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,13,13, 13, 49,370,5/25,28.46,7.55, 22.61 ,0,1
Ravi Rampaul,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,10, 10, 37,261,3/31,20.07,6.92, 17.38 ,0,0
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,13,18, 15, 43,323,5/16,24.84,7.48, 19.92 ,0,0
RP Singh,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,11, 11, 40,335,4/22,25.76,8.41, 18.38 ,0,0
Shane Watson,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,16, 13, 41,298,4/29,22.92,7.15, 19.23 ,0,0
Lakshmipathy Balaji,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,12,13, 13, 50,387,5/24,32.25,7.74, 25.00 ,0,0
Praveen Kumar,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,12,15, 15, 56,373,3/18,31.08,6.62, 28.16 ,0,0
Siddharth Trivedi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,12,17, 17, 60,410,4/25,34.16,6.85, 29.91 ,0,0
Ashish Nehra,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,11,10, 10, 36,316,4/10,28.72,8.77, 19.63 ,0,0
Karn Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,11,13, 13, 35,230,4/16,20.90,6.60, 19.00 ,0,0
Piyush Chawla,PBKS,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,11,16, 16, 58,418,4/17,38.00,7.16, 31.81 ,0,0
Rajat Bhatia,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,11,15, 15, 44,332,4/15,30.18,7.57, 23.90 ,0,0
Irfan Pathan,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,15, 15, 51,382,3/24,38.20,7.44, 30.80 ,0,0
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,10,18, 14, 31,292,4/44,29.20,9.41, 18.60 ,0,0
Murali Kartik,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,11, 11, 39,284,3/17,31.55,7.28, 26.00 ,0,0
Rahul Sharma,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,11, 11, 41,281,3/13,31.22,6.85, 27.33 ,0,0
Sachithra Senanayake,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,8, 8, 32,209,2/26,23.22,6.53, 21.33 ,0,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,9,12, 12, 44,259,3/16,28.77,5.88, 29.33 ,0,0
Darren Sammy,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,10, 9, 22,168,4/22,21.00,7.52, 16.75 ,1,0
Dhawal Kulkarni,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,6, 6, 18,151,4/14,18.87,8.08, 14.00 ,0,0
Sandeep Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,8,4, 4, 16,119,4/20,14.87,7.43, 12.00 ,0,0
Albie Morkel,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,8, 7, 24,159,4/32,22.71,6.62, 20.57 ,0,0
Iqbal Abdulla,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,5, 5, 19,142,3/24,20.28,7.53, 16.14 ,0,0
Manpreet Gony,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,8, 8, 28,256,3/31,36.57,9.14, 24.00 ,0,0
Mitchell Marsh,PWI,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,7,9, 7, 19,182,4/25,26.00,9.41, 16.57 ,0,0
Moises Henriques,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,10, 8, 21,185,3/12,26.42,8.74, 18.14 ,0,0
Morne Morkel,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,10, 10, 40,335,4/20,47.85,8.37, 34.28 ,0,0
Ajit Chandila,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,8, 8, 25,156,4/13,26.00,6.24, 25.00 ,0,0
Stuart Binny,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,17, 14, 24,162,2/14,27.00,6.75, 24.00 ,0,0
Wayne Parnell,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,4, 4, 15,137,3/27,22.83,9.23, 14.83 ,0,0
Yuvraj Singh,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,13, 10, 22,152,4/29,25.33,6.90, 22.00 ,0,0
Angelo Mathews,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,11, 10, 31,240,4/19,48.00,7.74, 37.20 ,0,0
Harmeet Singh Bansal,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,3, 3, 11,87,3/24,17.40,7.67, 13.60 ,0,0
Johan Botha,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,6, 6, 16,109,3/6,21.80,6.54, 20.00 ,0,0
Shanthakumaran Sreesanth,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,7, 7, 21,163,3/29,32.60,7.52, 26.00 ,0,0
Zaheer Khan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,2, 2, 6,47,4/17,9.40,7.83, 7.20 ,1,0
Brett Lee,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,3, 3, 12,86,3/15,21.50,7.16, 18.00 ,0,0
Dirk Nannes,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,5, 5, 20,158,3/27,39.50,7.96, 29.75 ,0,0
Siddarth Kaul,DC,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,4,6, 6, 22,170,4/29,42.50,7.78, 32.75 ,0,0
Abu Nechim,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 7,45,2/27,15.00,6.42, 14.00 ,0,0
Ali Murtaza,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 10,94,3/15,31.33,9.40, 20.00 ,0,0
Ashish Reddy,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,12, 5, 6,70,3/25,23.33,10.50, 13.33 ,0,0
Chris Gayle,RCB,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,3,16, 4, 4,40,3/21,13.33,10.00, 8.00 ,0,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 7,70,4/14,23.33,10.00, 14.00 ,0,0
Munaf Patel,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 15,137,5/21,45.66,9.13, 30.00 ,0,0
Muttiah Muralitharan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,6, 6, 23,177,3/11,59.00,7.69, 46.00 ,0,0
Rahul Shukla,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 8,79,2/28,26.33,9.87, 16.00 ,0,0
Roelof van der Merwe,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 11,71,3/20,23.66,6.45, 22.00 ,0,0
Ryan McLaren,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 7,94,2/28,31.33,13.42, 14.00 ,0,0
Syed Mohammad,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 10,91,2/15,30.33,9.10, 20.00 ,0,0
Abhishek Nayar,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,11, 3, 8,59,3/13,29.50,7.37, 24.00 ,0,0
Ajantha Mendis,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 12,78,2/19,39.00,6.50, 36.00 ,0,0
Anand Rajan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,2, 2, 8,42,3/27,21.00,5.25, 24.00 ,0,0
Dwayne Smith,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,13, 3, 5,59,4/8,29.50,11.80, 15.00 ,0,0
Jason Holder,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,6, 6, 20,168,4/52,84.00,8.40, 60.00 ,0,0
Kane Richardson,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 12,101,3/13,50.50,8.53, 35.50 ,0,0
Luke Wright,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,6, 5, 10,100,1/12,50.00,10.16, 29.50 ,0,0
Rishi Dhawan,MI,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,2,6, 5, 15,109,2/14,54.50,7.26, 45.00 ,0,0
Vikramjeet Malik,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 10,59,2/14,29.50,5.90, 30.00 ,0,0
Aaron Finch,PWI,https://scores.iplt20.com/ipl/playerimages/Aaron Finch.png?v=1,1,14, 3, 4,49,1/11,49.00,12.25, 24.00 ,0,0
Abhimanyu Mithun,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 4,37,2/37,37.00,9.25, 24.00 ,0,0
Andrew McDonald,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 2,17,2/25,17.00,8.50, 12.00 ,0,0
Ankeet Chavan,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 9,63,2/23,63.00,7.00, 54.00 ,0,0
Ankit Rajpoot,CSK,https://scores.iplt20.com/ipl/playerimages/Ankit Rajpoot.png?v=1,1,2, 2, 4,35,5/14,35.00,8.75, 24.00 ,0,0
Ben Laughlin,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 7,71,2/15,71.00,10.14, 42.00 ,0,0
Bhargav Bhatt,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 5,32,4/22,32.00,6.40, 30.00 ,0,0
Bipul Sharma,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 4,21,2/13,21.00,5.25, 24.00 ,0,0
Cameron White,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,13, 2, 2,16,1/14,16.00,8.00, 12.00 ,0,0
Hanuma Vihari,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,17, 5, 6,38,1/5,38.00,6.33, 36.00 ,0,0
Harmeet Singh,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 4,34,1/34,34.00,8.50, 24.00 ,0,0
Ishwar Pandey,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 4,50,2/23,50.00,12.50, 24.00 ,0,0
Jeevan Mendis,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 2, 5,36,1/16,36.00,7.20, 30.00 ,0,0
Laxmi Ratan Shukla,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,4, 2, 3,22,3/25,22.00,7.33, 18.00 ,0,0
Marlon Samuels,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 1, 4,34,3/39,34.00,8.50, 24.00 ,0,0
Mohammad Shami,KKR,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,1,3, 3, 9,78,3/15,78.00,8.66, 54.00 ,0,0
Nathan Coulter-Nile,MI,https://scores.iplt20.com/ipl/playerimages/Nathan Coulter-Nile.png?v=1,1,1, 1, 4,29,4/14,29.00,7.25, 24.00 ,0,0
Parveez Rasool,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 5,28,1/20,28.00,5.60, 30.00 ,0,0
Pawan Suyal,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,21,1/21,21.00,7.00, 18.00 ,0,0
Pravin Tambe,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 11,88,4/20,88.00,8.00, 66.00 ,0,0
Ryan Harris,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 12,72,4/34,72.00,6.00, 72.00 ,0,0
Sarabjit Ladda,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 2,18,2/44,18.00,9.00, 12.00 ,0,0
Shaun Tait,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 10,98,3/13,98.00,9.80, 60.00 ,0,0
Suresh Raina,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,18, 2, 2,23,2/0,23.00,11.50, 12.00 ,0,0
Tirumalasetti Suman,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,7, 1, 2,15,2/14,15.00,7.50, 12.00 ,0,0
Yusuf Pathan,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,16, 5, 9,73,3/20,73.00,8.11, 54.00 ,0,0
