player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,8,11, 11, 38,311,3/16,38.87,8.18, 28.50 ,0,0
Ben Hilfenhaus,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,8, 8, 28,246,3/27,30.75,8.78, 21.00 ,0,0
Parvinder Awana,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,7, 7, 23,245,4/34,35.00,10.42, 20.14 ,0,0
Amit Mishra,SRH,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,7,10, 10, 37,340,5/17,48.57,9.06, 32.14 ,0,0
Mohammad Shami,DC,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,7,12, 12, 44,369,3/15,52.71,8.38, 37.71 ,0,0
Vinay Kumar,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,9, 9, 32,281,4/40,40.14,8.78, 27.42 ,0,0
Shane Watson,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,13, 9, 21,165,4/29,23.57,7.85, 18.00 ,0,0
Shreyas Gopal,MI,https://scores.iplt20.com/ipl/playerimages/Shreyas Gopal.png?v=1,6,4, 4, 14,113,4/16,18.83,8.07, 14.00 ,0,0
Ishwar Pandey,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,13, 12, 42,318,2/23,53.00,7.57, 42.00 ,0,0
Wayne Parnell,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,8, 8, 30,223,3/27,37.16,7.39, 30.16 ,0,0
Dhawal Kulkarni,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,8, 8, 27,221,4/14,36.83,8.18, 27.00 ,0,0
Yuvraj Singh,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,14, 10, 22,187,4/29,37.40,8.25, 27.20 ,1,0
Zaheer Khan,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,6, 6, 22,146,4/17,29.20,6.53, 26.80 ,0,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,5,11, 11, 39,301,4/14,60.20,7.58, 47.60 ,0,0
Ashok Dinda,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,9, 9, 31,270,4/18,54.00,8.70, 37.20 ,0,0
Albie Morkel,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,7, 6, 16,126,4/32,31.50,7.87, 24.00 ,0,0
Jacques Kallis,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,8, 8, 22,186,3/13,46.50,8.45, 33.00 ,0,0
Irfan Pathan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,10, 10, 23,205,3/24,51.25,8.66, 35.50 ,0,0
Harshal Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,4,3, 3, 11,113,5/27,28.25,10.27, 16.50 ,0,0
Dwayne Smith,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,16, 5, 10,95,4/8,23.75,9.50, 15.00 ,0,0
Corey Anderson,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,12, 9, 18,184,2/18,46.00,10.22, 27.00 ,0,0
Moises Henriques,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,4, 4, 10,96,3/12,24.00,9.60, 15.00 ,0,0
Kevon Cooper,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,5, 5, 18,134,4/26,33.50,7.44, 27.00 ,0,0
Beuran Hendricks,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,3, 3, 12,126,3/36,31.50,10.50, 18.00 ,0,0
Ankit Sharma,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,3, 2, 8,43,2/20,10.75,5.37, 12.00 ,0,0
Stuart Binny,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,13, 8, 9,64,2/14,21.33,7.11, 18.00 ,0,0
Darren Sammy,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,10, 8, 14,157,4/22,52.33,11.21, 28.00 ,0,0
Shivam Sharma,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 16,121,2/26,40.33,7.56, 32.00 ,0,0
Ishant Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,3,3, 3, 11,101,5/12,33.66,9.18, 22.00 ,0,0
Abu Nechim,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 14,113,2/27,37.66,7.88, 28.66 ,0,0
Praveen Kumar,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 12,78,3/18,26.00,6.50, 24.00 ,0,0
Muttiah Muralitharan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,5, 5, 16,124,3/11,41.33,7.75, 32.00 ,0,0
JP Duminy,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,14, 11, 33,240,4/17,80.00,7.27, 66.00 ,0,0
Krishmar Santokie,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 8,90,2/50,30.00,11.25, 16.00 ,0,0
Siddarth Kaul,DC,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,2,5, 5, 13,126,4/29,63.00,9.69, 39.00 ,0,0
Nathan Coulter-Nile,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,2, 1, 4,27,4/14,13.50,6.75, 12.00 ,0,0
David Hussey,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,5, 1, 3,38,2/2,19.00,13.41, 8.50 ,0,0
Samuel Badree,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,4, 4, 14,97,4/9,48.50,6.92, 42.00 ,0,0
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,2,15, 12, 25,262,4/44,131.00,10.48, 75.00 ,0,0
Marchant de Lange,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,1, 1, 4,32,3/34,16.00,8.00, 12.00 ,0,0
Rahul Tewatia,RR,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,2,3, 3, 9,59,3/18,29.50,6.55, 27.00 ,0,0
Rahul Shukla,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 9,98,2/28,49.00,10.88, 27.00 ,0,0
Ben Cutting,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 4,31,2/20,31.00,7.75, 24.00 ,0,0
Vikramjeet Malik,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,29,2/14,29.00,9.66, 18.00 ,0,0
Laxmi Ratan Shukla,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,6, 5, 9,83,3/25,83.00,8.89, 56.00 ,0,0
Suresh Raina,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,16, 8, 18,134,2/0,134.00,7.44, 108.00 ,0,0
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,1,2, 2, 5,52,5/15,52.00,10.40, 30.00 ,0,0
Murali Kartik,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 8,91,3/17,91.00,11.37, 48.00 ,0,0
Lendl Simmons,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,8, 1, 3,34,1/34,34.00,11.33, 18.00 ,0,0
Parveez Rasool,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 9,83,1/20,83.00,9.22, 54.00 ,0,0
Glenn Maxwell,PBKS,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,1,16, 7, 11,132,2/15,132.00,12.00, 66.00 ,0,0
John Hastings,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,29,2/6,29.00,9.66, 18.00 ,0,0
Ryan ten Doeschate,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,10, 4, 5,35,1/24,35.00,7.00, 30.00 ,0,0
Rohit Sharma,MI,https://scores.iplt20.com/ipl/playerimages/Rohit Sharma.png?v=1,1,15, 2, 3,26,4/6,26.00,8.66, 18.00 ,0,0
Pat Cummins,KKR,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,1,1, 1, 4,29,4/34,29.00,7.25, 24.00 ,0,0
Pawan Suyal,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,35,1/21,35.00,11.66, 18.00 ,0,0
Jimmy Neesham,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,4, 4, 9,91,3/12,91.00,10.11, 54.00 ,0,0
Ravi Rampaul,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 6,37,3/31,37.00,6.16, 36.00 ,0,0
Jason Holder,SRH,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,1,1, 1, 3,35,4/52,35.00,11.66, 18.00 ,0,0
Rahul Sharma,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 6,65,3/13,65.00,10.83, 36.00 ,0,0
