player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Yash Thakur,LSG,https://scores.iplt20.com/ipl/playerimages/Yash Thakur.png?v=1,13,9, 9, 31.5,289,37/4,22.23,9.07, 14.69 ,1,0
Mayank Markande,SRH,https://scores.iplt20.com/ipl/playerimages/Mayank Markande.png?v=1,12,10, 10, 38.0,300,15/4,25.00,7.89, 19.00 ,1,0
Mitchell Marsh,DC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,12,9, 8, 20.1,170,27/4,14.16,8.42, 10.08 ,1,0
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,11,14, 13, 47.0,338,13/2,30.72,7.19, 25.63 ,0,0
Naveen-Ul-Haq,LSG,https://scores.iplt20.com/ipl/playerimages/Naveen-Ul-Haq.png?v=1,11,8, 7, 28.0,219,38/4,19.90,7.82, 15.27 ,1,0
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,11,14, 14, 48.0,383,33/3,34.81,7.97, 26.18 ,0,0
Maheesh Theekshana,CSK,https://scores.iplt20.com/ipl/playerimages/Maheesh Theekshana.png?v=1,11,13, 13, 49.0,392,23/2,35.63,8.00, 26.72 ,0,0
Mark Wood,LSG,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,11,4, 4, 16.0,130,14/5,11.81,8.12, 8.72 ,0,1
Kuldeep Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,10,14, 14, 49.0,361,15/2,36.10,7.36, 29.40 ,0,0
Suyash Sharma,KKR,https://scores.iplt20.com/ipl/playerimages/Suyash Sharma.png?v=1,10,11, 11, 39.0,321,30/3,32.10,8.23, 23.40 ,0,0
Ishant Sharma,DC,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,10,8, 8, 25.0,206,19/2,20.60,8.24, 15.00 ,0,0
Sandeep Sharma,RR,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,10,12, 12, 46.0,396,25/2,39.60,8.60, 27.60 ,0,0
Anrich Nortje,DC,https://scores.iplt20.com/ipl/playerimages/Anrich Nortje.png?v=1,10,10, 10, 40.0,364,20/2,36.40,9.10, 24.00 ,0,0
T Natarajan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,12, 12, 45.0,410,23/2,41.00,9.11, 27.00 ,0,0
Marco Jansen,SRH,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,10,8, 8, 27.0,267,16/2,26.70,9.88, 16.20 ,0,0
Sam Curran,PBKS,https://scores.iplt20.com/ipl/playerimages/Sam Curran.png?v=1,10,14, 14, 47.5,489,31/3,48.90,10.22, 28.70 ,0,0
Karn Sharma,RCB,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,10,7, 7, 21.3,223,19/2,22.30,10.37, 12.90 ,0,0
Krunal Pandya,LSG,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,9,15, 12, 42.0,313,18/3,34.77,7.45, 28.00 ,0,0
Moeen Ali,CSK,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,9,15, 11, 26.0,195,26/4,21.66,7.50, 17.33 ,1,0
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,9,13, 11, 27.1,218,30/4,24.22,8.02, 18.11 ,1,0
Wanindu Hasaranga,RCB,https://scores.iplt20.com/ipl/playerimages/Wanindu Hasaranga.png?v=1,9,8, 8, 29.0,258,24/2,28.66,8.89, 19.33 ,0,0
Khaleel Ahmed,DC,https://scores.iplt20.com/ipl/playerimages/Khaleel Ahmed.png?v=1,9,9, 9, 33.0,301,24/2,33.44,9.12, 22.00 ,0,0
Wayne Parnell,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,7, 7, 25.1,236,10/3,26.22,9.37, 16.77 ,0,0
Vyshak Vijaykumar,RCB,https://scores.iplt20.com/ipl/playerimages/Vyshak Vijaykumar.png?v=1,9,7, 7, 24.0,253,20/3,28.11,10.54, 16.00 ,0,0
Rahul Chahar,PBKS,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,8,14, 14, 49.4,385,16/2,48.12,7.75, 37.25 ,0,0
Adam Zampa,RR,https://scores.iplt20.com/ipl/playerimages/Adam Zampa.png?v=1,8,6, 6, 22.0,188,22/3,23.50,8.54, 16.50 ,0,0
Avesh Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Avesh Khan.png?v=1,8,9, 9, 29.0,283,25/3,35.37,9.75, 21.75 ,0,0
Amit Mishra,LSG,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,7,7, 7, 19.0,149,21/2,21.28,7.84, 16.28 ,0,0
Josh Little,GT,https://scores.iplt20.com/ipl/playerimages/Josh Little.png?v=1,7,10, 10, 34.0,294,25/2,42.00,8.64, 29.14 ,0,0
Alzarri Joseph,GT,https://scores.iplt20.com/ipl/playerimages/Alzarri Joseph.png?v=1,7,7, 7, 24.0,225,27/2,32.14,9.37, 20.57 ,0,0
Kagiso Rabada,PBKS,https://scores.iplt20.com/ipl/playerimages/Kagiso Rabada.png?v=1,7,6, 6, 23.0,232,34/2,33.14,10.08, 19.71 ,0,0
Shardul Thakur,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,11, 9, 21.0,220,23/2,31.42,10.47, 18.00 ,0,0
Mukesh Kumar,DC,https://scores.iplt20.com/ipl/playerimages/Mukesh Kumar.png?v=1,7,10, 10, 31.0,326,30/2,46.57,10.51, 26.57 ,0,0
Riley Meredith,MI,https://scores.iplt20.com/ipl/playerimages/Riley Meredith.png?v=1,7,5, 5, 19.4,207,33/2,29.57,10.52, 16.85 ,0,0
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,7,14, 9, 15.1,172,22/3,24.57,11.34, 13.00 ,0,0
Michael Bracewell,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,5, 5, 11.0,95,13/2,15.83,8.63, 11.00 ,0,0
Cameron Green,MI,https://scores.iplt20.com/ipl/playerimages/Cameron Green.png?v=1,6,16, 16, 38.0,361,41/2,60.16,9.50, 38.00 ,0,0
Harshit Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Harshit Rana.png?v=1,5,6, 6, 17.0,147,33/2,29.40,8.64, 20.40 ,0,0
Kumar Kartikeya Singh,MI,https://scores.iplt20.com/ipl/playerimages/Kumar Kartikeya Singh.png?v=1,5,8, 8, 26.0,227,37/2,45.40,8.73, 31.20 ,0,0
Vaibhav Arora,KKR,https://scores.iplt20.com/ipl/playerimages/Vaibhav Arora.png?v=1,5,5, 5, 16.0,146,30/2,29.20,9.12, 19.20 ,0,0
Marcus Stoinis,LSG,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,5,15, 5, 10.5,100,20/2,20.00,9.23, 13.00 ,0,0
Akash Singh,CSK,https://scores.iplt20.com/ipl/playerimages/Akash Singh.png?v=1,5,6, 6, 19.0,188,40/2,37.60,9.89, 22.80 ,0,0
Umran Malik,SRH,https://scores.iplt20.com/ipl/playerimages/Umran Malik.png?v=1,5,8, 8, 20.0,217,32/2,43.40,10.85, 24.00 ,0,0
Arshad Khan,MI,https://scores.iplt20.com/ipl/playerimages/Arshad Khan.png?v=1,5,6, 6, 14.1,190,39/3,38.00,13.41, 17.00 ,0,0
Fazalhaq Farooqi,SRH,https://scores.iplt20.com/ipl/playerimages/Fazalhaq Farooqi.png?v=1,4,4, 4, 13.2,117,41/2,29.25,8.77, 20.00 ,0,0
Jason Holder,RR,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,4,8, 8, 28.3,284,29/2,71.00,9.96, 42.75 ,0,0
Mitchell Santner,CSK,https://scores.iplt20.com/ipl/playerimages/Mitchell Santner.png?v=1,3,3, 3, 12.0,81,28/2,27.00,6.75, 24.00 ,0,0
David Willey,RCB,https://scores.iplt20.com/ipl/playerimages/David Willey.png?v=1,3,4, 4, 15.0,105,16/2,35.00,7.00, 30.00 ,0,0
Krishnappa Gowtham,LSG,https://scores.iplt20.com/ipl/playerimages/Krishnappa Gowtham.png?v=1,3,7, 6, 16.0,118,10/1,39.33,7.37, 32.00 ,0,0
Anukul Roy,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 3, 8.0,65,19/2,21.66,8.12, 16.00 ,0,0
Washington Sundar,SRH,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,3,7, 7, 17.4,146,28/3,48.66,8.26, 35.33 ,0,0
Josh Hazlewood,RCB,https://scores.iplt20.com/ipl/playerimages/Josh Hazlewood.png?v=1,3,3, 3, 9.0,76,15/2,25.33,8.44, 18.00 ,0,0
Nitish Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Nitish Rana.png?v=1,3,14, 6, 8.5,75,17/2,25.00,8.49, 17.66 ,0,0
Yudhvir Singh,LSG,https://scores.iplt20.com/ipl/playerimages/Yudhvir Singh.png?v=1,3,3, 3, 8.0,70,19/2,23.33,8.75, 16.00 ,0,0
Glenn Maxwell,RCB,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,3,14, 7, 10.2,94,3/1,31.33,9.09, 20.66 ,0,0
Hardik Pandya,GT,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,3,16, 11, 25.0,228,10/1,76.00,9.12, 50.00 ,0,0
Arjun Tendulkar,MI,https://scores.iplt20.com/ipl/playerimages/Arjun Tendulkar.png?v=1,3,4, 4, 9.5,92,9/1,30.66,9.35, 19.66 ,0,0
Hrithik Shokeen,MI,https://scores.iplt20.com/ipl/playerimages/Hrithik Shokeen.png?v=1,3,8, 8, 19.0,187,34/2,62.33,9.84, 38.00 ,0,0
Asif K M,RR,https://scores.iplt20.com/ipl/playerimages/Asif K M.png?v=1,3,4, 4, 14.0,138,42/2,46.00,9.85, 28.00 ,0,0
Sikandar Raza,PBKS,https://scores.iplt20.com/ipl/playerimages/Sikandar Raza.png?v=1,3,7, 6, 12.0,119,19/1,39.66,9.91, 24.00 ,0,0
Rajvardhan Hangargekar,CSK,https://scores.iplt20.com/ipl/playerimages/Rajvardhan Hangargekar.png?v=1,3,2, 2, 6.0,60,36/3,20.00,10.00, 12.00 ,0,0
Mohsin Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Mohsin Khan.png?v=1,3,5, 4, 10.0,107,24/1,35.66,10.70, 20.00 ,0,0
Chris Jordan,MI,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,3,6, 6, 22.0,237,7/1,79.00,10.77, 44.00 ,0,0
Chetan Sakariya,DC,https://scores.iplt20.com/ipl/playerimages/Chetan Sakariya.png?v=1,3,2, 2, 8.0,89,53/2,29.66,11.12, 16.00 ,0,0
Navdeep Saini,RR,https://scores.iplt20.com/ipl/playerimages/Navdeep Saini.png?v=1,3,2, 2, 6.0,74,40/3,24.66,12.33, 12.00 ,0,0
Adil Rashid,SRH,https://scores.iplt20.com/ipl/playerimages/Adil Rashid.png?v=1,2,2, 2, 7.0,56,23/2,28.00,8.00, 21.00 ,0,0
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,2,6, 4, 13.0,118,29/1,59.00,9.07, 39.00 ,0,0
Jofra Archer,MI,https://scores.iplt20.com/ipl/playerimages/Jofra Archer.png?v=1,2,5, 5, 20.0,190,35/1,95.00,9.50, 60.00 ,0,0
Kuldip Yadav,RR,https://scores.iplt20.com/ipl/playerimages/Kuldip Yadav.png?v=1,2,2, 2, 7.0,68,18/1,34.00,9.71, 21.00 ,0,0
Abhishek Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Abhishek Sharma.png?v=1,2,11, 5, 12.0,124,26/1,62.00,10.33, 36.00 ,0,0
Yash Dayal,GT,https://scores.iplt20.com/ipl/playerimages/Yash Dayal.png?v=1,2,5, 5, 14.0,165,31/1,82.50,11.78, 42.00 ,0,0
Tim Southee,KKR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,2,2, 2, 6.0,79,54/2,39.50,13.16, 18.00 ,0,0
Liam Livingstone,PBKS,https://scores.iplt20.com/ipl/playerimages/Liam Livingstone.png?v=1,2,9, 5, 7.0,94,19/1,47.00,13.42, 21.00 ,0,0
Kulwant Khejroliya,KKR,https://scores.iplt20.com/ipl/playerimages/Kulwant Khejroliya.png?v=1,2,2, 2, 4.2,64,44/2,32.00,14.76, 13.00 ,0,0
Praveen Dubey,DC,https://scores.iplt20.com/ipl/playerimages/Praveen Dubey.png?v=1,1,1, 1, 3.0,19,19/1,19.00,6.33, 18.00 ,0,0
Glenn Phillips,SRH,https://scores.iplt20.com/ipl/playerimages/Glenn Phillips.png?v=1,1,5, 2, 3.0,20,10/1,20.00,6.66, 18.00 ,0,0
Tristan Stubbs,MI,https://scores.iplt20.com/ipl/playerimages/Tristan Stubbs.png?v=1,1,2, 1, 2.0,14,14/1,14.00,7.00, 12.00 ,0,0
Reece Topley,RCB,https://scores.iplt20.com/ipl/playerimages/Reece Topley.png?v=1,1,1, 1, 2.0,14,14/1,14.00,7.00, 12.00 ,0,0
Mayank Dagar,SRH,https://scores.iplt20.com/ipl/playerimages/Mayank Dagar.png?v=1,1,3, 3, 11.0,83,37/1,83.00,7.54, 66.00 ,0,0
Sisanda Magala,CSK,https://scores.iplt20.com/ipl/playerimages/Sisanda Magala.png?v=1,1,2, 2, 6.0,51,37/1,51.00,8.50, 36.00 ,0,0
Rishi Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,1,6, 4, 7.0,60,20/1,60.00,8.57, 42.00 ,0,0
Aiden Markram,SRH,https://scores.iplt20.com/ipl/playerimages/Aiden Markram.png?v=1,1,13, 6, 8.1,70,24/1,70.00,8.57, 49.00 ,0,0
Rovman Powell,DC,https://scores.iplt20.com/ipl/playerimages/Rovman Powell.png?v=1,1,3, 1, 2.0,18,18/1,18.00,9.00, 12.00 ,0,0
Umesh Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,1,8, 8, 19.0,189,27/1,189.00,9.94, 114.00 ,0,0
Akeal Hosein,SRH,https://scores.iplt20.com/ipl/playerimages/Akeal Hosein.png?v=1,1,1, 1, 4.0,40,40/1,40.00,10.00, 24.00 ,0,0
Darshan Nalkande,GT,https://scores.iplt20.com/ipl/playerimages/Darshan Nalkande.png?v=1,1,1, 1, 4.0,44,44/1,44.00,11.00, 24.00 ,0,0
Mustafizur Rahman,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 7.0,79,38/1,79.00,11.28, 42.00 ,0,0
Akash Deep,RCB,https://scores.iplt20.com/ipl/playerimages/Akash Deep.png?v=1,1,2, 2, 5.0,59,29/1,59.00,11.80, 30.00 ,0,0
Lockie Ferguson,KKR,https://scores.iplt20.com/ipl/playerimages/Lockie Ferguson.png?v=1,1,3, 3, 7.4,96,19/1,96.00,12.52, 46.00 ,0,0
Duan Jansen,MI,https://scores.iplt20.com/ipl/playerimages/Duan Jansen.png?v=1,1,1, 1, 4.0,53,53/1,53.00,13.25, 24.00 ,0,0
Shahbaz Ahmed,RCB,https://scores.iplt20.com/ipl/playerimages/Shahbaz Ahmed.png?v=1,1,10, 5, 7.0,95,38/1,95.00,13.57, 42.00 ,0,0
Kartik Tyagi,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 6.1,92,30/1,92.00,14.91, 37.00 ,0,0
