player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Zaheer Khan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,14,15, 15, 59,455,4/17,32.50,7.71, 25.28 ,0,0
RP Singh,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,14, 14, 50,345,4/22,26.53,6.90, 23.07 ,1,0
Shane Warne,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,13, 12, 47,297,4/21,22.84,6.31, 21.69 ,0,0
Yusuf Pathan,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,15, 14, 39,238,3/20,18.30,6.10, 18.00 ,0,0
Morne Morkel,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,13,11, 11, 43,325,4/20,25.00,7.55, 19.84 ,0,0
Daniel Vettori,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,12,13, 13, 51,311,3/15,25.91,6.01, 25.83 ,0,0
Vinay Kumar,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,12,13, 13, 44,335,4/40,27.91,7.50, 22.33 ,0,0
Dan Christian,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,11,14, 14, 45,350,2/10,31.81,7.66, 24.90 ,0,0
Alfonso Thomas,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,11,11, 11, 38,297,3/22,27.00,7.71, 21.00 ,0,0
Ishant Sharma,DEC,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,11,12, 12, 44,314,5/12,28.54,7.13, 24.00 ,0,1
Shakib Al Hasan,KKR,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,11,7, 7, 25,175,3/17,15.90,6.86, 13.90 ,0,0
Irfan Pathan,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,11,14, 13, 46,344,3/24,31.27,7.50, 25.00 ,0,0
Shadab Jakati,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,15, 14, 44,336,4/22,33.60,7.60, 26.50 ,0,0
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,10,16, 16, 42,361,4/44,36.10,8.49, 25.50 ,0,0
Lakshmipathy Balaji,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,14, 14, 44,371,5/24,37.10,8.36, 26.60 ,0,0
Pragyan Ojha,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,10, 10, 37,267,3/11,26.70,7.24, 22.10 ,0,0
Praveen Kumar,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,13, 13, 46,345,3/18,34.50,7.50, 27.60 ,0,0
Siddharth Trivedi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,10,12, 12, 35,303,4/25,30.30,8.49, 21.40 ,0,0
Amit Singh,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,9, 9, 28,215,4/19,23.88,7.54, 19.00 ,0,0
Bhargav Bhatt,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,10, 8, 28,229,4/22,25.44,8.22, 18.55 ,1,0
Wayne Parnell,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,8, 8, 29,213,3/27,23.66,7.26, 19.55 ,0,0
Yuvraj Singh,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,14, 13, 29,192,4/29,21.33,6.62, 19.33 ,1,0
Chris Gayle,RCB,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,8,12, 12, 36,244,3/21,30.50,6.77, 27.00 ,0,0
Shalabh Srivastava,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,6, 6, 20,186,2/20,23.25,9.30, 15.00 ,0,0
Ravindra Jadeja,KTK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,8,14, 14, 42,305,5/16,38.12,7.26, 31.50 ,0,0
Rajat Bhatia,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,14, 12, 32,210,4/15,26.25,6.56, 24.00 ,0,0
Ajit Agarkar,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,8,7, 7, 27,231,3/25,28.87,8.55, 20.25 ,0,0
Jacques Kallis,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,15, 9, 24,170,3/13,24.28,7.08, 20.57 ,0,0
James Hopes,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,10, 9, 32,272,2/2,38.85,8.50, 27.42 ,0,0
Johan Botha,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,10, 10, 36,239,3/6,34.14,6.63, 30.85 ,0,0
Mitchell Marsh,PWI,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,7,5, 5, 14,99,4/25,14.14,6.98, 12.14 ,1,0
Paul Valthaty,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,14, 9, 24,189,4/29,27.00,7.82, 20.71 ,1,0
Shanthakumaran Sreesanth,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,9, 9, 32,206,3/29,29.42,6.47, 27.28 ,0,0
Brad Hodge,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,7,14, 4, 11,77,4/13,11.00,7.00, 9.42 ,1,0
Jaydev Unadkat,KKR,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,6,7, 6, 18,150,5/25,25.00,8.33, 18.00 ,0,0
Suraj Randiv,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,8, 8, 29,223,2/24,37.16,7.68, 29.00 ,0,0
Shaun Tait,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,4, 4, 15,127,3/13,21.16,8.56, 14.83 ,0,0
Shane Watson,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,11, 10, 36,241,4/29,40.16,6.69, 36.00 ,0,0
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,6,6, 6, 20,157,4/22,26.16,7.85, 20.00 ,0,0
Raiphi Gomez,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,11, 8, 15,124,2/14,24.80,8.26, 18.00 ,0,0
Ryan McLaren,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,6, 6, 18,178,2/28,35.60,9.88, 21.60 ,0,0
Roelof van der Merwe,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,4, 4, 15,92,3/20,18.40,6.20, 17.80 ,0,0
Dhawal Kulkarni,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,6, 6, 20,149,4/14,29.80,7.45, 24.00 ,0,0
Syed Mohammad,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,5, 5, 15,127,2/15,25.40,8.46, 18.00 ,0,0
Brett Lee,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,12, 12, 45,338,3/15,67.60,7.45, 54.40 ,0,0
Charl Langeveldt,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,3, 3, 11,84,3/15,16.80,7.63, 13.20 ,0,0
Abhimanyu Mithun,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,12, 12, 34,321,2/37,64.20,9.44, 40.80 ,0,0
Ashok Dinda,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,6, 5, 17,152,4/18,30.40,8.94, 20.40 ,0,0
Shrikant Wagh,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,7, 7, 16,121,3/16,30.25,7.56, 24.00 ,0,0
Suresh Raina,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,16, 12, 27,201,2/0,50.25,7.30, 41.25 ,0,0
JP Duminy,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,10, 8, 18,143,4/17,35.75,7.94, 27.00 ,0,0
Jesse Ryder,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,13, 7, 15,118,2/14,29.50,7.69, 23.00 ,0,0
Manpreet Gony,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,3, 3, 9,85,3/31,21.25,9.44, 13.50 ,0,0
Tim Southee,CSK,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,4,5, 5, 19,166,3/24,41.50,8.73, 28.50 ,0,0
P Parameswaran,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,5, 5, 15,137,2/20,34.25,8.74, 23.50 ,0,0
Bipul Sharma,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,4, 4, 12,78,2/13,19.50,6.50, 18.00 ,0,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,4,5, 5, 19,142,3/16,35.50,7.47, 28.50 ,0,0
Harmeet Singh Bansal,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 7,53,3/24,17.66,7.57, 14.00 ,0,0
Aavishkar Salvi,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 8,66,2/40,22.00,8.25, 16.00 ,0,0
Ryan Ninan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 6,65,2/31,21.66,10.83, 12.00 ,0,0
Ali Murtaza,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,5, 5, 20,117,3/15,39.00,5.85, 40.00 ,0,0
Bhuvneshwar Kumar,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 11,67,5/19,22.33,6.09, 22.00 ,0,0
James Franklin,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,8, 6, 10,99,2/18,33.00,9.73, 20.33 ,0,0
Anand Rajan,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 5,50,3/27,16.66,10.00, 10.00 ,0,0
Johan van der Wath,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 12,129,2/49,43.00,10.75, 24.00 ,0,0
Varun Aaron,DC,https://scores.iplt20.com/ipl/playerimages/Varun Aaron.png?v=1,2,4, 3, 12,82,3/16,41.00,6.83, 36.00 ,0,0
Thisara Perera,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,4, 4, 14,111,3/20,55.50,7.92, 42.00 ,0,0
Umesh Yadav,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,7, 6, 18,169,4/24,84.50,9.38, 54.00 ,0,0
Ashok Menaria,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,13, 9, 15,121,2/20,60.50,8.06, 45.00 ,0,0
Dirk Nannes,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,2, 2, 4,31,3/27,15.50,7.75, 12.00 ,0,0
Virat Kohli,RCB,https://scores.iplt20.com/ipl/playerimages/Virat Kohli.png?v=1,2,16, 10, 17,139,2/25,69.50,8.17, 51.00 ,0,0
Muttiah Muralitharan,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,5, 5, 19,141,3/11,70.50,7.42, 57.00 ,0,0
Abhishek Nayar,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,10, 6, 10,95,3/13,47.50,9.34, 30.50 ,0,0
Ramesh Powar,KTK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,5, 5, 12,112,2/11,56.00,9.33, 36.00 ,0,0
Yogesh Nagar,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,11, 5, 5,67,1/3,67.00,13.40, 30.00 ,0,0
David Hussey,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,8, 2, 3,38,2/2,38.00,12.66, 18.00 ,0,0
Shikhar Dhawan,DEC,https://scores.iplt20.com/ipl/playerimages/Shikhar Dhawan.png?v=1,1,14, 2, 2,11,1/7,11.00,5.50, 12.00 ,0,0
Tillakaratne Dilshan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,10, 6, 12,108,1/30,108.00,9.00, 72.00 ,0,0
Andrew Symonds,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,11, 3, 4,41,3/21,41.00,10.25, 24.00 ,0,0
Murali Kartik,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,6, 6, 21,166,3/17,166.00,7.96, 125.00 ,0,0
Nayan Doshi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 5,62,1/15,62.00,11.62, 32.00 ,0,0
Nuwan Kulasekara,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,26,2/10,26.00,8.66, 18.00 ,0,0
Jacob Oram,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 1, 2,32,3/32,32.00,16.00, 12.00 ,0,0
James Faulkner,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 2,9,5/16,9.00,4.50, 12.00 ,0,0
