player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Shubman Gill,GT,https://scores.iplt20.com/ipl/playerimages/Shubman Gill.png?v=1,426,12,12,1,104,38.73,289,147.40,1,2,37,15
Rohit Sharma,MI,https://scores.iplt20.com/ipl/playerimages/Rohit Sharma.png?v=1,417,14,14,1,105*,32.08,278,150.00,1,1,45,23
Tilak Varma,MI,https://scores.iplt20.com/ipl/playerimages/Tilak Varma.png?v=1,416,13,13,3,65,41.60,278,149.64,0,3,35,19
Shivam Dube,CSK,https://scores.iplt20.com/ipl/playerimages/Shivam Dube.png?v=1,396,14,14,3,66*,36.00,244,162.29,0,3,28,28
Rajat Patidar,RCB,https://scores.iplt20.com/ipl/playerimages/Rajat Patidar.png?v=1,395,15,13,0,55,30.38,223,177.13,0,5,21,33
Marcus Stoinis,LSG,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,388,14,14,2,124*,32.33,263,147.52,1,2,39,16
Tristan Stubbs,DC,https://scores.iplt20.com/ipl/playerimages/Tristan Stubbs.png?v=1,378,14,13,6,71*,54.00,198,190.90,0,3,24,26
Venkatesh Iyer,KKR,https://scores.iplt20.com/ipl/playerimages/Venkatesh Iyer.png?v=1,370,15,13,5,70,46.25,233,158.79,0,4,35,19
Jos Buttler,RR,https://scores.iplt20.com/ipl/playerimages/Jos Buttler.png?v=1,359,11,11,2,107*,39.89,255,140.78,2,0,36,12
Shashank Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Shashank Singh.png?v=1,354,14,14,6,68*,44.25,215,164.65,0,2,28,21
Shreyas Iyer,KKR,https://scores.iplt20.com/ipl/playerimages/Shreyas Iyer.png?v=1,351,15,14,5,58*,39.00,239,146.86,0,2,34,14
Suryakumar Yadav,MI,https://scores.iplt20.com/ipl/playerimages/Suryakumar Yadav.png?v=1,345,11,11,1,102*,34.50,206,167.47,1,3,36,18
Prabhsimran Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Prabhsimran Singh.png?v=1,334,14,14,0,71,23.86,213,156.80,0,2,34,20
Jake Fraser - McGurk,DC,https://scores.iplt20.com/ipl/playerimages/Jake Fraser - McGurk.png?v=1,330,9,9,0,84,36.67,141,234.04,0,4,32,28
Abishek Porel,DC,https://scores.iplt20.com/ipl/playerimages/Abishek Porel.png?v=1,327,14,12,2,65,32.70,205,159.51,0,2,36,13
Dinesh Karthik,RCB,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,326,15,13,4,83,36.22,174,187.35,0,2,27,22
Ishan Kishan,MI,https://scores.iplt20.com/ipl/playerimages/Ishan Kishan.png?v=1,320,14,14,0,69,22.86,215,148.83,0,1,35,16
Daryl Mitchell,CSK,https://scores.iplt20.com/ipl/playerimages/Daryl Mitchell.png?v=1,318,13,13,2,63,28.91,223,142.60,0,2,27,10
Nitish Kumar Reddy,SRH,https://scores.iplt20.com/ipl/playerimages/Nitish Kumar Reddy.png?v=1,303,13,11,2,76*,33.67,212,142.92,0,2,15,21
Jonny Bairstow,PBKS,https://scores.iplt20.com/ipl/playerimages/Jonny Bairstow.png?v=1,298,11,11,1,108*,29.80,195,152.82,1,0,33,14
Sam Curran,PBKS,https://scores.iplt20.com/ipl/playerimages/Sam Curran.png?v=1,270,13,12,2,63*,27.00,219,123.28,0,2,24,6
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,267,14,11,5,57*,44.50,187,142.78,0,1,22,8
Cameron Green,RCB,https://scores.iplt20.com/ipl/playerimages/Cameron Green.png?v=1,255,13,12,4,46,31.88,178,143.25,0,0,22,10
Quinton De Kock,LSG,https://scores.iplt20.com/ipl/playerimages/Quinton De Kock.png?v=1,250,11,11,0,81,22.73,186,134.40,0,3,29,9
Ajinkya Rahane,CSK,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,242,13,12,0,45,20.17,196,123.46,0,0,23,7
Tim David,MI,https://scores.iplt20.com/ipl/playerimages/Tim David.png?v=1,241,13,11,3,45*,30.13,152,158.55,0,0,14,15
Ayush Badoni,LSG,https://scores.iplt20.com/ipl/playerimages/Ayush Badoni.png?v=1,235,14,12,4,55*,29.38,171,137.42,0,2,22,5
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,235,14,12,4,66,29.38,179,131.28,0,2,19,10
Will Jacks,RCB,https://scores.iplt20.com/ipl/playerimages/Will Jacks.png?v=1,230,8,8,1,100*,32.86,131,175.57,1,1,16,18
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,222,15,9,2,64*,31.71,120,185.00,0,1,20,16
Rachin Ravindra,CSK,https://scores.iplt20.com/ipl/playerimages/Rachin Ravindra.png?v=1,222,10,10,0,61,22.20,138,160.86,0,1,22,12
Aiden Markram,SRH,https://scores.iplt20.com/ipl/playerimages/Aiden Markram.png?v=1,220,11,11,2,50,24.44,177,124.29,0,1,18,4
Hardik Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,216,14,13,1,46,18.00,151,143.04,0,0,17,11
Shahbaz Ahmed,SRH,https://scores.iplt20.com/ipl/playerimages/Shahbaz Ahmed.png?v=1,215,16,12,3,59*,23.89,166,129.51,0,1,7,13
Rilee Rossouw,PBKS,https://scores.iplt20.com/ipl/playerimages/Rilee Rossouw.png?v=1,211,8,8,0,61,26.38,116,181.89,0,1,25,11
David Miller,GT,https://scores.iplt20.com/ipl/playerimages/David Miller.png?v=1,210,9,9,3,55,35.00,139,151.07,0,1,20,8
Prithvi Shaw,DC,https://scores.iplt20.com/ipl/playerimages/Prithvi Shaw.png?v=1,198,8,8,0,66,24.75,121,163.63,0,1,30,5
Dhruv Jurel,RR,https://scores.iplt20.com/ipl/playerimages/Dhruv Jurel.png?v=1,195,15,11,3,56*,24.38,141,138.29,0,2,18,7
Ashutosh Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Ashutosh Sharma.png?v=1,189,11,9,2,61,27.00,113,167.25,0,1,10,15
Rahul Tewatia,GT,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,188,12,9,2,36*,26.86,129,145.73,0,0,24,5
Jitesh Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Jitesh Sharma.png?v=1,187,14,12,1,32*,17.00,142,131.69,0,0,9,12
Shai Hope,DC,https://scores.iplt20.com/ipl/playerimages/Shai Hope.png?v=1,183,9,9,1,41,22.88,122,150.00,0,0,12,12
Abdul Samad,SRH,https://scores.iplt20.com/ipl/playerimages/Abdul Samad.png?v=1,182,16,12,2,37*,18.20,108,168.51,0,0,15,11
Rinku Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Rinku Singh.png?v=1,168,15,11,2,26,18.67,113,148.67,0,0,13,8
David Warner,DC,https://scores.iplt20.com/ipl/playerimages/David Warner.png?v=1,168,8,8,0,52,21.00,125,134.40,0,1,17,10
Rahul Tripathi,SRH,https://scores.iplt20.com/ipl/playerimages/Rahul Tripathi.png?v=1,165,6,6,0,55,27.50,115,143.47,0,1,18,6
Angkrish Raghuvanshi,KKR,https://scores.iplt20.com/ipl/playerimages/Angkrish Raghuvanshi.png?v=1,163,10,7,0,54,23.29,105,155.23,0,1,16,8
MS Dhoni,CSK,https://scores.iplt20.com/ipl/playerimages/MS Dhoni.png?v=1,161,14,11,8,37*,53.67,73,220.54,0,0,14,13
Shikhar Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Shikhar Dhawan.png?v=1,152,5,5,0,70,30.40,121,125.61,0,1,18,4
Deepak Hooda,LSG,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,145,11,9,1,50,18.13,105,138.09,0,1,16,3
Naman Dhir,MI,https://scores.iplt20.com/ipl/playerimages/Naman Dhir.png?v=1,140,7,7,1,62*,23.33,79,177.21,0,1,12,10
Pat Cummins,SRH,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,136,16,10,4,35*,22.67,95,143.15,0,0,9,8
Wriddhiman Saha,GT,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,136,9,9,0,39,15.11,115,118.26,0,0,18,3
Krunal Pandya,LSG,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,133,14,12,8,43*,33.25,105,126.66,0,0,8,5
Moeen Ali,CSK,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,128,8,5,0,56,25.60,98,130.61,0,1,7,8
Shahrukh Khan,GT,https://scores.iplt20.com/ipl/playerimages/Shahrukh Khan.png?v=1,127,7,7,0,58,18.14,75,169.33,0,1,9,9
Ramandeep Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Ramandeep Singh.png?v=1,125,15,9,5,35,31.25,62,201.61,0,0,5,12
Mahipal Lomror,RCB,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,125,10,10,2,33,15.63,68,183.82,0,0,9,9
Shimron Hetmyer,RR,https://scores.iplt20.com/ipl/playerimages/Shimron Hetmyer.png?v=1,113,12,9,4,27*,22.60,69,163.76,0,0,9,7
Liam Livingstone,PBKS,https://scores.iplt20.com/ipl/playerimages/Liam Livingstone.png?v=1,111,7,7,2,38*,22.20,78,142.30,0,0,8,7
Nehal Wadhera,MI,https://scores.iplt20.com/ipl/playerimages/Nehal Wadhera.png?v=1,109,6,6,0,49,18.17,84,129.76,0,0,9,6
Rovman Powell,RR,https://scores.iplt20.com/ipl/playerimages/Rovman Powell.png?v=1,103,10,7,1,27,17.17,68,151.47,0,0,10,6
Rashid Khan,GT,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,102,12,8,3,31,20.40,71,143.66,0,0,11,3
Anuj Rawat,RCB,https://scores.iplt20.com/ipl/playerimages/Anuj Rawat.png?v=1,98,5,5,1,48,24.50,77,127.27,0,0,10,3
Ravichandran Ashwin,RR,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,86,15,9,3,29,14.33,74,116.21,0,0,5,4
Arshad Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Arshad Khan.png?v=1,83,4,4,2,58*,41.50,54,153.70,0,1,6,5
Vijay Shankar,GT,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,83,7,7,2,17,16.60,72,115.27,0,0,7,2
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,75,13,7,5,29,37.50,54,138.88,0,0,8,2
Dewald Brevis,MI,https://scores.iplt20.com/ipl/playerimages/Dewald Brevis.png?v=1,69,3,3,0,46,23.00,59,116.94,0,0,3,5
Mayank Agarwal,SRH,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,64,4,4,0,32,16.00,57,112.28,0,0,8,1
Rahmanullah Gurbaz,KKR,https://scores.iplt20.com/ipl/playerimages/Rahmanullah Gurbaz.png?v=1,62,3,2,0,39,31.00,46,134.78,0,0,7,4
Mitchell Marsh,DC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,61,4,4,0,23,15.25,38,160.52,0,0,9,3
Atharva Taide,PBKS,https://scores.iplt20.com/ipl/playerimages/Atharva Taide.png?v=1,61,2,2,0,46,30.50,39,156.41,0,0,7,2
Romario Shepherd,MI,https://scores.iplt20.com/ipl/playerimages/Romario Shepherd.png?v=1,57,6,5,3,39*,28.50,21,271.42,0,0,5,5
Glenn Maxwell,RCB,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,52,10,9,0,28,5.78,43,120.93,0,0,6,2
Sameer Rizwi,CSK,https://scores.iplt20.com/ipl/playerimages/Sameer Rizwi.png?v=1,51,8,5,1,21,12.75,43,118.60,0,0,4,2
Tom Kohler- Cadmore,RR,https://scores.iplt20.com/ipl/playerimages/Tom Kohler- Cadmore.png?v=1,48,4,3,0,20,16.00,54,88.88,0,0,7,1
Kuldeep Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,47,11,5,2,35*,15.67,41,114.63,0,0,6,1
Sikandar Raza,PBKS,https://scores.iplt20.com/ipl/playerimages/Sikandar Raza.png?v=1,43,2,2,0,28,21.50,38,113.15,0,0,2,2
Manish Pandey,KKR,https://scores.iplt20.com/ipl/playerimages/Manish Pandey.png?v=1,42,1,1,0,42,42.00,31,135.48,0,0,2,2
Azmatullah Omarzai,GT,https://scores.iplt20.com/ipl/playerimages/Azmatullah Omarzai.png?v=1,42,7,4,0,17,10.50,33,127.27,0,0,2,2
Nitish Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Nitish Rana.png?v=1,42,2,2,0,33,21.00,34,123.52,0,0,5,1
Devdutt Padikkal,LSG,https://scores.iplt20.com/ipl/playerimages/Devdutt Padikkal.png?v=1,38,7,7,0,13,5.43,53,71.69,0,0,3,0
Swapnil Singh,RCB,https://scores.iplt20.com/ipl/playerimages/Swapnil Singh.png?v=1,37,7,5,3,15*,18.50,21,176.19,0,0,3,3
Mohammad Nabi,MI,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,35,7,5,1,23,8.75,31,112.90,0,0,2,2
Shubham Dubey,RR,https://scores.iplt20.com/ipl/playerimages/Shubham Dubey.png?v=1,33,4,3,1,25,16.50,19,173.68,0,0,3,2
Karn Sharma,RCB,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,31,9,3,0,20,10.33,15,206.66,0,0,2,3
Rasikh Salam,DC,https://scores.iplt20.com/ipl/playerimages/Rasikh Salam.png?v=1,28,8,4,0,10,7.00,30,93.33,0,0,4,0
Kane Williamson,GT,https://scores.iplt20.com/ipl/playerimages/Kane Williamson.png?v=1,27,2,2,0,26,13.50,27,100.00,0,0,4,0
Harpreet Bhatia,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Bhatia.png?v=1,27,2,2,0,14,13.50,34,79.41,0,0,2,0
Suyash S Prabhudessai,RCB,https://scores.iplt20.com/ipl/playerimages/Suyash S Prabhudessai.png?v=1,24,1,1,0,24,24.00,18,133.33,0,0,3,0
Jaydev Unadkat,SRH,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,24,11,5,2,8*,8.00,26,92.30,0,0,2,1
Tanush Kotian,RR,https://scores.iplt20.com/ipl/playerimages/Tanush Kotian.png?v=1,24,1,1,0,24,24.00,31,77.41,0,0,3,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,23,16,5,2,13,7.67,29,79.31,0,0,3,0
Yudhvir Singh,LSG,https://scores.iplt20.com/ipl/playerimages/Yudhvir Singh.png?v=1,21,2,2,0,14,10.50,14,150.00,0,0,1,2
Rahul Chahar,PBKS,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,21,9,2,1,16,21.00,15,140.00,0,0,3,1
Shardul Thakur,CSK,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,21,9,3,2,17,21.00,17,123.52,0,0,2,1
Ashton Turner,LSG,https://scores.iplt20.com/ipl/playerimages/Ashton Turner.png?v=1,21,2,2,0,16,10.50,18,116.66,0,0,0,2
Kagiso Rabada,PBKS,https://scores.iplt20.com/ipl/playerimages/Kagiso Rabada.png?v=1,20,11,3,2,11*,20.00,14,142.85,0,0,0,2
Gulbadin Naib,DC,https://scores.iplt20.com/ipl/playerimages/Gulbadin Naib.png?v=1,19,2,1,0,19,19.00,15,126.66,0,0,1,1
Marco Jansen,SRH,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,18,3,2,1,17,18.00,13,138.46,0,0,1,1
Saurav Chauhan,RCB,https://scores.iplt20.com/ipl/playerimages/Saurav Chauhan.png?v=1,18,3,3,0,9,6.00,15,120.00,0,0,1,1
Sumit Kumar,DC,https://scores.iplt20.com/ipl/playerimages/Sumit Kumar.png?v=1,18,4,3,1,9*,9.00,24,75.00,0,0,2,1
Piyush Chawla,MI,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,15,11,6,2,10,3.75,15,100.00,0,0,1,1
Sanvir Singh,SRH,https://scores.iplt20.com/ipl/playerimages/Sanvir Singh.png?v=1,14,4,3,2,8*,14.00,12,116.66,0,0,1,0
Trent Boult,RR,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,14,16,5,3,12,7.00,16,87.50,0,0,2,0
Mitchell Santner,CSK,https://scores.iplt20.com/ipl/playerimages/Mitchell Santner.png?v=1,14,3,3,0,11,4.67,17,82.35,0,0,1,0
Gerald Coetzee,MI,https://scores.iplt20.com/ipl/playerimages/Gerald Coetzee.png?v=1,14,10,5,1,8,3.50,22,63.63,0,0,0,1
Sai Kishore,GT,https://scores.iplt20.com/ipl/playerimages/Sai Kishore.png?v=1,13,5,2,1,13,13.00,6,216.66,0,0,0,2
Harshal Patel,PBKS,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,13,14,4,1,12,4.33,19,68.42,0,0,1,1
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,12,14,3,1,12,6.00,8,150.00,0,0,0,2
Darshan Nalkande,GT,https://scores.iplt20.com/ipl/playerimages/Darshan Nalkande.png?v=1,12,3,1,0,12,12.00,11,109.09,0,0,0,1
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,12,13,4,4,8*,-,12,100.00,0,0,1,0
Umesh Yadav,GT,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,12,7,2,1,10*,12.00,15,80.00,0,0,0,1
Avesh Khan,RR,https://scores.iplt20.com/ipl/playerimages/Avesh Khan.png?v=1,10,16,3,3,7*,-,5,200.00,0,0,1,0
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,10,2,2,0,7,5.00,12,83.33,0,0,1,0
Luke Wood,MI,https://scores.iplt20.com/ipl/playerimages/Luke Wood.png?v=1,9,2,1,1,9*,-,3,300.00,0,0,0,1
Arshin Atul Kulkarni,LSG,https://scores.iplt20.com/ipl/playerimages/Arshin Atul Kulkarni.png?v=1,9,2,2,0,9,4.50,8,112.50,0,0,2,0
Mitchell Starc,KKR,https://scores.iplt20.com/ipl/playerimages/Mitchell Starc.png?v=1,9,14,5,3,6*,4.50,11,81.81,0,0,1,0
Abhinav Manohar,GT,https://scores.iplt20.com/ipl/playerimages/Abhinav Manohar.png?v=1,9,2,2,0,8,4.50,16,56.25,0,0,1,0
Donovan Ferreira,RR,https://scores.iplt20.com/ipl/playerimages/Donovan Ferreira.png?v=1,8,2,2,0,7,4.00,11,72.72,0,0,0,0
Vijayakanth Viyaskanth,SRH,https://scores.iplt20.com/ipl/playerimages/Vijayakanth Viyaskanth.png?v=1,7,3,1,1,7*,-,5,140.00,0,0,0,0
Spencer Johnson,GT,https://scores.iplt20.com/ipl/playerimages/Spencer Johnson.png?v=1,6,5,3,3,5*,-,7,85.71,0,0,1,0
Anmolpreet Singh,SRH,https://scores.iplt20.com/ipl/playerimages/Anmolpreet Singh.png?v=1,5,2,2,0,5,2.50,6,83.33,0,0,1,0
Noor Ahmad,GT,https://scores.iplt20.com/ipl/playerimages/Noor Ahmad.png?v=1,5,10,4,2,4,2.50,9,55.55,0,0,1,0
Arshdeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Arshdeep Singh.png?v=1,4,14,1,0,4,4.00,3,133.33,0,0,1,0
Akash Madhwal,MI,https://scores.iplt20.com/ipl/playerimages/Akash Madhwal.png?v=1,4,5,1,1,4*,-,5,80.00,0,0,0,0
Matthew Wade,GT,https://scores.iplt20.com/ipl/playerimages/Matthew Wade.png?v=1,4,2,1,0,4,4.00,6,66.66,0,0,0,0
Ravi Bishnoi,LSG,https://scores.iplt20.com/ipl/playerimages/Ravi Bishnoi.png?v=1,4,14,3,0,2,1.33,6,66.66,0,0,0,0
Anrich Nortje,DC,https://scores.iplt20.com/ipl/playerimages/Anrich Nortje.png?v=1,4,6,2,0,4,2.00,8,50.00,0,0,0,0
Mohit Sharma,GT,https://scores.iplt20.com/ipl/playerimages/Mohit Sharma.png?v=1,4,12,3,1,4,2.00,15,26.66,0,0,0,0
Anukul Roy,KKR,https://scores.iplt20.com/ipl/playerimages/Anukul Roy.png?v=1,3,4,1,1,3*,-,3,100.00,0,0,0,0
Reece Topley,RCB,https://scores.iplt20.com/ipl/playerimages/Reece Topley.png?v=1,3,4,1,1,3*,-,6,50.00,0,0,0,0
Kumar Kushagra,DC,https://scores.iplt20.com/ipl/playerimages/Kumar Kushagra.png?v=1,3,4,3,0,2,1.00,7,42.85,0,0,0,0
Mukesh Kumar,DC,https://scores.iplt20.com/ipl/playerimages/Mukesh Kumar.png?v=1,3,10,2,1,3,3.00,9,33.33,0,0,0,0
Ricky Bhui,DC,https://scores.iplt20.com/ipl/playerimages/Ricky Bhui.png?v=1,3,2,2,0,3,1.50,9,33.33,0,0,0,0
Mohsin Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Mohsin Khan.png?v=1,2,9,1,0,2,2.00,1,200.00,0,0,0,0
Richard Gleeson,CSK,https://scores.iplt20.com/ipl/playerimages/Richard Gleeson.png?v=1,2,2,1,1,2*,-,2,100.00,0,0,0,0
Jhye Richardson,DC,https://scores.iplt20.com/ipl/playerimages/Jhye Richardson.png?v=1,2,1,1,0,2,2.00,2,100.00,0,0,0,0
Anshul Kamboj,MI,https://scores.iplt20.com/ipl/playerimages/Anshul Kamboj.png?v=1,2,3,1,1,2*,-,2,100.00,0,0,0,0
Akash Deep,RCB,https://scores.iplt20.com/ipl/playerimages/Akash Deep.png?v=1,2,1,1,1,2*,-,2,100.00,0,0,0,0
Shivam Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Shivam Singh.png?v=1,2,1,1,1,2*,-,3,66.66,0,0,0,0
Naveen-Ul-Haq,LSG,https://scores.iplt20.com/ipl/playerimages/Naveen-Ul-Haq.png?v=1,2,10,3,3,2*,-,4,50.00,0,0,0,0
B R Sharath,GT,https://scores.iplt20.com/ipl/playerimages/B R Sharath.png?v=1,2,1,1,0,2,2.00,5,40.00,0,0,0,0
Vaibhav Arora,KKR,https://scores.iplt20.com/ipl/playerimages/Vaibhav Arora.png?v=1,1,10,2,2,1*,-,1,100.00,0,0,0,0
Shams Mulani,MI,https://scores.iplt20.com/ipl/playerimages/Shams Mulani.png?v=1,1,2,1,1,1*,-,1,100.00,0,0,0,0
Lockie Ferguson,RCB,https://scores.iplt20.com/ipl/playerimages/Lockie Ferguson.png?v=1,1,7,1,0,1,1.00,1,100.00,0,0,0,0
Lizaad Williams,DC,https://scores.iplt20.com/ipl/playerimages/Lizaad Williams.png?v=1,1,2,1,1,1*,-,2,50.00,0,0,0,0
Keshav Maharaj,RR,https://scores.iplt20.com/ipl/playerimages/Keshav Maharaj.png?v=1,1,2,1,0,1,1.00,2,50.00,0,0,0,0
Manav Suthar,GT,https://scores.iplt20.com/ipl/playerimages/Manav Suthar.png?v=1,1,1,1,0,1,1.00,2,50.00,0,0,0,0
Vyshak Vijaykumar,RCB,https://scores.iplt20.com/ipl/playerimages/Vyshak Vijaykumar.png?v=1,1,4,2,1,1*,1.00,3,33.33,0,0,0,0
Ishant Sharma,DC,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,1,9,2,2,1*,-,7,14.28,0,0,0,0
