player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Steve Smith,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,159,7,7,3,41,39.75,132,120.45,0,0,15,4
Unmukt Chand,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,158,9,9,0,41,17.55,158,100.00,0,0,17,4
Kedar Jadhav,DC,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png?v=1,152,12,10,3,31,21.71,124,122.58,0,0,8,5
Manoj Tiwary,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,146,10,9,1,33,18.25,140,104.28,0,0,12,1
Irfan Pathan,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,142,15,13,5,24,17.75,152,93.42,0,0,9,3
Mitchell Marsh,PWI,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,140,9,8,1,38,20.00,106,132.07,0,0,6,10
Manish Pandey,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,136,7,7,1,66,22.66,137,99.27,0,1,11,3
Manpreet Juneja,DC,https://scores.iplt20.com/ipl/playerimages/Manpreet Juneja.png?v=1,125,7,7,0,49,17.85,128,97.65,0,0,11,1
Ashish Reddy,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,125,12,10,4,36*,20.83,89,140.44,0,0,8,5
Dishant Yagnik,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,125,12,9,1,34,15.62,96,130.20,0,0,17,2
Subramaniam Badrinath,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,124,18,8,1,34,17.71,121,102.47,0,0,11,0
Aditya Tare,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,123,5,5,0,59,24.60,84,146.42,0,1,14,5
Biplap Samantray,SRH,https://scores.iplt20.com/ipl/playerimages/Biplap Samantray.png?v=1,123,8,7,2,55,24.60,111,110.81,0,1,13,2
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,121,18,12,4,23*,15.12,106,114.15,0,0,11,3
Kumar Sangakkara,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,120,9,9,0,28,13.33,136,88.23,0,0,13,0
Harbhajan Singh,MI,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,116,19,14,8,25*,19.33,79,146.83,0,0,12,5
Rajagopal Sathish,PBKS,https://scores.iplt20.com/ipl/playerimages/Rajagopal Sathish.png?v=1,109,9,8,3,27*,21.80,77,141.55,0,0,9,5
Saurabh Tiwary,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,109,9,6,2,52,27.25,106,102.83,0,1,4,4
Gurkeerat Mann Singh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,108,11,9,1,31,13.50,95,113.68,0,0,10,3
Luke Wright,PWI,https://scores.iplt20.com/ipl/playerimages/Luke Wright.png?v=1,106,6,6,1,44,21.20,60,176.66,0,0,16,3
Rajat Bhatia,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,99,15,10,4,26*,16.50,80,123.75,0,0,8,3
Cheteshwar Pujara,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,92,4,4,0,51,23.00,99,92.92,0,1,14,0
Akshath Reddy,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,91,7,7,0,27,13.00,101,90.09,0,0,9,0
Amit Mishra,SRH,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,89,17,8,2,30,14.83,96,92.70,0,0,9,0
Ryan ten Doeschate,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,85,4,4,1,42,28.33,63,134.92,0,0,9,2
Karn Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,85,13,7,3,39*,21.25,86,98.83,0,0,6,2
Tillakaratne Dilshan,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,76,5,5,0,33,15.20,93,81.72,0,0,12,0
Debabrata Das,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,75,10,6,1,23,15.00,74,101.35,0,0,5,5
Wriddhiman Saha,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,70,3,3,0,39,23.33,56,125.00,0,0,6,4
Vinay Kumar,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,70,16,5,4,26*,70.00,44,159.09,0,0,6,3
Mayank Agarwal,RCB,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,67,5,5,0,29,13.40,62,108.06,0,0,6,3
Abhishek Nayar,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,66,11,9,3,25*,11.00,73,90.41,0,0,5,0
Piyush Chawla,PBKS,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,64,16,11,5,23,10.66,57,112.28,0,0,5,3
Ross Taylor,PWI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,63,5,5,0,19,12.60,76,82.89,0,0,2,1
Luke Pomersbach,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,58,3,3,1,33*,29.00,59,98.30,0,0,5,1
Morne Morkel,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,57,10,6,1,23*,11.40,29,196.55,0,0,6,3
James Faulkner,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,57,16,9,4,19*,11.40,57,100.00,0,0,5,2
Dale Steyn,SRH,https://scores.iplt20.com/ipl/playerimages/Dale Steyn.png?v=1,53,17,8,6,18*,26.50,36,147.22,0,0,5,2
Ricky Ponting,MI,https://scores.iplt20.com/ipl/playerimages/Ricky Ponting.png?v=1,52,6,5,0,28,10.40,75,69.33,0,0,3,1
Tirumalasetti Suman,PWI,https://scores.iplt20.com/ipl/playerimages/Tirumalasetti Suman.png?v=1,52,7,5,0,23,10.40,58,89.65,0,0,8,0
Bhuvneshwar Kumar,PWI,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,52,16,9,2,24*,7.42,71,73.23,0,0,3,1
Praveen Kumar,PBKS,https://scores.iplt20.com/ipl/playerimages/Praveen Kumar.png?v=1,47,15,7,1,24,7.83,39,120.51,0,0,3,3
Albie Morkel,CSK,https://scores.iplt20.com/ipl/playerimages/Albie Morkel.png?v=1,46,8,3,0,23,15.33,37,124.32,0,0,2,3
Manpreet Gony,PBKS,https://scores.iplt20.com/ipl/playerimages/Manpreet Gony.png?v=1,45,8,5,1,42,11.25,25,180.00,0,0,4,3
Chidhambaram Gautam,DC,https://scores.iplt20.com/ipl/playerimages/Chidhambaram Gautam.png?v=1,44,3,3,1,30,22.00,34,129.41,0,0,4,1
Johan Botha,DC,https://scores.iplt20.com/ipl/playerimages/Johan Botha.png?v=1,43,6,6,0,23,7.16,52,82.69,0,0,5,1
Arun Karthik,RCB,https://scores.iplt20.com/ipl/playerimages/Arun Karthik.png?v=1,41,12,5,2,19*,13.66,38,107.89,0,0,3,1
Kevon Cooper,RR,https://scores.iplt20.com/ipl/playerimages/Kevon Cooper.png?v=1,39,14,5,1,26,9.75,22,177.27,0,0,4,2
Mitchell Johnson,MI,https://scores.iplt20.com/ipl/playerimages/Mitchell Johnson.png?v=1,39,17,6,2,11,9.75,36,108.33,0,0,2,2
Ravi Rampaul,RCB,https://scores.iplt20.com/ipl/playerimages/Ravi Rampaul.png?v=1,38,10,6,2,23*,9.50,37,102.70,0,0,3,1
Umesh Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,38,16,8,7,12*,38.00,38,100.00,0,0,3,1
Glenn Maxwell,MI,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,36,3,3,1,23,18.00,27,133.33,0,0,1,4
Ravichandran Ashwin,CSK,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,35,18,5,1,11*,8.75,49,71.42,0,0,4,0
Kane Richardson,PWI,https://scores.iplt20.com/ipl/playerimages/Kane Richardson.png?v=1,34,3,2,0,26,17.00,36,94.44,0,0,2,1
Owais Shah,RR,https://scores.iplt20.com/ipl/playerimages/Owais Shah.png?v=1,25,2,2,0,24,12.50,23,108.69,0,0,2,0
Sumit Narwal,KKR,https://scores.iplt20.com/ipl/playerimages/Sumit Narwal.png?v=1,23,2,1,0,23,23.00,15,153.33,0,0,4,0
Jeevan Mendis,DC,https://scores.iplt20.com/ipl/playerimages/Jeevan Mendis.png?v=1,23,3,3,0,12,7.66,27,85.18,0,0,0,0
Roelof van der Merwe,DC,https://scores.iplt20.com/ipl/playerimages/Roelof van der Merwe.png?v=1,22,3,2,0,14,11.00,25,88.00,0,0,2,0
Brett Lee,KKR,https://scores.iplt20.com/ipl/playerimages/Brett Lee.png?v=1,21,3,2,1,16*,21.00,12,175.00,0,0,1,2
Rishi Dhawan,MI,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,21,6,4,1,14,7.00,21,100.00,0,0,3,0
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,21,16,6,3,13,7.00,19,110.52,0,0,0,2
KL Rahul,RCB,https://scores.iplt20.com/ipl/playerimages/KL Rahul.png?v=1,20,5,2,0,12,10.00,16,125.00,0,0,4,0
Abhinav Mukund,RCB,https://scores.iplt20.com/ipl/playerimages/Abhinav Mukund.png?v=1,19,1,1,0,19,19.00,21,90.47,0,0,1,0
Bharat Chipli,DC,https://scores.iplt20.com/ipl/playerimages/Bharat Chipli.png?v=1,16,1,1,0,16,16.00,18,88.88,0,0,1,1
Dwaraka Ravi Teja,SRH,https://scores.iplt20.com/ipl/playerimages/Dwaraka Ravi Teja.png?v=1,14,2,2,1,10,14.00,17,82.35,0,0,0,0
Kushal Janith Perera,RR,https://scores.iplt20.com/ipl/playerimages/Kushal Janith Perera.png?v=1,14,2,2,0,14,7.00,13,107.69,0,0,3,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,14,12,6,1,6,2.80,27,51.85,0,0,1,0
Chris Morris,CSK,https://scores.iplt20.com/ipl/playerimages/Chris Morris.png?v=1,14,16,6,4,7*,7.00,16,87.50,0,0,0,0
Mithun Manhas,PWI,https://scores.iplt20.com/ipl/playerimages/Mithun Manhas.png?v=1,13,3,2,2,11*,0.00,17,76.47,0,0,1,0
Ajit Agarkar,DC,https://scores.iplt20.com/ipl/playerimages/Ajit Agarkar.png?v=1,12,4,2,1,9*,12.00,16,75.00,0,0,0,0
Andre Russell,DC,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,11,3,2,0,7,5.50,14,78.57,0,0,0,0
Rahul Sharma,PWI,https://scores.iplt20.com/ipl/playerimages/Rahul Sharma.png?v=1,11,11,6,2,10*,2.75,17,64.70,0,0,1,0
Thalaivan Sargunam,SRH,https://scores.iplt20.com/ipl/playerimages/Thalaivan Sargunam.png?v=1,10,1,1,0,10,10.00,17,58.82,0,0,0,0
Syed Mohammad,RCB,https://scores.iplt20.com/ipl/playerimages/Syed Mohammad.png?v=1,10,4,2,0,9,5.00,13,76.92,0,0,1,0
Sachithra Senanayake,KKR,https://scores.iplt20.com/ipl/playerimages/Sachithra Senanayake.png?v=1,10,8,4,3,7*,10.00,17,58.82,0,0,0,0
Nathan Coulter-Nile,MI,https://scores.iplt20.com/ipl/playerimages/Nathan Coulter-Nile.png?v=1,9,1,1,0,9,9.00,6,150.00,0,0,0,1
Karun Nair,RCB,https://scores.iplt20.com/ipl/playerimages/Karun Nair.png?v=1,9,2,2,0,9,4.50,12,75.00,0,0,0,0
Naman Ojha,DC,https://scores.iplt20.com/ipl/playerimages/Naman Ojha.png?v=1,9,2,2,1,9,9.00,10,90.00,0,0,1,0
Ashok Dinda,PWI,https://scores.iplt20.com/ipl/playerimages/Ashok Dinda.png?v=1,9,13,5,3,6*,4.50,11,81.81,0,0,1,0
Lakshmipathy Balaji,KKR,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy Balaji.png?v=1,9,13,3,2,9*,9.00,10,90.00,0,0,1,0
Lasith Malinga,MI,https://scores.iplt20.com/ipl/playerimages/Lasith Malinga.png?v=1,9,17,6,2,7,2.25,18,50.00,0,0,1,0
Marlon Samuels,PWI,https://scores.iplt20.com/ipl/playerimages/Marlon Samuels.png?v=1,8,2,2,0,5,4.00,18,44.44,0,0,1,0
Iqbal Abdulla,KKR,https://scores.iplt20.com/ipl/playerimages/Iqbal Abdulla.png?v=1,8,5,2,2,6*,0.00,14,57.14,0,0,0,0
Udit Birla,PWI,https://scores.iplt20.com/ipl/playerimages/Udit Birla.png?v=1,7,2,1,0,7,7.00,14,50.00,0,0,1,0
Siddarth Kaul,DC,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,7,6,2,2,7*,0.00,9,77.77,0,0,0,0
Brendon McCullum,KKR,https://scores.iplt20.com/ipl/playerimages/Brendon McCullum.png?v=1,6,1,1,0,6,6.00,7,85.71,0,0,1,0
Paul Valthaty,PBKS,https://scores.iplt20.com/ipl/playerimages/Paul Valthaty.png?v=1,6,1,1,0,6,6.00,17,35.29,0,0,0,0
Dan Christian,RCB,https://scores.iplt20.com/ipl/playerimages/Dan Christian.png?v=1,6,2,2,0,4,3.00,15,40.00,0,0,0,0
Quinton de Kock,SRH,https://scores.iplt20.com/ipl/playerimages/Quinton de Kock.png?v=1,6,3,3,0,4,2.00,15,40.00,0,0,1,0
Dimitri Mascarenhas,PBKS,https://scores.iplt20.com/ipl/playerimages/Dimitri Mascarenhas.png?v=1,5,1,1,1,5*,0.00,5,100.00,0,0,0,0
Paras Dogra,KKR,https://scores.iplt20.com/ipl/playerimages/Paras Dogra.png?v=1,5,1,1,0,5,5.00,8,62.50,0,0,0,0
Mahesh Rawat,PWI,https://scores.iplt20.com/ipl/playerimages/Mahesh Rawat.png?v=1,5,2,2,1,5,5.00,11,45.45,0,0,0,0
Parveez Rasool,PWI,https://scores.iplt20.com/ipl/playerimages/Parveez Rasool.png?v=1,5,2,2,1,4*,5.00,9,55.55,0,0,0,0
Ali Murtaza,PWI,https://scores.iplt20.com/ipl/playerimages/Ali Murtaza.png?v=1,5,3,1,0,5,5.00,4,125.00,0,0,1,0
Mohammad Shami,KKR,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,5,3,1,0,5,5.00,10,50.00,0,0,0,0
Wayne Parnell,PWI,https://scores.iplt20.com/ipl/playerimages/Wayne Parnell.png?v=1,5,4,1,0,5,5.00,7,71.42,0,0,0,0
Ben Laughlin,CSK,https://scores.iplt20.com/ipl/playerimages/Ben Laughlin.png?v=1,4,2,2,1,4*,4.00,9,44.44,0,0,0,0
Pradeep Sangwan,KKR,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png?v=1,4,2,1,1,4*,0.00,2,200.00,0,0,1,0
Raiphi Gomez,PWI,https://scores.iplt20.com/ipl/playerimages/Raiphi Gomez.png?v=1,4,2,1,1,4*,0.00,1,400.00,0,0,1,0
Ajit Chandila,RR,https://scores.iplt20.com/ipl/playerimages/Ajit Chandila.png?v=1,4,8,1,1,4*,0.00,6,66.66,0,0,0,0
Ryan McLaren,KKR,https://scores.iplt20.com/ipl/playerimages/Ryan McLaren.png?v=1,3,2,2,0,2,1.50,6,50.00,0,0,0,0
Harmeet Singh Bansal,PBKS,https://scores.iplt20.com/ipl/playerimages/Harmeet Singh Bansal.png?v=1,3,3,1,0,3,3.00,4,75.00,0,0,0,0
Pravin Tambe,RR,https://scores.iplt20.com/ipl/playerimages/Pravin Tambe.png?v=1,3,3,1,1,3*,0.00,6,50.00,0,0,0,0
Laxmi Ratan Shukla,KKR,https://scores.iplt20.com/ipl/playerimages/Laxmi Ratan Shukla.png?v=1,3,4,2,0,2,1.50,12,25.00,0,0,0,0
Sachin Baby,RR,https://scores.iplt20.com/ipl/playerimages/Sachin Baby.png?v=1,3,4,1,0,3,3.00,7,42.85,0,0,0,0
Siddharth Trivedi,RR,https://scores.iplt20.com/ipl/playerimages/Siddharth Trivedi.png?v=1,3,17,2,1,3,3.00,7,42.85,0,0,0,0
Abhimanyu Mithun,RCB,https://scores.iplt20.com/ipl/playerimages/Abhimanyu Mithun.png?v=1,2,1,1,0,2,2.00,2,100.00,0,0,0,0
Ajantha Mendis,PWI,https://scores.iplt20.com/ipl/playerimages/Ajantha Mendis.png?v=1,2,3,1,0,2,2.00,4,50.00,0,0,0,0
Ryan Harris,PBKS,https://scores.iplt20.com/ipl/playerimages/Ryan Harris.png?v=1,2,3,2,1,2*,2.00,5,40.00,0,0,0,0
Murali Kartik,RCB,https://scores.iplt20.com/ipl/playerimages/Murali Kartik.png?v=1,2,11,2,1,2*,2.00,3,66.66,0,0,0,0
Pragyan Ojha,MI,https://scores.iplt20.com/ipl/playerimages/Pragyan Ojha.png?v=1,2,16,3,2,1*,2.00,4,50.00,0,0,0,0
