player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Prasidh Krishna,KKR,https://scores.iplt20.com/ipl/playerimages/Prasidh Krishna.png?v=1,10,7, 7, 28,260,4/30,26.00,9.28, 16.80 ,1,0
Ravichandran Ashwin,PBKS,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,10,14, 14, 50,410,4/34,41.00,8.09, 30.40 ,0,0
Ben Laughlin,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,9,7, 7, 21,211,2/15,23.44,10.04, 14.00 ,0,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,9,12, 12, 46,354,5/19,39.33,7.66, 30.77 ,0,0
Chris Woakes,RCB,https://scores.iplt20.com/ipl/playerimages/Chris Woakes.png?v=1,8,5, 5, 18,190,3/36,23.75,10.36, 13.75 ,0,0
Ben Stokes,RR,https://scores.iplt20.com/ipl/playerimages/Ben Stokes.png?v=1,8,13, 12, 37,303,3/15,37.87,8.18, 27.75 ,0,0
Harshal Patel,DC,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,7,5, 5, 17,167,5/27,23.85,9.54, 15.00 ,0,0
Mohit Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Mohit Sharma.png?v=1,7,9, 9, 29,322,4/14,46.00,10.85, 25.42 ,0,0
Mustafizur Rahman,MI,https://scores.iplt20.com/ipl/playerimages/Mustafizur Rahman.png?v=1,7,7, 7, 27,230,3/16,32.85,8.36, 23.57 ,0,0
Harbhajan Singh,CSK,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,7,13, 12, 32,270,5/18,38.57,8.48, 27.28 ,0,0
Imran Tahir,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,6, 6, 20,188,4/12,31.33,9.09, 20.66 ,0,0
Tom Curran,KKR,https://scores.iplt20.com/ipl/playerimages/Tom Curran.png?v=1,6,5, 5, 10,118,3/29,19.66,11.60, 10.16 ,0,0
Rahul Tewatia,DC,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,6,8, 8, 22,173,3/18,28.83,7.86, 22.00 ,0,0
Shane Watson,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,15, 11, 28,251,4/29,41.83,8.96, 28.00 ,0,0
Tim Southee,RCB,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,5,8, 8, 29,261,3/24,52.20,9.00, 34.80 ,0,0
Sandeep Lamichhane,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,3, 3, 12,82,3/36,16.40,6.83, 14.40 ,0,0
Basil Thampi,SRH,https://scores.iplt20.com/ipl/playerimages/Basil Thampi.png?v=1,5,4, 4, 10,114,3/29,22.80,11.21, 12.20 ,0,0
Shivam Mavi,KKR,https://scores.iplt20.com/ipl/playerimages/Shivam Mavi.png?v=1,5,9, 9, 28,270,4/21,54.00,9.64, 33.60 ,0,0
Billy Stanlake,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,4, 4, 16,130,2/21,26.00,8.12, 19.20 ,0,0
Carlos Brathwaite,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,4, 4, 10,94,3/43,18.80,9.24, 12.20 ,0,0
Glenn Maxwell,DC,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,5,12, 10, 16,132,2/15,26.40,8.25, 19.20 ,0,0
Ish Sodhi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,6, 6, 23,135,3/26,27.00,5.86, 27.60 ,0,0
Dhawal Kulkarni,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,8, 8, 20,188,4/14,47.00,9.47, 29.75 ,0,0
Washington Sundar,RCB,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,4,7, 7, 20,192,3/16,48.00,9.60, 30.00 ,0,0
Avesh Khan,DC,https://scores.iplt20.com/ipl/playerimages/Avesh Khan.png?v=1,4,6, 6, 19,204,3/13,51.00,10.73, 28.50 ,0,0
Nitish Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Nitish Rana.png?v=1,4,15, 5, 6,44,2/11,11.00,7.13, 9.25 ,0,0
Barinder Sran,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,6, 6, 22,229,3/28,57.25,10.40, 33.00 ,0,0
Dan Christian,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,4, 4, 12,101,2/10,25.25,8.53, 17.75 ,0,0
Liam Plunkett,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,7, 7, 25,225,3/17,56.25,9.00, 37.50 ,0,0
Karn Sharma,CSK,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,4,6, 5, 9,89,4/16,22.25,9.36, 14.25 ,0,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,3,6, 6, 15,161,3/16,53.66,10.73, 30.00 ,0,0
Axar Patel,PBKS,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,3,9, 8, 26,218,4/21,72.66,8.38, 52.00 ,0,0
Mohammad Shami,DC,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,3,4, 4, 14,144,3/15,48.00,10.40, 27.66 ,0,0
Corey Anderson,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 8,115,2/18,38.33,13.26, 17.33 ,0,0
KM Asif,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 6,75,2/43,25.00,12.50, 12.00 ,0,0
Moeen Ali,RCB,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,3,5, 5, 13,97,3/7,32.33,7.36, 26.33 ,0,0
Murugan Ashwin,RCB,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,3,2, 2, 7,53,3/21,17.66,7.57, 14.00 ,0,0
Marcus Stoinis,PBKS,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,3,7, 6, 11,120,4/15,40.00,10.90, 22.00 ,0,0
Chris Morris,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 14,143,4/23,47.66,10.21, 28.00 ,0,0
Colin de Grandhomme,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,9, 7, 15,129,3/4,64.50,8.60, 45.00 ,0,0
Vinay Kumar,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,2, 2, 4,65,4/40,32.50,16.95, 11.50 ,0,0
David Willey,CSK,https://scores.iplt20.com/ipl/playerimages/David Willey.png?v=1,2,3, 3, 10,95,1/24,47.50,9.50, 30.00 ,0,0
Mitchell Johnson,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,6, 6, 21,216,3/26,108.00,10.28, 63.00 ,0,0
Kulwant Khejroliya,RCB,https://scores.iplt20.com/ipl/playerimages/Kulwant Khejroliya.png?v=1,2,3, 3, 11,107,2/33,53.50,9.87, 32.50 ,0,0
Javon Searles,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,4, 3, 7,89,1/24,44.50,12.71, 21.00 ,0,0
Ben Cutting,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,9, 7, 17,168,2/20,84.00,9.88, 51.00 ,0,0
Pawan Negi,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 4,49,4/18,49.00,12.25, 24.00 ,0,0
D'Arcy Short,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,7, 2, 3,19,1/10,19.00,6.33, 18.00 ,0,0
Anureet Singh,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,3, 3, 4,42,3/23,42.00,10.50, 24.00 ,0,0
Vijay Shankar,DC,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,1,13, 4, 5,58,2/19,58.00,11.60, 30.00 ,0,0
Yusuf Pathan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,15, 1, 2,14,3/20,14.00,7.00, 12.00 ,0,0
Mohammad Nabi,SRH,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,1,2, 2, 5,47,4/11,47.00,9.40, 30.00 ,0,0
