player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Mayank Dagar,RCB,https://scores.iplt20.com/ipl/playerimages/Mayank Dagar.png?v=1,1,5, 5, 11.5,120,23/1,120.00,10.14, 71.00 ,0,0
Arshad Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Arshad Khan.png?v=1,1,4, 4, 10.1,114,45/1,114.00,11.21, 61.00 ,0,0
Daryl Mitchell,CSK,https://scores.iplt20.com/ipl/playerimages/Daryl Mitchell.png?v=1,1,13, 2, 6.0,70,18/1,70.00,11.66, 36.00 ,0,0
Alzarri Joseph,RCB,https://scores.iplt20.com/ipl/playerimages/Alzarri Joseph.png?v=1,1,3, 3, 9.4,115,43/1,115.00,11.89, 58.00 ,0,0
Lizaad Williams,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 6.0,72,38/1,72.00,12.00, 36.00 ,0,0
Mitchell Marsh,DC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,1,4, 3, 8.0,103,37/1,103.00,12.87, 48.00 ,0,0
Marco Jansen,SRH,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,1,3, 3, 10.0,129,45/1,129.00,12.90, 60.00 ,0,0
Yudhvir Singh,LSG,https://scores.iplt20.com/ipl/playerimages/Yudhvir Singh.png?v=1,1,2, 2, 4.0,52,24/1,52.00,13.00, 24.00 ,0,0
Romario Shepherd,MI,https://scores.iplt20.com/ipl/playerimages/Romario Shepherd.png?v=1,1,6, 5, 12.0,159,54/1,159.00,13.25, 72.00 ,0,0
Shivam Dube,CSK,https://scores.iplt20.com/ipl/playerimages/Shivam Dube.png?v=1,1,14, 1, 1.0,14,14/1,14.00,14.00, 6.00 ,0,0
Washington Sundar,SRH,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,1,2, 2, 5.0,73,46/1,73.00,14.60, 30.00 ,0,0
Kwena Maphaka,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 6.0,89,23/1,89.00,14.83, 36.00 ,0,0
Luke Wood,MI,https://scores.iplt20.com/ipl/playerimages/Luke Wood.png?v=1,1,2, 2, 6.0,93,68/1,93.00,15.50, 36.00 ,0,0
Akash Deep,RCB,https://scores.iplt20.com/ipl/playerimages/Akash Deep.png?v=1,1,1, 1, 3.3,55,55/1,55.00,15.71, 21.00 ,0,0
