player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Ravindra Jadeja,RR,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,6,13, 10, 23,151,5/16,25.16,6.47, 23.33 ,0,0
Ryan Harris,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,8, 8, 31,230,4/34,38.33,7.41, 31.00 ,0,0
Zaheer Khan,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,6, 6, 21,142,4/17,23.66,6.76, 21.00 ,0,0
Shanthakumaran Sreesanth,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,7, 7, 23,192,3/29,32.00,8.34, 23.00 ,0,0
Kamran Khan,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,5, 5, 17,124,3/18,20.66,7.01, 17.66 ,0,0
Ajit Agarkar,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,11, 11, 31,284,3/25,47.33,9.16, 31.00 ,0,0
Yuvraj Singh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,14, 9, 20,142,4/29,23.66,7.10, 20.00 ,0,0
Jacques Kallis,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,15, 14, 46,353,3/13,58.83,7.67, 46.00 ,0,0
Siddharth Trivedi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,7, 7, 20,152,4/25,25.33,7.60, 20.00 ,0,0
Dimitri Mascarenhas,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,6,5, 5, 19,132,5/25,22.00,6.82, 19.33 ,0,0
Manpreet Gony,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,7, 7, 17,172,3/31,34.40,10.11, 20.40 ,0,0
Ramesh Powar,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,9, 8, 21,132,2/11,26.40,6.28, 25.20 ,0,0
Dhawal Kulkarni,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,8, 8, 26,206,4/14,41.20,7.92, 31.20 ,0,0
Brett Lee,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,5, 5, 20,111,3/15,22.20,5.55, 24.00 ,0,0
Tirumalasetti Suman,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,12, 5, 15,108,2/14,21.60,7.20, 18.00 ,0,0
Scott Styris,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,2, 2, 8,64,3/32,12.80,8.00, 9.60 ,0,0
Jacob Oram,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,11, 7, 15,133,3/32,26.60,8.58, 18.60 ,0,0
Sudeep Tyagi,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,8, 8, 19,136,2/18,27.20,7.15, 22.80 ,0,0
Shoaib Ahmed,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,7, 7, 17,152,2/20,30.40,8.94, 20.40 ,0,0
Dillon du Preez,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,2, 2, 7,56,3/32,14.00,8.00, 10.50 ,0,0
Balachandra Akhil,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,6, 5, 11,80,2/17,20.00,7.27, 16.50 ,0,0
Ashok Dinda,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,9, 8, 24,193,4/18,48.25,8.04, 36.00 ,0,0
Chaminda Vaas,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,2, 2, 8,71,3/21,17.75,8.87, 12.00 ,0,0
Venugopal Rao,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,16, 6, 15,122,2/23,30.50,8.13, 22.50 ,0,0
Murali Kartik,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,10, 10, 34,201,3/17,50.25,5.91, 51.00 ,0,0
Abhishek Nayar,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,13, 4, 12,84,3/13,21.00,7.00, 18.00 ,0,0
Kevin Pietersen,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,6, 4, 13,85,2/31,21.25,6.53, 19.50 ,0,0
JP Duminy,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,13, 6, 17,93,4/17,23.25,5.31, 26.25 ,0,0
Wilkin Mota,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,8, 5, 9,61,1/24,20.33,6.77, 18.00 ,0,0
Shane Harwood,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 10,73,2/25,24.33,7.30, 20.00 ,0,0
Thilan Thushara,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,2, 2, 8,60,2/16,20.00,7.50, 16.00 ,0,0
Laxmi Ratan Shukla,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,9, 5, 14,100,3/25,33.33,7.14, 28.00 ,0,0
Ajantha Mendis,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,4, 4, 16,117,2/19,39.00,7.31, 32.00 ,0,0
Charl Langeveldt,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,1, 1, 4,15,3/15,5.00,3.75, 8.00 ,0,0
Johan Botha,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,3, 3, 12,74,3/6,24.66,6.16, 24.00 ,0,0
Jesse Ryder,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,5, 5, 17,115,2/14,38.33,6.76, 34.00 ,0,0
Harmeet Singh Bansal,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,7, 7, 23,192,3/24,64.00,8.40, 45.66 ,0,0
Ravichandran Ashwin,CSK,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,2,2, 1, 4,13,4/34,6.50,3.25, 12.00 ,0,0
Andrew Flintoff,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 11,105,1/11,52.50,9.54, 33.00 ,0,0
Anureet Singh,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 2, 5,47,3/23,23.50,9.40, 15.00 ,0,0
Chetanya Nanda,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 8,57,1/4,28.50,7.12, 24.00 ,0,0
Vikramjeet Malik,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,5, 5, 12,98,2/14,49.00,8.16, 36.00 ,0,0
Dale Steyn,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 9,62,3/11,31.00,6.88, 27.00 ,0,0
Sourav Ganguly,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,13, 6, 12,97,2/21,48.50,8.08, 36.00 ,0,0
Joginder Sharma,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,4, 4, 7,57,2/27,28.50,8.14, 21.00 ,0,0
KP Appanna,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,5, 5, 12,87,4/19,43.50,7.25, 36.00 ,0,0
Moises Henriques,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,4, 4, 12,107,3/12,53.50,8.79, 36.50 ,0,0
Pankaj Singh,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,3, 3, 7,65,2/18,32.50,9.28, 21.00 ,0,0
Dwayne Smith,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,8, 8, 14,124,4/8,124.00,8.85, 84.00 ,0,0
Tyron Henderson,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,2, 2, 6,40,1/30,40.00,6.66, 36.00 ,0,0
Graham Napier,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 4,27,1/27,27.00,6.75, 24.00 ,0,0
Vikram Singh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,5, 4, 9,82,3/29,82.00,9.11, 54.00 ,0,0
Chris Gayle,KKR,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,1,7, 7, 19,144,3/21,144.00,7.64, 113.00 ,0,0
Rohan Raje,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,4, 4, 7,72,2/16,72.00,10.53, 41.00 ,0,0
