player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Quinton de Kock,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,297,11,11,1,70*,29.70,256,116.01,0,2,29,7
Manish Pandey,SRH,https://scores.iplt20.com/ipl/playerimages/Manish Pandey.png?v=1,292,8,8,2,69*,48.66,236,123.72,0,3,21,10
Kane Williamson,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,266,10,10,4,66*,44.33,235,113.19,0,2,29,2
Ambati Rayudu,CSK,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,257,16,13,4,72*,28.55,170,151.17,0,2,16,17
Jos Buttler,RR,https://scores.iplt20.com/ipl/playerimages/Jos Buttler.png?v=1,254,7,7,0,124,36.28,166,153.01,1,0,27,13
Yashasvi Jaiswal,RR,https://scores.iplt20.com/ipl/playerimages/Yashasvi Jaiswal.png?v=1,249,10,10,0,50,24.90,168,148.21,0,1,32,10
Jonny Bairstow,SRH,https://scores.iplt20.com/ipl/playerimages/Jonny Bairstow.png?v=1,248,7,7,1,63*,41.33,175,141.71,0,2,20,15
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,245,14,13,5,87*,30.62,165,148.48,0,1,16,16
Shimron Hetmyer,DC,https://scores.iplt20.com/ipl/playerimages/Shimron Hetmyer.png?v=1,242,14,13,6,53*,34.57,144,168.05,0,1,19,12
Ishan Kishan,MI,https://scores.iplt20.com/ipl/playerimages/Ishan Kishan.png?v=1,241,10,10,1,84,26.77,180,133.88,0,2,21,10
Shivam Dube,RR,https://scores.iplt20.com/ipl/playerimages/Shivam Dube.png?v=1,230,9,9,1,64*,28.75,193,119.17,0,1,18,10
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,227,16,12,9,62*,75.66,156,145.51,0,1,19,9
Dinesh Karthik,KKR,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,223,17,15,5,40,22.30,170,131.17,0,0,22,7
David Warner,SRH,https://scores.iplt20.com/ipl/playerimages/David Warner.png?v=1,195,8,8,0,57,24.37,181,107.73,0,2,15,6
Chris Gayle,PBKS,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,193,10,10,1,46,21.44,154,125.32,0,0,21,8
K.S Bharat,RCB,https://scores.iplt20.com/ipl/playerimages/K.S Bharat.png?v=1,191,8,7,2,78*,38.20,156,122.43,0,1,10,8
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,183,10,9,2,54,26.14,120,152.50,0,1,14,14
Shreyas Iyer,DC,https://scores.iplt20.com/ipl/playerimages/Shreyas Iyer.png?v=1,175,8,8,3,47*,35.00,171,102.33,0,0,7,5
Deepak Hooda,PBKS,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,160,12,11,1,64,16.00,123,130.08,0,1,9,9
Suresh Raina,CSK,https://scores.iplt20.com/ipl/playerimages/Suresh Raina.png?v=1,160,12,11,2,54,17.77,128,125.00,0,1,13,9
Rahul Tewatia,RR,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,155,14,11,1,44,15.50,147,105.44,0,0,11,6
Shahrukh Khan,PBKS,https://scores.iplt20.com/ipl/playerimages/Shahrukh Khan.png?v=1,153,11,10,3,47,21.85,114,134.21,0,0,9,10
Steve Smith,DC,https://scores.iplt20.com/ipl/playerimages/Steve Smith.png?v=1,152,8,7,1,39,25.33,135,112.59,0,0,13,2
Evin Lewis,RR,https://scores.iplt20.com/ipl/playerimages/Evin Lewis.png?v=1,151,5,5,0,58,30.20,93,162.36,0,1,18,7
Jason Roy,SRH,https://scores.iplt20.com/ipl/playerimages/Jason Roy.png?v=1,150,5,5,0,60,30.00,121,123.96,0,1,21,1
Aiden Markram,PBKS,https://scores.iplt20.com/ipl/playerimages/Aiden Markram.png?v=1,146,6,6,1,42,29.20,119,122.68,0,0,12,4
Krunal Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,143,13,12,2,39,14.30,123,116.26,0,0,10,6
Eoin Morgan,KKR,https://scores.iplt20.com/ipl/playerimages/Eoin Morgan.png?v=1,133,17,16,4,47*,11.08,139,95.68,0,0,8,6
Wriddhiman Saha,SRH,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,131,9,9,0,44,14.55,140,93.57,0,0,7,5
Hardik Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,127,12,11,2,40*,14.11,112,113.39,0,0,11,5
David Miller,RR,https://scores.iplt20.com/ipl/playerimages/David Miller.png?v=1,124,9,8,3,62,24.80,113,109.73,0,1,11,3
Robin Uthappa,CSK,https://scores.iplt20.com/ipl/playerimages/Robin Uthappa.png?v=1,115,4,4,0,63,28.75,84,136.90,0,1,8,5
Saurabh Tiwary,MI,https://scores.iplt20.com/ipl/playerimages/Saurabh Tiwary.png?v=1,115,5,4,2,50*,57.50,97,118.55,0,1,10,2
MS Dhoni,CSK,https://scores.iplt20.com/ipl/playerimages/MS Dhoni.png?v=1,114,16,11,4,18*,16.28,107,106.54,0,0,12,3
Abdul Samad,SRH,https://scores.iplt20.com/ipl/playerimages/Abdul Samad.png?v=1,111,11,10,1,28,12.33,87,127.58,0,0,4,8
Abhishek Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Abhishek Sharma.png?v=1,98,8,7,1,33,16.33,75,130.66,0,0,7,4
Mahipal Lomror,RR,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,94,4,4,1,43,31.33,73,128.76,0,0,3,6
Pat Cummins,KKR,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,93,7,5,2,66*,31.00,56,166.07,0,1,5,8
Riyan Parag,RR,https://scores.iplt20.com/ipl/playerimages/Riyan Parag.png?v=1,93,11,10,2,25,11.62,83,112.04,0,0,6,4
Marcus Stoinis,DC,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,89,10,7,3,27*,22.25,72,123.61,0,0,11,1
Jason Holder,SRH,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,85,8,7,1,47*,14.16,72,118.05,0,0,2,6
Nicholas Pooran,PBKS,https://scores.iplt20.com/ipl/playerimages/Nicholas Pooran.png?v=1,85,12,11,0,32,7.72,76,111.84,0,0,3,5
Rashid Khan,SRH,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,83,14,10,2,22,10.37,69,120.28,0,0,9,2
Priyam Garg,SRH,https://scores.iplt20.com/ipl/playerimages/Priyam Garg.png?v=1,72,5,5,0,29,14.40,74,97.29,0,0,2,3
Rajat Patidar,RCB,https://scores.iplt20.com/ipl/playerimages/Rajat Patidar.png?v=1,71,4,4,0,31,17.75,62,114.51,0,0,3,3
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,68,7,5,3,22*,34.00,73,93.15,0,0,7,0
Chris Morris,RR,https://scores.iplt20.com/ipl/playerimages/Chris Morris.png?v=1,67,11,7,2,36*,13.40,49,136.73,0,0,2,5
Kyle Jamieson,RCB,https://scores.iplt20.com/ipl/playerimages/Kyle Jamieson.png?v=1,65,9,7,3,16*,16.25,55,118.18,0,0,5,3
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,64,7,5,5,25*,0.00,58,110.34,0,0,3,2
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,62,14,10,2,26,7.75,47,131.91,0,0,3,5
Shahbaz Ahmed,RCB,https://scores.iplt20.com/ipl/playerimages/Shahbaz Ahmed.png?v=1,59,11,7,0,14,8.42,53,111.32,0,0,4,2
Harshal Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,59,15,8,4,31,14.75,46,128.26,0,0,6,2
Vijay Shankar,SRH,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,58,7,5,0,28,11.60,52,111.53,0,0,1,3
Sam Curran,CSK,https://scores.iplt20.com/ipl/playerimages/Sam Curran.png?v=1,56,9,4,1,34,18.66,29,193.10,0,0,5,3
Kedar Jadhav,SRH,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png?v=1,55,6,5,1,19,13.75,52,105.76,0,0,2,2
Chris Lynn,MI,https://scores.iplt20.com/ipl/playerimages/Chris Lynn.png?v=1,49,1,1,0,49,49.00,35,140.00,0,0,4,3
Shakib Al Hasan,KKR,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,47,8,6,1,26,9.40,48,97.91,0,0,3,1
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,47,11,3,2,23,47.00,18,261.11,0,0,3,4
Ravichandran Ashwin,DC,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,44,13,5,2,20*,14.66,42,104.76,0,0,2,1
Manan Vohra,RR,https://scores.iplt20.com/ipl/playerimages/Manan Vohra.png?v=1,42,4,4,0,14,10.50,39,107.69,0,0,5,2
Liam Livingstone,RR,https://scores.iplt20.com/ipl/playerimages/Liam Livingstone.png?v=1,42,5,5,0,25,8.40,41,102.43,0,0,3,1
Jaydev Unadkat,RR,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,41,6,3,1,24,20.50,29,141.37,0,0,3,2
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,40,12,6,1,12,8.00,46,86.95,0,0,2,1
Mohammad Nabi,SRH,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,34,3,3,0,17,11.33,20,170.00,0,0,3,2
Jayant Yadav,MI,https://scores.iplt20.com/ipl/playerimages/Jayant Yadav.png?v=1,34,5,3,1,23,17.00,26,130.76,0,0,2,1
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,34,11,7,6,14*,34.00,30,113.33,0,0,3,0
Chris Jordan,PBKS,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,32,4,2,0,30,16.00,21,152.38,0,0,1,3
Moises Henriques,PBKS,https://scores.iplt20.com/ipl/playerimages/Moises Henriques.png?v=1,31,5,4,2,14,15.50,32,96.87,0,0,0,1
Washington Sundar,RCB,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,31,6,4,0,10,7.75,47,65.95,0,0,2,0
Dawid Malan,PBKS,https://scores.iplt20.com/ipl/playerimages/Dawid Malan.png?v=1,26,1,1,0,26,26.00,26,100.00,0,0,1,1
Glenn Phillips,RR,https://scores.iplt20.com/ipl/playerimages/Glenn Phillips.png?v=1,26,3,3,1,14*,13.00,33,78.78,0,0,1,2
Ripal Patel,DC,https://scores.iplt20.com/ipl/playerimages/Ripal Patel.png?v=1,25,2,2,1,18,25.00,27,92.59,0,0,3,0
Shivam Mavi,KKR,https://scores.iplt20.com/ipl/playerimages/Shivam Mavi.png?v=1,25,9,2,0,20,12.50,20,125.00,0,0,2,2
Tom Curran,DC,https://scores.iplt20.com/ipl/playerimages/Tom Curran.png?v=1,21,3,2,1,21,21.00,17,123.52,0,0,2,0
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,20,15,4,3,12*,20.00,26,76.92,0,0,1,1
Prabhsimran Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Prabhsimran Singh.png?v=1,19,2,2,0,12,9.50,23,82.60,0,0,1,1
Nathan Ellis,PBKS,https://scores.iplt20.com/ipl/playerimages/Nathan Ellis.png?v=1,18,3,2,1,12,18.00,16,112.50,0,0,0,1
Lockie Ferguson,KKR,https://scores.iplt20.com/ipl/playerimages/Lockie Ferguson.png?v=1,18,8,3,3,18*,0.00,11,163.63,0,0,1,1
Anmolpreet Singh,MI,https://scores.iplt20.com/ipl/playerimages/Anmolpreet Singh.png?v=1,16,1,1,0,16,16.00,14,114.28,0,0,2,1
Adam Milne,MI,https://scores.iplt20.com/ipl/playerimages/Adam Milne.png?v=1,16,4,3,1,15,8.00,17,94.11,0,0,0,1
Chetan Sakariya,RR,https://scores.iplt20.com/ipl/playerimages/Chetan Sakariya.png?v=1,16,14,6,1,7,3.20,25,64.00,0,0,2,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,16,14,7,5,5*,8.00,17,94.11,0,0,2,0
Mandeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,15,1,1,0,15,15.00,14,107.14,0,0,2,0
Chris Woakes,DC,https://scores.iplt20.com/ipl/playerimages/Chris Woakes.png?v=1,15,3,1,1,15*,0.00,11,136.36,0,0,2,0
Jhye Richardson,PBKS,https://scores.iplt20.com/ipl/playerimages/Jhye Richardson.png?v=1,15,3,2,0,15,7.50,24,62.50,0,0,2,0
Murugan Ashwin,PBKS,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,15,3,2,0,9,7.50,24,62.50,0,0,1,0
Virat Singh,SRH,https://scores.iplt20.com/ipl/playerimages/Virat Singh.png?v=1,15,3,2,0,11,7.50,26,57.69,0,0,1,0
Jagadeesha Suchith,SRH,https://scores.iplt20.com/ipl/playerimages/Jagadeesha Suchith.png?v=1,14,2,1,1,14*,0.00,6,233.33,0,0,2,1
Dan Christian,RCB,https://scores.iplt20.com/ipl/playerimages/Dan Christian.png?v=1,14,9,7,1,9,2.33,24,58.33,0,0,1,0
Rahul Chahar,MI,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,14,11,5,0,8,2.80,15,93.33,0,0,1,0
Mohammad Shami,PBKS,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,13,14,4,3,9*,13.00,17,76.47,0,0,0,0
Kagiso Rabada,DC,https://scores.iplt20.com/ipl/playerimages/Kagiso Rabada.png?v=1,13,15,3,2,9*,13.00,6,216.66,0,0,2,0
Yuzvendra Chahal,RCB,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,10,15,2,2,8*,0.00,27,37.03,0,0,0,0
Ajinkya Rahane,DC,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,8,2,1,0,8,8.00,8,100.00,0,0,1,0
Sandeep Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,8,7,2,1,8*,8.00,7,114.28,0,0,1,0
Siddarth Kaul,SRH,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,8,8,2,2,7*,0.00,8,100.00,0,0,1,0
Mustafizur Rahman,RR,https://scores.iplt20.com/ipl/playerimages/Mustafizur Rahman.png?v=1,8,14,5,5,8*,0.00,14,57.14,0,0,0,1
Sachin Baby,RCB,https://scores.iplt20.com/ipl/playerimages/Sachin Baby.png?v=1,7,1,1,0,7,7.00,17,41.17,0,0,0,0
Shreyas Gopal,RR,https://scores.iplt20.com/ipl/playerimages/Shreyas Gopal.png?v=1,7,3,2,1,7*,7.00,5,140.00,0,0,0,1
Daniel Sams,RCB,https://scores.iplt20.com/ipl/playerimages/Daniel Sams.png?v=1,6,2,2,1,3*,6.00,6,100.00,0,0,0,0
Fabian Allen,PBKS,https://scores.iplt20.com/ipl/playerimages/Fabian Allen.png?v=1,6,4,3,2,6,6.00,12,50.00,0,0,0,0
Avesh Khan,DC,https://scores.iplt20.com/ipl/playerimages/Avesh Khan.png?v=1,5,16,1,1,5*,0.00,3,166.66,0,0,1,0
Shardul Thakur,CSK,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,5,16,4,2,3*,2.50,5,100.00,0,0,0,0
Harbhajan Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,4,3,2,2,2*,0.00,4,100.00,0,0,0,0
Nathan Coulter-Nile,MI,https://scores.iplt20.com/ipl/playerimages/Nathan Coulter-Nile.png?v=1,4,5,2,0,3,2.00,5,80.00,0,0,0,0
Tim Southee,KKR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,3,3,1,0,3,3.00,5,60.00,0,0,0,0
Tabraiz Shamsi,RR,https://scores.iplt20.com/ipl/playerimages/Tabraiz Shamsi.png?v=1,2,1,1,1,2*,0.00,4,50.00,0,0,0,0
Tim Seifert,KKR,https://scores.iplt20.com/ipl/playerimages/Tim Seifert.png?v=1,2,1,1,0,2,2.00,4,50.00,0,0,0,0
Navdeep Saini,RCB,https://scores.iplt20.com/ipl/playerimages/Navdeep Saini.png?v=1,2,2,1,0,2,2.00,4,50.00,0,0,0,0
Kartik Tyagi,RR,https://scores.iplt20.com/ipl/playerimages/Kartik Tyagi.png?v=1,2,4,2,1,1*,2.00,4,50.00,0,0,0,0
George Garton,RCB,https://scores.iplt20.com/ipl/playerimages/George Garton.png?v=1,2,5,3,2,2*,2.00,4,50.00,0,0,0,0
Arshdeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Arshdeep Singh.png?v=1,2,12,2,2,1*,0.00,3,66.66,0,0,0,0
Varun Chakaravarthy,KKR,https://scores.iplt20.com/ipl/playerimages/Varun Chakaravarthy.png?v=1,2,17,3,2,2*,2.00,4,50.00,0,0,0,0
Mujeeb Ur Rahman,SRH,https://scores.iplt20.com/ipl/playerimages/Mujeeb Ur Rahman.png?v=1,1,1,1,1,1*,0.00,1,100.00,0,0,0,0
Tim David,RCB,https://scores.iplt20.com/ipl/playerimages/Tim David.png?v=1,1,1,1,0,1,1.00,3,33.33,0,0,0,0
Wanindu Hasaranga,RCB,https://scores.iplt20.com/ipl/playerimages/Wanindu Hasaranga.png?v=1,1,2,2,1,1*,1.00,2,50.00,0,0,0,0
Khaleel Ahmed,SRH,https://scores.iplt20.com/ipl/playerimages/Khaleel Ahmed.png?v=1,1,7,1,0,1,1.00,2,50.00,0,0,0,0
Ravi Bishnoi,PBKS,https://scores.iplt20.com/ipl/playerimages/Ravi Bishnoi.png?v=1,1,9,1,0,1,1.00,4,25.00,0,0,0,0
Trent Boult,MI,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,1,14,4,4,1*,0.00,4,25.00,0,0,0,0
Deepak Chahar,CSK,https://scores.iplt20.com/ipl/playerimages/Deepak Chahar.png?v=1,1,15,2,2,1*,0.00,1,100.00,0,0,0,0
Ben Stokes,RR,https://scores.iplt20.com/ipl/playerimages/Ben Stokes.png?v=1,0,1,1,0,0*,0.00,3,0.00,0,0,0,0
Kamlesh Nagarkoti,KKR,https://scores.iplt20.com/ipl/playerimages/Kamlesh Nagarkoti.png?v=1,0,1,1,0,0*,0.00,2,0.00,0,0,0,0
Kuldip Yadav,RR,https://scores.iplt20.com/ipl/playerimages/Kuldip Yadav.png?v=1,0,1,1,1,0*,0.00,4,0.00,0,0,0,0
Piyush Chawla,MI,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,0,1,1,0,0*,0.00,2,0.00,0,0,0,0
Shahbaz Nadeem,SRH,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,0,1,1,0,0*,0.00,1,0.00,0,0,0,0
Anuj Rawat,RR,https://scores.iplt20.com/ipl/playerimages/Anuj Rawat.png?v=1,0,2,1,0,0*,0.00,1,0.00,0,0,0,0
Marco Jansen,MI,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,0,2,2,0,0*,0.00,3,0.00,0,0,0,0
Sarfaraz Khan,PBKS,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png?v=1,0,2,2,0,0*,0.00,4,0.00,0,0,0,0
Jimmy Neesham,MI,https://scores.iplt20.com/ipl/playerimages/Jimmy Neesham.png?v=1,0,3,2,0,0*,0.00,2,0.00,0,0,0,0
Prasidh Krishna,KKR,https://scores.iplt20.com/ipl/playerimages/Prasidh Krishna.png?v=1,0,10,2,1,0*,0.00,1,0.00,0,0,0,0
