player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Venugopal Rao,DEC,https://scores.iplt20.com/ipl/playerimages/Venugopal Rao.png?v=1,288,11,10,2,71*,36.00,210,137.14,0,2,22,15
Albie Morkel,CSK,https://scores.iplt20.com/ipl/playerimages/Albie Morkel.png?v=1,241,13,10,3,71,34.42,163,147.85,0,1,18,14
Mark Boucher,RCB,https://scores.iplt20.com/ipl/playerimages/Mark Boucher.png?v=1,225,10,10,3,50*,32.14,177,127.11,0,1,24,6
James Hopes,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,221,11,11,0,71,20.09,148,149.32,0,2,27,8
Abhishek Nayar,MI,https://scores.iplt20.com/ipl/playerimages/Abhishek Nayar.png?v=1,206,14,10,2,45*,25.75,138,149.27,0,0,16,9
Jacques Kallis,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,199,11,11,0,54,18.09,183,108.74,0,1,23,4
Stephen Fleming,CSK,https://scores.iplt20.com/ipl/playerimages/Stephen Fleming.png?v=1,196,10,10,1,45,21.77,164,119.51,0,0,27,3
Salman Butt,KKR,https://scores.iplt20.com/ipl/playerimages/Salman Butt.png?v=1,193,7,7,0,73,27.57,161,119.87,0,1,30,2
Subramaniam Badrinath,CSK,https://scores.iplt20.com/ipl/playerimages/Subramaniam Badrinath.png?v=1,192,16,11,5,64,32.00,130,147.69,0,2,21,8
Matthew Hayden,CSK,https://scores.iplt20.com/ipl/playerimages/Matthew Hayden.png?v=1,189,4,4,1,81,63.00,131,144.27,0,2,24,6
Brendon McCullum,KKR,https://scores.iplt20.com/ipl/playerimages/Brendon McCullum.png?v=1,188,4,4,1,158*,62.66,92,204.34,1,0,13,15
Sachin Tendulkar,MI,https://scores.iplt20.com/ipl/playerimages/Sachin Tendulkar.png?v=1,188,7,7,1,65,31.33,177,106.21,0,1,26,2
Mahela Jayawardena,PBKS,https://scores.iplt20.com/ipl/playerimages/Mahela Jayawardena.png?v=1,179,13,12,5,45*,25.57,131,136.64,0,0,15,7
Dwayne Bravo,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,178,9,7,1,64*,29.66,134,132.83,0,1,19,5
Mohammad Kaif,RR,https://scores.iplt20.com/ipl/playerimages/Mohammad Kaif.png?v=1,176,16,14,3,34*,16.00,171,102.92,0,0,14,6
Michael Hussey,CSK,https://scores.iplt20.com/ipl/playerimages/Michael Hussey.png?v=1,168,4,3,1,116*,84.00,100,168.00,1,0,12,11
Herschelle Gibbs,DEC,https://scores.iplt20.com/ipl/playerimages/Herschelle Gibbs.png?v=1,167,9,9,0,47,18.55,153,109.15,0,0,17,8
Virat Kohli,RCB,https://scores.iplt20.com/ipl/playerimages/Virat Kohli.png?v=1,165,13,12,1,38,15.00,157,105.09,0,0,18,4
Laxmi Ratan Shukla,KKR,https://scores.iplt20.com/ipl/playerimages/Laxmi Ratan Shukla.png?v=1,163,13,12,4,42,20.37,122,133.60,0,0,17,5
Andrew Symonds,DEC,https://scores.iplt20.com/ipl/playerimages/Andrew Symonds.png?v=1,161,4,3,1,117*,80.50,105,153.33,1,0,15,9
Wriddhiman Saha,KKR,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,159,12,10,5,59*,31.80,119,133.61,0,1,12,7
VVS Laxman,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,155,6,6,1,52,31.00,132,117.42,0,1,22,1
Luke Pomersbach,PBKS,https://scores.iplt20.com/ipl/playerimages/Luke Pomersbach.png?v=1,152,5,5,4,79*,152.00,99,153.53,0,1,13,9
Ross Taylor,RCB,https://scores.iplt20.com/ipl/playerimages/Ross Taylor.png?v=1,149,4,4,0,53,37.25,81,183.95,0,1,13,10
Shaun Pollock,MI,https://scores.iplt20.com/ipl/playerimages/Shaun Pollock.png?v=1,147,13,8,0,33,18.37,111,132.43,0,0,12,8
Vidyut Sivaramakrishnan,CSK,https://scores.iplt20.com/ipl/playerimages/Vidyut Sivaramakrishnan.png?v=1,145,9,8,0,54,18.12,109,133.02,0,1,21,3
Dinesh Karthik,DC,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,145,13,8,2,56*,24.16,107,135.51,0,1,13,4
Ravindra Jadeja,RR,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,135,14,9,2,36*,19.28,103,131.06,0,0,11,6
Irfan Pathan,PBKS,https://scores.iplt20.com/ipl/playerimages/Irfan Pathan.png?v=1,131,14,10,4,40,21.83,116,112.93,0,0,9,6
Kamran Akmal,RR,https://scores.iplt20.com/ipl/playerimages/Kamran Akmal.png?v=1,128,6,6,1,53*,25.60,78,164.10,0,1,13,8
MF Maharoof,DC,https://scores.iplt20.com/ipl/playerimages/MF Maharoof.png?v=1,125,10,8,2,39,20.83,79,158.22,0,0,10,7
Misbah-ul-Haq,RCB,https://scores.iplt20.com/ipl/playerimages/Misbah-ul-Haq.png?v=1,117,8,8,1,47*,16.71,81,144.44,0,0,10,6
Wasim Jaffer,RCB,https://scores.iplt20.com/ipl/playerimages/Wasim Jaffer.png?v=1,115,6,6,0,50,19.16,104,110.57,0,1,12,3
Cameron White,RCB,https://scores.iplt20.com/ipl/playerimages/Cameron White.png?v=1,114,8,8,1,31*,16.28,102,111.76,0,0,8,4
Scott Styris,DEC,https://scores.iplt20.com/ipl/playerimages/Scott Styris.png?v=1,112,8,8,2,36*,18.66,123,91.05,0,0,9,2
Praveen Kumar,RCB,https://scores.iplt20.com/ipl/playerimages/Praveen Kumar.png?v=1,112,13,12,2,34,11.20,98,114.28,0,0,10,6
Dwaraka Ravi Teja,DEC,https://scores.iplt20.com/ipl/playerimages/Dwaraka Ravi Teja.png?v=1,109,7,6,0,40,18.16,82,132.92,0,0,10,5
Tillakaratne Dilshan,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,104,7,7,1,33,17.33,79,131.64,0,0,14,3
Manoj Tiwary,DC,https://scores.iplt20.com/ipl/playerimages/Manoj Tiwary.png?v=1,104,9,7,3,39,26.00,85,122.35,0,0,16,0
Niraj Patel,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,103,5,4,2,57,51.50,81,127.16,0,1,13,1
Debabrata Das,KKR,https://scores.iplt20.com/ipl/playerimages/Debabrata Das.png?v=1,103,6,6,0,31,17.16,94,109.57,0,0,9,5
Simon Katich,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,96,2,2,1,75,96.00,69,139.13,0,1,11,2
AB de Villiers,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,95,6,6,1,26*,19.00,98,96.93,0,0,5,1
Piyush Chawla,PBKS,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,90,15,7,3,24*,22.50,59,152.54,0,0,10,3
Shreevats Goswami,RCB,https://scores.iplt20.com/ipl/playerimages/Shreevats Goswami.png?v=1,82,4,3,0,52,27.33,85,96.47,0,1,9,1
Shahid Afridi,DEC,https://scores.iplt20.com/ipl/playerimages/Shahid Afridi.png?v=1,81,10,9,1,33,10.12,46,176.08,0,0,7,6
Karan Goel,PBKS,https://scores.iplt20.com/ipl/playerimages/Karan Goel.png?v=1,76,7,6,0,26,12.66,78,97.43,0,0,7,4
Ramnaresh Sarwan,PBKS,https://scores.iplt20.com/ipl/playerimages/Ramnaresh Sarwan.png?v=1,73,4,4,0,31,18.25,75,97.33,0,0,6,1
Shane Warne,RR,https://scores.iplt20.com/ipl/playerimages/Shane Warne.png?v=1,70,15,7,2,22*,14.00,59,118.64,0,0,7,2
Ajit Agarkar,KKR,https://scores.iplt20.com/ipl/playerimages/Ajit Agarkar.png?v=1,54,9,6,1,20,10.80,46,117.39,0,0,5,2
Shoaib Malik,DC,https://scores.iplt20.com/ipl/playerimages/Shoaib Malik.png?v=1,52,7,5,1,24,13.00,47,110.63,0,0,5,0
Arjun Yadav,DEC,https://scores.iplt20.com/ipl/playerimages/Arjun Yadav.png?v=1,49,8,6,1,16,9.80,39,125.64,0,0,5,2
Sanjay Bangar,DEC,https://scores.iplt20.com/ipl/playerimages/Sanjay Bangar.png?v=1,47,11,7,1,17*,7.83,49,95.91,0,0,1,3
Balachandra Akhil,RCB,https://scores.iplt20.com/ipl/playerimages/Balachandra Akhil.png?v=1,46,7,7,4,27*,15.33,31,148.38,0,0,4,3
Dwayne Smith,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,45,4,3,0,20,15.00,40,112.50,0,0,5,1
Aakash Chopra,KKR,https://scores.iplt20.com/ipl/playerimages/Aakash Chopra.png?v=1,42,5,5,0,24,8.40,52,80.76,0,0,5,0
LPC Silva,DEC,https://scores.iplt20.com/ipl/playerimages/LPC Silva.png?v=1,40,3,3,1,23*,20.00,26,153.84,0,0,5,1
Ricky Ponting,KKR,https://scores.iplt20.com/ipl/playerimages/Ricky Ponting.png?v=1,39,4,4,0,20,9.75,53,73.58,0,0,2,1
Dominic Thornely,MI,https://scores.iplt20.com/ipl/playerimages/Dominic Thornely.png?v=1,39,6,4,2,30,19.50,53,73.58,0,0,2,2
Umar Gul,KKR,https://scores.iplt20.com/ipl/playerimages/Umar Gul.png?v=1,39,6,4,1,24,13.00,19,205.26,0,0,1,5
Amit Mishra,DC,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,37,6,3,0,31,12.33,42,88.09,0,0,3,0
Sohail Tanvir,RR,https://scores.iplt20.com/ipl/playerimages/Sohail Tanvir.png?v=1,36,11,5,2,13,12.00,29,124.13,0,0,3,1
Manpreet Gony,CSK,https://scores.iplt20.com/ipl/playerimages/Manpreet Gony.png?v=1,35,16,5,4,15*,35.00,23,152.17,0,0,2,3
Luke Ronchi,MI,https://scores.iplt20.com/ipl/playerimages/Luke Ronchi.png?v=1,34,4,4,0,13,8.50,32,106.25,0,0,6,1
Pinal Shah,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,34,5,4,0,19,8.50,35,97.14,0,0,4,0
Rajat Bhatia,DC,https://scores.iplt20.com/ipl/playerimages/Rajat Bhatia.png?v=1,34,9,3,1,17,17.00,28,121.42,0,0,2,2
Mahesh Rawat,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,34,11,7,3,23*,8.50,39,87.17,0,0,3,1
Zaheer Khan,RCB,https://scores.iplt20.com/ipl/playerimages/Zaheer Khan.png?v=1,34,11,8,4,17*,8.50,43,79.06,0,0,4,0
Dinesh Salunkhe,RR,https://scores.iplt20.com/ipl/playerimages/Dinesh Salunkhe.png?v=1,33,6,3,1,26*,16.50,24,137.50,0,0,5,0
Tatenda Taibu,KKR,https://scores.iplt20.com/ipl/playerimages/Tatenda Taibu.png?v=1,31,3,3,0,15,10.33,26,119.23,0,0,3,0
Harbhajan Singh,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,30,3,3,1,28,15.00,17,176.47,0,0,1,3
Murali Kartik,KKR,https://scores.iplt20.com/ipl/playerimages/Murali Kartik.png?v=1,30,6,3,0,17,10.00,27,111.11,0,0,3,0
Ramesh Powar,PBKS,https://scores.iplt20.com/ipl/playerimages/Ramesh Powar.png?v=1,28,5,1,1,28*,0.00,21,133.33,0,0,4,1
RP Singh,DEC,https://scores.iplt20.com/ipl/playerimages/RP Singh.png?v=1,27,14,9,5,10,6.75,24,112.50,0,0,2,1
Saurabh Tiwary,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,26,3,2,0,17,13.00,20,130.00,0,0,3,1
Wilkin Mota,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,26,4,2,1,25,26.00,27,96.29,0,0,2,0
Shivnarine Chanderpaul,RCB,https://scores.iplt20.com/ipl/playerimages/Shivnarine Chanderpaul.png?v=1,25,3,3,0,16,8.33,31,80.64,0,0,4,0
Vinay Kumar,RCB,https://scores.iplt20.com/ipl/playerimages/Vinay Kumar.png?v=1,25,8,4,1,23,8.33,22,113.63,0,0,2,1
Musavir Khote,MI,https://scores.iplt20.com/ipl/playerimages/Musavir Khote.png?v=1,24,4,3,1,9,12.00,22,109.09,0,0,2,1
Jagadeesh Arunkumar,RCB,https://scores.iplt20.com/ipl/playerimages/Jagadeesh Arunkumar.png?v=1,23,3,3,0,22,7.66,23,100.00,0,0,5,0
Chaminda Vaas,DEC,https://scores.iplt20.com/ipl/playerimages/Chaminda Vaas.png?v=1,21,5,4,1,12*,7.00,18,116.66,0,0,0,1
Bharat Chipli,RCB,https://scores.iplt20.com/ipl/playerimages/Bharat Chipli.png?v=1,20,3,3,0,10,6.66,28,71.42,0,0,3,0
Mohammad Hafeez,KKR,https://scores.iplt20.com/ipl/playerimages/Mohammad Hafeez.png?v=1,20,8,3,1,13,10.00,22,90.90,0,0,2,1
Darren Lehmann,RR,https://scores.iplt20.com/ipl/playerimages/Darren Lehmann.png?v=1,18,2,2,0,17,9.00,18,100.00,0,0,3,0
Siddharth Chitnis,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,18,3,2,0,15,9.00,10,180.00,0,0,1,1
Jacob Oram,CSK,https://scores.iplt20.com/ipl/playerimages/Jacob Oram.png?v=1,18,4,3,2,13,18.00,12,150.00,0,0,1,1
Brett Lee,PBKS,https://scores.iplt20.com/ipl/playerimages/Brett Lee.png?v=1,17,4,3,2,16*,17.00,13,130.76,0,0,2,1
Chamara Kapugedera,CSK,https://scores.iplt20.com/ipl/playerimages/Chamara Kapugedera.png?v=1,16,5,3,0,8,5.33,23,69.56,0,0,0,0
Joginder Sharma,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,16,8,3,1,16,8.00,11,145.45,0,0,1,1
Yo Mahesh,DC,https://scores.iplt20.com/ipl/playerimages/Yo Mahesh.png?v=1,15,11,5,3,6*,7.50,27,55.55,0,0,0,0
Devraj Patil,RCB,https://scores.iplt20.com/ipl/playerimages/Devraj Patil.png?v=1,13,2,2,0,9,6.50,13,100.00,0,0,1,0
Anil Kumble,RCB,https://scores.iplt20.com/ipl/playerimages/Anil Kumble.png?v=1,13,10,5,3,8,6.50,17,76.47,0,0,1,0
Brad Hodge,KKR,https://scores.iplt20.com/ipl/playerimages/Brad Hodge.png?v=1,12,3,3,0,10,4.00,17,70.58,0,0,2,0
Nuwan Zoysa,DEC,https://scores.iplt20.com/ipl/playerimages/Nuwan Zoysa.png?v=1,11,3,2,1,10*,11.00,9,122.22,0,0,1,0
Makhaya Ntini,CSK,https://scores.iplt20.com/ipl/playerimages/Makhaya Ntini.png?v=1,11,9,2,1,11,11.00,18,61.11,0,0,2,0
Ishant Sharma,KKR,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,11,13,6,5,4*,11.00,11,100.00,0,0,1,0
Taruwar Kohli,RR,https://scores.iplt20.com/ipl/playerimages/Taruwar Kohli.png?v=1,10,2,2,0,7,5.00,15,66.66,0,0,0,1
Ashley Noffke,RCB,https://scores.iplt20.com/ipl/playerimages/Ashley Noffke.png?v=1,9,1,1,0,9,9.00,10,90.00,0,0,1,0
Dimitri Mascarenhas,RR,https://scores.iplt20.com/ipl/playerimages/Dimitri Mascarenhas.png?v=1,9,1,1,0,9,9.00,8,112.50,0,0,0,1
Tanmay Srivastava,PBKS,https://scores.iplt20.com/ipl/playerimages/Tanmay Srivastava.png?v=1,8,5,2,1,7,8.00,10,80.00,0,0,0,0
Rohan Raje,MI,https://scores.iplt20.com/ipl/playerimages/Rohan Raje.png?v=1,8,6,3,3,6*,0.00,9,88.88,0,0,1,0
Sunil Joshi,RCB,https://scores.iplt20.com/ipl/playerimages/Sunil Joshi.png?v=1,6,4,2,0,3,3.00,14,42.85,0,0,0,0
Pankaj Singh,RR,https://scores.iplt20.com/ipl/playerimages/Pankaj Singh.png?v=1,5,5,2,2,4*,0.00,8,62.50,0,0,0,0
Siddharth Trivedi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,15,3,2,3*,5.00,12,41.66,0,0,0,0
Ajinkya Rahane,MI,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,4,2,2,0,4,2.00,17,23.52,0,0,1,0
Sunny Sohal,PBKS,https://scores.iplt20.com/ipl/playerimages/Sunny Sohal.png?v=1,4,2,2,0,4,2.00,8,50.00,0,0,0,0
Vikram Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Vikram Singh.png?v=1,4,13,2,0,4,2.00,3,133.33,0,0,1,0
Glenn McGrath,DC,https://scores.iplt20.com/ipl/playerimages/Glenn McGrath.png?v=1,4,14,3,2,4*,4.00,5,80.00,0,0,1,0
Younis Khan,RR,https://scores.iplt20.com/ipl/playerimages/Younis Khan.png?v=1,3,1,1,0,3,3.00,7,42.85,0,0,0,0
Doddapaneni Kalyankrishna,DEC,https://scores.iplt20.com/ipl/playerimages/Doddapaneni Kalyankrishna.png?v=1,3,3,1,0,3,3.00,8,37.50,0,0,0,0
Manish Pandey,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,3,2,0,3,1.50,9,33.33,0,0,0,0
Mohammad Asif,DC,https://scores.iplt20.com/ipl/playerimages/Mohammad Asif.png?v=1,3,8,2,0,3,1.50,6,50.00,0,0,0,0
Ashish Nehra,MI,https://scores.iplt20.com/ipl/playerimages/Ashish Nehra.png?v=1,3,14,4,3,2*,3.00,13,23.07,0,0,0,0
Halhadar Das,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,1,1,0,2,2.00,5,40.00,0,0,0,0
Vikrant Yeligati,MI,https://scores.iplt20.com/ipl/playerimages/Vikrant Yeligati.png?v=1,2,2,1,0,2,2.00,2,100.00,0,0,0,0
Shoaib Akhtar,KKR,https://scores.iplt20.com/ipl/playerimages/Shoaib Akhtar.png?v=1,2,3,1,0,2,2.00,7,28.57,0,0,0,0
Dilhara Fernando,MI,https://scores.iplt20.com/ipl/playerimages/Dilhara Fernando.png?v=1,2,5,1,1,2*,0.00,1,200.00,0,0,0,0
Pradeep Sangwan,DC,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png?v=1,2,7,2,0,2,1.00,5,40.00,0,0,0,0
Dale Steyn,RCB,https://scores.iplt20.com/ipl/playerimages/Dale Steyn.png?v=1,2,10,2,1,1*,2.00,5,40.00,0,0,0,0
Dhawal Kulkarni,MI,https://scores.iplt20.com/ipl/playerimages/Dhawal Kulkarni.png?v=1,2,10,1,1,2*,0.00,16,12.50,0,0,0,0
Ashok Dinda,KKR,https://scores.iplt20.com/ipl/playerimages/Ashok Dinda.png?v=1,2,13,3,2,1*,2.00,4,50.00,0,0,0,0
Pragyan Ojha,DEC,https://scores.iplt20.com/ipl/playerimages/Pragyan Ojha.png?v=1,2,13,4,2,1*,1.00,4,50.00,0,0,0,0
Iqbal Abdulla,KKR,https://scores.iplt20.com/ipl/playerimages/Iqbal Abdulla.png?v=1,1,1,1,1,1*,0.00,2,50.00,0,0,0,0
Srikkanth Anirudha,CSK,https://scores.iplt20.com/ipl/playerimages/Srikkanth Anirudha.png?v=1,1,1,1,0,1,1.00,7,14.28,0,0,0,0
PM Sarvesh Kumar,DEC,https://scores.iplt20.com/ipl/playerimages/PM Sarvesh Kumar.png?v=1,1,2,1,1,1*,0.00,2,50.00,0,0,0,0
Paidikalva Vijaykumar,DEC,https://scores.iplt20.com/ipl/playerimages/Paidikalva Vijaykumar.png?v=1,1,9,2,2,1*,0.00,1,100.00,0,0,0,0
Abdur Razzak,RCB,https://scores.iplt20.com/ipl/playerimages/Abdur Razzak.png?v=1,0,1,1,1,0*,0.00,2,0.00,0,0,0,0
Abhinav Mukund,CSK,https://scores.iplt20.com/ipl/playerimages/Abhinav Mukund.png?v=1,0,2,1,0,0*,0.00,1,0.00,0,0,0,0
Lakshmipathy Balaji,CSK,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy Balaji.png?v=1,0,9,1,0,0*,0.00,4,0.00,0,0,0,0
Munaf Patel,RR,https://scores.iplt20.com/ipl/playerimages/Munaf Patel.png?v=1,0,15,2,2,0*,0.00,1,0.00,0,0,0,0
