player,team,image,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,6,11, 11, 42,335,5/19,55.83,7.97, 42.00 ,0,0
Moeen Ali,CSK,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,6,15, 10, 25,161,3/7,26.83,6.35, 25.33 ,0,0
Lungi Ngidi ,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,3, 3, 12,125,4/10,25.00,10.41, 14.40 ,0,0
Chris Woakes,DC,https://scores.iplt20.com/ipl/playerimages/Chris Woakes.png?v=1,5,3, 3, 11,82,3/36,16.40,7.45, 13.20 ,0,0
Krunal Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,5,13, 12, 33,265,3/14,53.00,7.98, 39.80 ,0,0
Jimmy Neesham,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,5,3, 3, 9,66,3/12,13.20,7.33, 10.80 ,0,0
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,5,7, 7, 23,139,3/19,27.80,6.04, 27.60 ,0,0
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,5,14, 9, 13,95,4/44,19.00,7.21, 15.80 ,0,0
Khaleel Ahmed,SRH,https://scores.iplt20.com/ipl/playerimages/Khaleel Ahmed.png?v=1,5,7, 7, 27,219,3/21,43.80,8.11, 32.40 ,0,0
Abhishek Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Abhishek Sharma.png?v=1,4,8, 6, 10,64,2/4,16.00,6.40, 15.00 ,0,0
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,4,7, 5, 14,101,2/13,25.25,7.21, 21.00 ,0,0
Jaydev Unadkat,RR,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,4,6, 6, 22,168,5/25,42.00,7.63, 33.00 ,0,0
Tom Curran,DC,https://scores.iplt20.com/ipl/playerimages/Tom Curran.png?v=1,4,3, 3, 11,104,3/29,26.00,9.17, 17.00 ,0,0
Chris Jordan,PBKS,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,4,4, 4, 12,96,4/11,24.00,8.00, 18.00 ,0,0
Kartik Tyagi,RR,https://scores.iplt20.com/ipl/playerimages/Kartik Tyagi.png?v=1,4,4, 4, 14,124,2/29,31.00,8.85, 21.00 ,0,0
Moises Henriques,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,5, 5, 10,45,3/12,11.25,4.50, 15.00 ,0,0
Dan Christian,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,4,9, 9, 16,155,2/10,38.75,9.30, 25.00 ,0,0
Riley Meredith,PBKS,https://scores.iplt20.com/ipl/playerimages/Riley Meredith.png?v=1,4,5, 5, 17,169,1/29,42.25,9.94, 25.50 ,0,0
Shakib Al Hasan,KKR,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,4,8, 8, 26,187,3/17,46.75,7.19, 39.00 ,0,0
Washington Sundar,RCB,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,3,6, 6, 16,118,3/16,39.33,7.37, 32.00 ,0,0
Venkatesh Iyer,KKR,https://scores.iplt20.com/ipl/playerimages/Venkatesh Iyer.png?v=1,3,10, 4, 8,69,2/29,23.00,8.11, 17.00 ,0,0
Sandeep Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,3,7, 7, 23,203,4/20,67.66,8.63, 47.00 ,0,0
Adam Milne,MI,https://scores.iplt20.com/ipl/playerimages/Adam Milne.png?v=1,3,4, 4, 14,131,2/21,43.66,9.35, 28.00 ,0,0
Tim Southee,KKR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,3,3, 3, 12,95,3/24,31.66,7.91, 24.00 ,0,0
Vijay Shankar,SRH,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,3,7, 5, 11,100,2/19,33.33,9.09, 22.00 ,0,0
Jhye Richardson,PBKS,https://scores.iplt20.com/ipl/playerimages/Jhye Richardson.png?v=1,3,3, 3, 11,117,2/41,39.00,10.63, 22.00 ,0,0
Glenn Maxwell,RCB,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,3,15, 6, 16,135,2/15,45.00,8.43, 32.00 ,0,0
George Garton,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,3,5, 5, 15,135,1/27,45.00,9.00, 30.00 ,0,0
T Natarajan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,2, 2, 8,69,2/24,34.50,8.62, 24.00 ,0,0
Jayant Yadav,MI,https://scores.iplt20.com/ipl/playerimages/Jayant Yadav.png?v=1,2,5, 5, 17,130,1/23,65.00,7.64, 51.00 ,0,0
Imran Tahir,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,1, 1, 4,16,4/12,8.00,4.00, 12.00 ,0,0
Umran Malik,SRH,https://scores.iplt20.com/ipl/playerimages/Umran Malik.png?v=1,2,3, 3, 12,96,1/21,48.00,8.00, 36.00 ,0,0
Marco Jansen,MI,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,2,2, 2, 6,45,2/28,22.50,7.50, 18.00 ,0,0
Marcus Stoinis,DC,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,2,10, 8, 11,117,4/15,58.50,10.47, 33.50 ,0,0
Mohammad Nabi,SRH,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,2,3, 3, 8,86,4/11,43.00,10.75, 24.00 ,0,0
Mujeeb Ur Rahman,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,2,1, 1, 4,29,3/27,14.50,7.25, 12.00 ,0,0
Deepak Hooda,PBKS,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,2,12, 7, 16,136,2/16,68.00,8.50, 48.00 ,0,0
Fabian Allen,PBKS,https://scores.iplt20.com/ipl/playerimages/Fabian Allen.png?v=1,1,4, 3, 11,90,1/22,90.00,8.18, 66.00 ,0,0
Glenn Phillips,RR,https://scores.iplt20.com/ipl/playerimages/Glenn Phillips.png?v=1,1,3, 2, 2,20,1/17,20.00,10.00, 12.00 ,0,0
Piyush Chawla,MI,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,1,1, 1, 4,38,4/17,38.00,9.50, 24.00 ,0,0
Ishan Porel,PBKS,https://scores.iplt20.com/ipl/playerimages/Ishan Porel.png?v=1,1,1, 1, 4,39,1/39,39.00,9.75, 24.00 ,0,0
Daniel Sams,RCB,https://scores.iplt20.com/ipl/playerimages/Daniel Sams.png?v=1,1,2, 2, 6,39,1/24,39.00,6.50, 36.00 ,0,0
Ishant Sharma,DC,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,1,3, 3, 12,97,5/12,97.00,8.08, 72.00 ,0,0
Kane Richardson,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,29,3/13,29.00,9.66, 18.00 ,0,0
KM Asif,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 2,18,2/43,18.00,8.30, 13.00 ,0,0
Shahbaz Nadeem,SRH,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,1,1, 1, 4,36,3/16,36.00,9.00, 24.00 ,0,0
Lukman Meriwala,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png?v=1,1,1, 1, 3,32,1/32,32.00,10.66, 18.00 ,0,0
Mahipal Lomror,RR,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,1,4, 4, 7,47,1/22,47.00,6.71, 42.00 ,0,0
Riyan Parag,RR,https://scores.iplt20.com/ipl/playerimages/Riyan Parag.png?v=1,1,11, 6, 6,73,1/10,73.00,11.83, 37.00 ,0,0
Murugan Ashwin,PBKS,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,1,3, 3, 11,97,3/21,97.00,8.81, 66.00 ,0,0
Nathan Ellis,PBKS,https://scores.iplt20.com/ipl/playerimages/Nathan Ellis.png?v=1,1,3, 3, 12,98,1/20,98.00,8.16, 72.00 ,0,0
