player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Ambati Rayudu,MI,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,361,15,14,0,68,25.78,287,125.78,0,2,31,8
Virat Kohli,RCB,https://scores.iplt20.com/ipl/playerimages/Virat Kohli.png?v=1,359,14,14,1,73,27.61,294,122.10,0,2,23,16
Ajinkya Rahane,RR,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,339,13,12,0,72,28.25,291,116.49,0,3,38,3
Sanju Samson,RR,https://scores.iplt20.com/ipl/playerimages/Sanju Samson.png?v=1,339,13,13,0,74,26.07,273,124.17,0,2,25,17
Gautam Gambhir,KKR,https://scores.iplt20.com/ipl/playerimages/Gautam Gambhir.png?v=1,335,16,16,1,69,22.33,293,114.33,0,3,36,4
Karun Nair,RR,https://scores.iplt20.com/ipl/playerimages/Karun Nair.png?v=1,330,11,11,1,73*,33.00,232,142.24,0,3,38,9
Dinesh Karthik,DC,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,325,14,14,0,69,23.21,258,125.96,0,3,28,11
Manan Vohra,PBKS,https://scores.iplt20.com/ipl/playerimages/Manan Vohra.png?v=1,324,8,8,0,67,40.50,233,139.05,0,1,27,16
Aaron Finch,SRH,https://scores.iplt20.com/ipl/playerimages/Aaron Finch.png?v=1,309,13,13,2,88*,28.09,263,117.49,0,2,31,9
Faf du Plessis,CSK,https://scores.iplt20.com/ipl/playerimages/Faf du Plessis.png?v=1,303,15,12,1,54*,27.54,235,128.93,0,2,26,7
Kevin Pietersen,DC,https://scores.iplt20.com/ipl/playerimages/Kevin Pietersen.png?v=1,294,11,11,1,58,29.40,233,126.18,0,1,34,7
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,273,15,15,7,78,34.12,203,134.48,0,1,15,15
Yusuf Pathan,KKR,https://scores.iplt20.com/ipl/playerimages/Yusuf Pathan.png?v=1,268,15,12,3,72,29.77,165,162.42,0,1,15,20
Corey Anderson,MI,https://scores.iplt20.com/ipl/playerimages/Corey Anderson.png?v=1,265,12,11,2,95*,29.44,181,146.40,0,1,21,15
George Bailey,PBKS,https://scores.iplt20.com/ipl/playerimages/George Bailey.png?v=1,257,17,16,7,40*,28.55,190,135.26,0,0,19,10
Shane Watson,RR,https://scores.iplt20.com/ipl/playerimages/Shane Watson.png?v=1,240,13,13,1,51,20.00,196,122.44,0,2,19,14
Naman Ojha,SRH,https://scores.iplt20.com/ipl/playerimages/Naman Ojha.png?v=1,232,11,10,4,79*,38.66,161,144.09,0,1,14,17
Shakib Al Hasan,KKR,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,227,13,11,4,60,32.42,152,149.34,0,1,22,7
Michael Hussey,MI,https://scores.iplt20.com/ipl/playerimages/Michael Hussey.png?v=1,209,9,9,0,56,23.22,182,114.83,0,2,17,7
Murali Vijay,DC,https://scores.iplt20.com/ipl/playerimages/Murali Vijay.png?v=1,207,11,11,0,52,18.81,192,107.81,0,1,20,5
Parthiv Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Parthiv Patel.png?v=1,205,12,12,2,57*,20.50,185,110.81,0,1,30,1
Chris Gayle,RCB,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,196,9,9,0,46,21.77,184,106.52,0,0,18,12
James Faulkner,RR,https://scores.iplt20.com/ipl/playerimages/James Faulkner.png?v=1,181,13,12,8,41*,45.25,94,192.55,0,0,8,16
KL Rahul,SRH,https://scores.iplt20.com/ipl/playerimages/KL Rahul.png?v=1,166,11,8,0,46,20.75,164,101.21,0,0,12,3
Suryakumar Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Suryakumar Yadav.png?v=1,164,16,10,5,34,32.80,117,140.17,0,0,16,5
Quinton de Kock,DC,https://scores.iplt20.com/ipl/playerimages/Quinton de Kock.png?v=1,153,7,7,0,48,21.85,130,117.69,0,0,19,4
Manoj Tiwary,DC,https://scores.iplt20.com/ipl/playerimages/Manoj Tiwary.png?v=1,152,8,8,3,61*,30.40,118,128.81,0,1,14,4
Jacques Kallis,KKR,https://scores.iplt20.com/ipl/playerimages/Jacques Kallis.png?v=1,151,8,7,1,72,25.16,129,117.05,0,1,13,4
Kedar Jadhav,DC,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png?v=1,149,10,10,5,37,29.80,101,147.52,0,0,13,7
Steve Smith,RR,https://scores.iplt20.com/ipl/playerimages/Steve Smith.png?v=1,147,10,7,3,48*,36.75,110,133.63,0,0,13,4
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,146,16,10,5,36*,29.20,110,132.72,0,0,9,5
Aditya Tare,MI,https://scores.iplt20.com/ipl/playerimages/Aditya Tare.png?v=1,126,15,12,4,24,15.75,98,128.57,0,0,16,3
Cheteshwar Pujara,PBKS,https://scores.iplt20.com/ipl/playerimages/Cheteshwar Pujara.png?v=1,125,6,6,1,40*,25.00,124,100.80,0,0,17,0
Stuart Binny,RR,https://scores.iplt20.com/ipl/playerimages/Stuart Binny.png?v=1,123,13,12,2,48*,12.30,121,101.65,0,0,4,5
Chidhambaram Gautam,MI,https://scores.iplt20.com/ipl/playerimages/Chidhambaram Gautam.png?v=1,121,9,9,2,33,17.28,111,109.00,0,0,13,5
David Hussey,CSK,https://scores.iplt20.com/ipl/playerimages/David Hussey.png?v=1,116,5,4,2,50*,58.00,94,123.40,0,1,8,6
Mayank Agarwal,DC,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,115,8,8,0,31,14.37,91,126.37,0,0,12,3
Darren Sammy,SRH,https://scores.iplt20.com/ipl/playerimages/Darren Sammy.png?v=1,108,10,9,2,29,15.42,91,118.68,0,0,4,8
Yogesh Takawale,RCB,https://scores.iplt20.com/ipl/playerimages/Yogesh Takawale.png?v=1,104,5,5,0,45,20.80,91,114.28,0,0,17,1
Brad Hodge,RR,https://scores.iplt20.com/ipl/playerimages/Brad Hodge.png?v=1,101,4,4,1,40,33.66,72,140.27,0,0,4,6
Mitchell Starc,RCB,https://scores.iplt20.com/ipl/playerimages/Mitchell Starc.png?v=1,85,14,9,3,29,14.16,84,101.19,0,0,9,0
Rishi Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,82,13,6,4,23*,41.00,75,109.33,0,0,8,1
Sachin Rana,RCB,https://scores.iplt20.com/ipl/playerimages/Sachin Rana.png?v=1,73,9,7,4,19*,24.33,65,112.30,0,0,7,1
Venugopal Rao,SRH,https://scores.iplt20.com/ipl/playerimages/Venugopal Rao.png?v=1,71,7,5,2,27,23.66,63,112.69,0,0,8,0
Shaun Marsh,PBKS,https://scores.iplt20.com/ipl/playerimages/Shaun Marsh.png?v=1,70,2,2,0,40,35.00,52,134.61,0,0,7,3
Rajat Bhatia,RR,https://scores.iplt20.com/ipl/playerimages/Rajat Bhatia.png?v=1,67,12,7,2,23,13.40,53,126.41,0,0,4,3
Axar Patel,PBKS,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,62,17,8,2,42*,10.33,60,103.33,0,0,6,1
Ross Taylor,DC,https://scores.iplt20.com/ipl/playerimages/Ross Taylor.png?v=1,59,4,4,1,43*,19.66,59,100.00,0,0,6,0
Chris Lynn,KKR,https://scores.iplt20.com/ipl/playerimages/Chris Lynn.png?v=1,58,2,2,0,45,29.00,49,118.36,0,0,5,3
Mitchell Johnson,PBKS,https://scores.iplt20.com/ipl/playerimages/Mitchell Johnson.png?v=1,56,14,8,5,16*,18.66,50,112.00,0,0,4,3
Irfan Pathan,SRH,https://scores.iplt20.com/ipl/playerimages/Irfan Pathan.png?v=1,55,10,6,4,23*,27.50,54,101.85,0,0,5,0
Ryan ten Doeschate,KKR,https://scores.iplt20.com/ipl/playerimages/Ryan ten Doeschate.png?v=1,52,10,7,3,25*,13.00,33,157.57,0,0,3,4
Albie Morkel,RCB,https://scores.iplt20.com/ipl/playerimages/Albie Morkel.png?v=1,45,7,5,2,16,15.00,41,109.75,0,0,1,3
Ravichandran Ashwin,CSK,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,45,16,6,3,14,15.00,45,100.00,0,0,4,0
Abhishek Nayar,RR,https://scores.iplt20.com/ipl/playerimages/Abhishek Nayar.png?v=1,43,5,4,1,23,14.33,47,91.48,0,0,5,1
Jimmy Neesham,DC,https://scores.iplt20.com/ipl/playerimages/Jimmy Neesham.png?v=1,42,4,3,0,22,14.00,46,91.30,0,0,3,1
Karn Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,42,14,8,4,17*,10.50,29,144.82,0,0,1,3
Ben Dunk,MI,https://scores.iplt20.com/ipl/playerimages/Ben Dunk.png?v=1,40,3,3,0,20,13.33,35,114.28,0,0,7,0
Rilee Rossouw,RCB,https://scores.iplt20.com/ipl/playerimages/Rilee Rossouw.png?v=1,39,3,3,0,24,13.00,41,95.12,0,0,2,2
Kevon Cooper,RR,https://scores.iplt20.com/ipl/playerimages/Kevon Cooper.png?v=1,39,5,5,2,32,13.00,26,150.00,0,0,2,3
Dhawal Kulkarni,RR,https://scores.iplt20.com/ipl/playerimages/Dhawal Kulkarni.png?v=1,35,8,2,2,28*,0.00,25,140.00,0,0,1,2
Varun Aaron,RCB,https://scores.iplt20.com/ipl/playerimages/Varun Aaron.png?v=1,35,10,3,3,17*,0.00,34,102.94,0,0,2,1
Mithun Manhas,CSK,https://scores.iplt20.com/ipl/playerimages/Mithun Manhas.png?v=1,35,12,5,3,13*,17.50,23,152.17,0,0,3,1
Ankit Sharma,RR,https://scores.iplt20.com/ipl/playerimages/Ankit Sharma.png?v=1,34,3,2,0,30,17.00,30,113.33,0,0,4,1
Laxmi Ratan Shukla,DC,https://scores.iplt20.com/ipl/playerimages/Laxmi Ratan Shukla.png?v=1,31,5,3,0,21,10.33,38,81.57,0,0,2,1
Piyush Chawla,KKR,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,31,11,5,2,17*,10.33,19,163.15,0,0,4,1
Vijay Zol,RCB,https://scores.iplt20.com/ipl/playerimages/Vijay Zol.png?v=1,29,3,2,0,16,14.50,26,111.53,0,0,3,1
Harbhajan Singh,MI,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,28,14,7,2,10*,5.60,25,112.00,0,0,2,2
Mandeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,24,3,3,0,21,8.00,26,92.30,0,0,2,0
Dale Steyn,SRH,https://scores.iplt20.com/ipl/playerimages/Dale Steyn.png?v=1,22,14,4,1,12,7.33,26,84.61,0,0,1,0
Rahul Shukla,DC,https://scores.iplt20.com/ipl/playerimages/Rahul Shukla.png?v=1,18,3,3,2,14,18.00,21,85.71,0,0,2,0
Jason Holder,SRH,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,16,1,1,0,16,16.00,12,133.33,0,0,2,1
Nic Maddinson,RCB,https://scores.iplt20.com/ipl/playerimages/Nic Maddinson.png?v=1,16,2,2,0,12,8.00,14,114.28,0,0,3,0
Rahul Tewatia,RR,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,16,3,1,0,16,16.00,13,123.07,0,0,0,1
Ravi Rampaul,RCB,https://scores.iplt20.com/ipl/playerimages/Ravi Rampaul.png?v=1,13,2,1,0,13,13.00,13,100.00,0,0,0,1
Harshal Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,13,3,3,1,6,6.50,7,185.71,0,0,1,1
Shreyas Gopal,MI,https://scores.iplt20.com/ipl/playerimages/Shreyas Gopal.png?v=1,11,4,1,0,11,11.00,10,110.00,0,0,1,0
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,10,16,5,3,6,5.00,14,71.42,0,0,0,0
Moises Henriques,SRH,https://scores.iplt20.com/ipl/playerimages/Moises Henriques.png?v=1,9,4,2,0,9,4.50,14,64.28,0,0,1,0
Ben Cutting,RR,https://scores.iplt20.com/ipl/playerimages/Ben Cutting.png?v=1,8,1,1,0,8,8.00,6,133.33,0,0,0,1
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,8,1,1,1,8*,0.00,3,266.66,0,0,0,1
Imran Tahir,DC,https://scores.iplt20.com/ipl/playerimages/Imran Tahir.png?v=1,8,6,2,0,4,4.00,10,80.00,0,0,2,0
Zaheer Khan,MI,https://scores.iplt20.com/ipl/playerimages/Zaheer Khan.png?v=1,8,6,4,3,7*,8.00,7,114.28,0,0,0,1
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,7,11,3,1,3*,3.50,19,36.84,0,0,0,0
Shivam Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Shivam Sharma.png?v=1,5,4,2,1,4,5.00,3,166.66,0,0,1,0
Pravin Tambe,RR,https://scores.iplt20.com/ipl/playerimages/Pravin Tambe.png?v=1,5,13,2,0,3,2.50,9,55.55,0,0,0,0
Dishant Yagnik,RR,https://scores.iplt20.com/ipl/playerimages/Dishant Yagnik.png?v=1,4,1,1,1,4*,0.00,6,66.66,0,0,0,0
Tim Southee,RR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,4,3,1,0,4,4.00,4,100.00,0,0,1,0
Abu Nechim,RCB,https://scores.iplt20.com/ipl/playerimages/Abu Nechim.png?v=1,4,4,1,1,4*,0.00,1,400.00,0,0,1,0
Ashok Dinda,RCB,https://scores.iplt20.com/ipl/playerimages/Ashok Dinda.png?v=1,4,9,3,2,2*,4.00,12,33.33,0,0,0,0
Vinay Kumar,KKR,https://scores.iplt20.com/ipl/playerimages/Vinay Kumar.png?v=1,4,9,4,2,4,2.00,6,66.66,0,0,0,0
Amit Mishra,SRH,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,4,10,2,1,4*,4.00,7,57.14,0,0,0,0
Morne Morkel,KKR,https://scores.iplt20.com/ipl/playerimages/Morne Morkel.png?v=1,4,12,2,2,4*,0.00,3,133.33,0,0,0,0
Manvinder Bisla,KKR,https://scores.iplt20.com/ipl/playerimages/Manvinder Bisla.png?v=1,3,1,1,0,3,3.00,9,33.33,0,0,0,0
Srikkanth Anirudha,SRH,https://scores.iplt20.com/ipl/playerimages/Srikkanth Anirudha.png?v=1,3,1,1,0,3,3.00,5,60.00,0,0,0,0
Mohammad Shami,DC,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,3,12,4,2,1*,1.50,7,42.85,0,0,0,0
Unmukt Chand,RR,https://scores.iplt20.com/ipl/playerimages/Unmukt Chand.png?v=1,2,1,1,0,2,2.00,9,22.22,0,0,0,0
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,2,2,2,0,1,1.00,8,25.00,0,0,0,0
Siddarth Kaul,DC,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,2,5,1,1,2*,0.00,2,100.00,0,0,0,0
Wayne Parnell,DC,https://scores.iplt20.com/ipl/playerimages/Wayne Parnell.png?v=1,2,8,2,1,2,2.00,2,100.00,0,0,0,0
Lasith Malinga,MI,https://scores.iplt20.com/ipl/playerimages/Lasith Malinga.png?v=1,2,10,1,0,2,2.00,4,50.00,0,0,0,0
Sandeep Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,2,11,1,1,2*,0.00,5,40.00,0,0,0,0
Umesh Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,2,12,1,0,2,2.00,4,50.00,0,0,0,0
Marchant de Lange,MI,https://scores.iplt20.com/ipl/playerimages/Marchant de Lange.png?v=1,1,1,1,0,1,1.00,2,50.00,0,0,0,0
Vikramjeet Malik,RR,https://scores.iplt20.com/ipl/playerimages/Vikramjeet Malik.png?v=1,1,1,1,1,1*,0.00,2,50.00,0,0,0,0
Praveen Kumar,MI,https://scores.iplt20.com/ipl/playerimages/Praveen Kumar.png?v=1,1,3,1,0,1,1.00,2,50.00,0,0,0,0
Karanveer Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Karanveer Singh.png?v=1,1,5,1,1,1*,0.00,1,100.00,0,0,0,0
Kane Richardson,RR,https://scores.iplt20.com/ipl/playerimages/Kane Richardson.png?v=1,1,7,1,0,1,1.00,2,50.00,0,0,0,0
Jaydev Unadkat,DC,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,1,9,2,1,1*,1.00,6,16.66,0,0,0,0
Lakshmipathy Balaji,PBKS,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy Balaji.png?v=1,1,9,2,1,1*,1.00,3,33.33,0,0,0,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,1,11,2,2,1*,0.00,3,33.33,0,0,0,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,1,14,2,1,1,1.00,4,25.00,0,0,0,0
Yuzvendra Chahal,RCB,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,1,14,2,2,1*,0.00,1,100.00,0,0,0,0
Mohit Sharma,CSK,https://scores.iplt20.com/ipl/playerimages/Mohit Sharma.png?v=1,1,16,1,1,1*,0.00,3,33.33,0,0,0,0
Beuran Hendricks,PBKS,https://scores.iplt20.com/ipl/playerimages/Beuran Hendricks.png?v=1,0,3,1,0,0*,0.00,1,0.00,0,0,0,0
