player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Dwayne Smith,GL,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,239,12,12,1,74,21.72,156,153.20,0,2,32,8
Wriddhiman Saha,PBKS,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,234,14,11,1,93*,23.40,187,125.13,0,1,20,8
Manan Vohra,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,229,11,9,0,95,25.44,159,144.02,0,1,23,9
Axar Patel,PBKS,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,227,14,13,5,44,28.37,162,140.12,0,0,11,11
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,224,16,14,1,54,17.23,130,172.30,0,1,34,10
AB de Villiers,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,216,9,9,1,89*,27.00,163,132.51,0,1,12,16
Chris Gayle,RCB,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,200,9,9,0,77,22.22,163,122.69,0,1,15,14
Mandeep Singh,RCB,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,188,11,10,0,52,18.80,177,106.21,0,1,21,4
Ravindra Jadeja,GL,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,158,12,10,6,28,39.50,113,139.82,0,0,13,4
Chris Morris,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,154,9,9,4,52*,30.80,94,163.82,0,1,15,6
Travis Head,RCB,https://scores.iplt20.com/ipl/playerimages/Travis Head.png?v=1,151,7,7,2,75*,30.20,108,139.81,0,1,9,6
Pawan Negi,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,144,12,10,2,35,18.00,111,129.72,0,0,10,7
Yusuf Pathan,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,143,15,11,3,59,17.87,115,124.34,0,1,9,6
Corey Anderson,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,142,11,11,4,41*,20.28,123,115.44,0,0,8,9
Sam Billings,DC,https://scores.iplt20.com/ipl/playerimages/Sam Billings.png?v=1,138,6,6,0,55,23.00,104,132.69,0,1,19,1
Lendl Simmons,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,137,7,7,0,66,19.57,112,122.32,0,2,10,8
Martin Guptill,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,132,7,7,1,50*,22.00,88,150.00,0,1,17,5
Colin de Grandhomme,KKR,https://scores.iplt20.com/ipl/playerimages/Colin de Grandhomme.png?v=1,126,12,9,1,36,15.75,92,136.95,0,0,10,6
Suryakumar Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Suryakumar Yadav.png?v=1,105,10,7,1,31,17.50,88,119.31,0,0,8,3
Vijay Shankar,SRH,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,101,4,4,2,63*,50.50,75,134.66,0,1,12,1
Ambati Rayudu,MI,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,91,5,5,0,63,18.20,78,116.66,0,1,7,3
David Miller,PBKS,https://scores.iplt20.com/ipl/playerimages/David Miller.png?v=1,83,5,4,1,30*,27.66,80,103.75,0,0,4,4
Dan Christian,RPS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,79,13,9,4,17*,15.80,49,161.22,0,0,5,5
Naman Ojha,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,79,14,5,1,34,19.75,65,121.53,0,0,2,3
Stuart Binny,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,78,8,7,2,18*,15.60,76,102.63,0,0,6,3
Deepak Hooda,SRH,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,78,10,6,3,19*,26.00,52,150.00,0,0,5,4
Pat Cummins,DC,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,77,12,9,4,24,15.40,53,145.28,0,0,5,4
Shane Watson,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,71,8,7,1,24,11.83,78,91.02,0,0,6,1
Eoin Morgan,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,65,4,4,0,26,16.25,62,104.83,0,0,6,2
Jason Roy,GL,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,59,3,3,1,31,29.50,40,147.50,0,0,9,1
Kagiso Rabada,DC,https://scores.iplt20.com/ipl/playerimages/Kagiso Rabada.png?v=1,55,6,3,0,44,18.33,64,85.93,0,0,5,1
James Faulkner,GL,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,54,8,6,2,21,13.50,57,94.73,0,0,4,0
Andrew Tye,GL,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,53,6,3,1,25,26.50,30,176.66,0,0,4,3
Saurabh Tiwary,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,52,1,1,0,52,52.00,43,120.93,0,1,9,0
Ben Cutting,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,51,4,3,1,20,25.50,26,196.15,0,0,5,3
Mohit Sharma,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,51,14,7,1,13,8.50,50,102.00,0,0,3,1
Karn Sharma,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,49,9,6,0,19,8.16,41,119.51,0,0,5,2
Amit Mishra,DC,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,49,14,6,5,13*,49.00,52,94.23,0,0,2,2
Chris Woakes,KKR,https://scores.iplt20.com/ipl/playerimages/Chris Woakes.png?v=1,46,13,7,3,18,11.50,47,97.87,0,0,4,1
Sheldon Jackson,KKR,https://scores.iplt20.com/ipl/playerimages/Sheldon Jackson.png?v=1,38,4,3,1,16,19.00,31,122.58,0,0,5,0
Mohammad Shami,DC,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,36,8,6,2,21,9.00,24,150.00,0,0,4,2
Ishank Jaggi,KKR,https://scores.iplt20.com/ipl/playerimages/Ishank Jaggi.png?v=1,33,2,2,1,28,33.00,39,84.61,0,0,3,0
Angelo Mathews,DC,https://scores.iplt20.com/ipl/playerimages/Angelo Mathews.png?v=1,32,3,2,0,31,16.00,27,118.51,0,0,2,1
Sreenath Aravind,RCB,https://scores.iplt20.com/ipl/playerimages/Sreenath Aravind.png?v=1,32,10,8,4,9,8.00,40,80.00,0,0,2,0
Bipul Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Bipul Sharma.png?v=1,31,7,3,2,21*,31.00,24,129.16,0,0,2,1
Marlon Samuels,DC,https://scores.iplt20.com/ipl/playerimages/Marlon Samuels.png?v=1,29,5,4,0,27,7.25,31,93.54,0,0,1,2
Basil Thampi,GL,https://scores.iplt20.com/ipl/playerimages/Basil Thampi.png?v=1,28,12,5,5,13*,0.00,28,100.00,0,0,1,1
Mayank Agarwal,RPS,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,26,3,3,0,20,8.66,27,96.29,0,0,3,0
Ankit Sharma,RPS,https://scores.iplt20.com/ipl/playerimages/Ankit Sharma.png?v=1,25,1,1,0,25,25.00,15,166.66,0,0,2,1
Aniket Choudhary,RCB,https://scores.iplt20.com/ipl/playerimages/Aniket Choudhary.png?v=1,25,5,3,2,15*,25.00,20,125.00,0,0,1,1
Mitchell Johnson,MI,https://scores.iplt20.com/ipl/playerimages/Mitchell Johnson.png?v=1,20,5,3,3,13*,0.00,17,117.64,0,0,1,1
Kuldeep Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,20,12,2,0,16,10.00,22,90.90,0,0,2,0
Rahul Tewatia,PBKS,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,19,3,2,1,15*,19.00,11,172.72,0,0,4,0
Vishnu Vinod,RCB,https://scores.iplt20.com/ipl/playerimages/Vishnu Vinod.png?v=1,19,3,3,0,9,6.33,26,73.07,0,0,1,1
Aditya Tare,DC,https://scores.iplt20.com/ipl/playerimages/Aditya Tare.png?v=1,18,3,3,0,18,6.00,23,78.26,0,0,3,0
Marcus Stoinis,PBKS,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,17,5,3,0,9,5.66,24,70.83,0,0,1,0
Rajat Bhatia,RPS,https://scores.iplt20.com/ipl/playerimages/Rajat Bhatia.png?v=1,16,3,2,1,16,16.00,17,94.11,0,0,0,1
Harbhajan Singh,MI,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,16,11,7,5,7*,8.00,16,100.00,0,0,0,1
Mitchell McClenaghan,MI,https://scores.iplt20.com/ipl/playerimages/Mitchell McClenaghan.png?v=1,16,14,7,3,12,4.00,15,106.66,0,0,0,1
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,16,16,2,1,16*,16.00,12,133.33,0,0,0,1
Anureet Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Anureet Singh.png?v=1,15,1,1,0,15,15.00,12,125.00,0,0,2,0
Sachin Baby,RCB,https://scores.iplt20.com/ipl/playerimages/Sachin Baby.png?v=1,15,3,3,0,12,5.00,15,100.00,0,0,2,0
Deepak Chahar,RPS,https://scores.iplt20.com/ipl/playerimages/Deepak Chahar.png?v=1,14,3,1,0,14,14.00,6,233.33,0,0,0,2
Nathan Coulter-Nile,KKR,https://scores.iplt20.com/ipl/playerimages/Nathan Coulter-Nile.png?v=1,14,8,3,0,6,4.66,12,116.66,0,0,0,2
Samuel Badree,RCB,https://scores.iplt20.com/ipl/playerimages/Samuel Badree.png?v=1,13,7,5,0,8,2.60,23,56.52,0,0,0,0
Yuzvendra Chahal,RCB,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,13,13,6,3,4*,4.33,26,50.00,0,0,0,0
Ankit Bawne,DC,https://scores.iplt20.com/ipl/playerimages/Ankit Bawne.png?v=1,12,1,1,1,12*,0.00,12,100.00,0,0,1,0
Carlos Brathwaite,DC,https://scores.iplt20.com/ipl/playerimages/Carlos Brathwaite.png?v=1,12,2,2,0,11,6.00,15,80.00,0,0,2,0
Swapnil Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Swapnil Singh.png?v=1,12,4,2,0,10,6.00,19,63.15,0,0,0,0
Rashid Khan,SRH,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,11,14,3,1,6*,5.50,9,122.22,0,0,0,1
Umesh Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,10,14,4,4,4*,0.00,13,76.92,0,0,0,0
Washington Sundar,RPS,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,9,11,5,4,5*,9.00,12,75.00,0,0,0,0
Faf du Plessis,RPS,https://scores.iplt20.com/ipl/playerimages/Faf du Plessis.png?v=1,8,2,1,0,8,8.00,7,114.28,0,0,1,0
Tymal Mills,RCB,https://scores.iplt20.com/ipl/playerimages/Tymal Mills.png?v=1,8,5,3,0,6,2.66,11,72.72,0,0,0,1
Ishant Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,8,6,3,1,5*,4.00,12,66.66,0,0,1,0
Praveen Kumar,GL,https://scores.iplt20.com/ipl/playerimages/Praveen Kumar.png?v=1,8,6,2,1,7*,8.00,9,88.88,0,0,0,0
Ashok Dinda,RPS,https://scores.iplt20.com/ipl/playerimages/Ashok Dinda.png?v=1,7,3,1,0,7,7.00,7,100.00,0,0,1,0
Tim Southee,MI,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,7,3,1,0,7,7.00,3,233.33,0,0,0,1
Adam Milne,RCB,https://scores.iplt20.com/ipl/playerimages/Adam Milne.png?v=1,7,4,3,1,5,3.50,12,58.33,0,0,0,0
Ankit Soni,GL,https://scores.iplt20.com/ipl/playerimages/Ankit Soni.png?v=1,7,7,3,1,7*,3.50,9,77.77,0,0,0,1
Lasith Malinga,MI,https://scores.iplt20.com/ipl/playerimages/Lasith Malinga.png?v=1,7,12,2,2,7*,0.00,3,233.33,0,0,0,1
Sandeep Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,7,13,4,4,5*,0.00,6,116.66,0,0,0,0
Darren Bravo,KKR,https://scores.iplt20.com/ipl/playerimages/Darren Bravo.png?v=1,6,1,1,1,6*,0.00,5,120.00,0,0,1,0
Iqbal Abdulla,RCB,https://scores.iplt20.com/ipl/playerimages/Iqbal Abdulla.png?v=1,5,2,1,1,5*,0.00,7,71.42,0,0,0,0
Adam Zampa,RPS,https://scores.iplt20.com/ipl/playerimages/Adam Zampa.png?v=1,5,6,1,0,5,5.00,7,71.42,0,0,1,0
Trent Boult,KKR,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,5,6,1,1,5*,0.00,8,62.50,0,0,0,0
Ankit Rajpoot,KKR,https://scores.iplt20.com/ipl/playerimages/Ankit Rajpoot.png?v=1,4,5,1,0,4,4.00,7,57.14,0,0,1,0
Varun Aaron,PBKS,https://scores.iplt20.com/ipl/playerimages/Varun Aaron.png?v=1,4,6,2,1,4,4.00,10,40.00,0,0,0,0
Zaheer Khan,DC,https://scores.iplt20.com/ipl/playerimages/Zaheer Khan.png?v=1,4,11,3,2,2,4.00,13,30.76,0,0,0,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,4,14,2,1,4*,4.00,4,100.00,0,0,0,0
Rahul Chahar,RPS,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,3,3,1,1,3*,0.00,2,150.00,0,0,0,0
Irfan Pathan,GL,https://scores.iplt20.com/ipl/playerimages/Irfan Pathan.png?v=1,2,1,1,0,2,2.00,3,66.66,0,0,0,0
Mohammad Nabi,SRH,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,2,3,1,0,2,2.00,3,66.66,0,0,0,0
KC Cariappa,PBKS,https://scores.iplt20.com/ipl/playerimages/KC Cariappa.png?v=1,2,4,2,0,1,1.00,7,28.57,0,0,0,0
Pradeep Sangwan,GL,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png?v=1,2,5,3,1,1*,1.00,4,50.00,0,0,0,0
Piyush Chawla,KKR,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,2,6,1,0,2,2.00,6,33.33,0,0,0,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,2,7,4,1,2,0.66,9,22.22,0,0,0,0
Jaydev Unadkat,RPS,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,2,12,2,2,2*,0.00,5,40.00,0,0,0,0
Shakib Al Hasan,KKR,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,1,1,1,1,1*,0.00,1,100.00,0,0,0,0
Lockie Ferguson,RPS,https://scores.iplt20.com/ipl/playerimages/Lockie Ferguson.png?v=1,1,4,1,1,1*,0.00,1,100.00,0,0,0,0
Dhawal Kulkarni,GL,https://scores.iplt20.com/ipl/playerimages/Dhawal Kulkarni.png?v=1,1,6,1,0,1,1.00,2,50.00,0,0,0,0
Akshdeep Nath,GL,https://scores.iplt20.com/ipl/playerimages/Akshdeep Nath.png?v=1,0,1,1,0,0*,0.00,1,0.00,0,0,0,0
Chris Jordan,SRH,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,0,1,1,0,0*,0.00,1,0.00,0,0,0,0
Munaf Patel,GL,https://scores.iplt20.com/ipl/playerimages/Munaf Patel.png?v=1,0,2,1,0,0*,0.00,1,0.00,0,0,0,0
Siddarth Kaul,SRH,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,0,10,1,1,0*,0.00,2,0.00,0,0,0,0
Imran Tahir,RPS,https://scores.iplt20.com/ipl/playerimages/Imran Tahir.png?v=1,0,12,1,1,0*,0.00,2,0.00,0,0,0,0
Shardul Thakur,RPS,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,0,12,3,0,0*,0.00,3,0.00,0,0,0,0
