player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Rishabh Pant,DC,https://scores.iplt20.com/ipl/playerimages/Rishabh Pant.png?v=1,340,14,13,2,44,30.91,224,151.78,0,0,35,16
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,335,14,12,3,70*,37.22,192,174.47,0,1,18,32
Rajat Patidar,RCB,https://scores.iplt20.com/ipl/playerimages/Rajat Patidar.png?v=1,333,8,7,1,112*,55.50,218,152.75,1,2,27,18
Dinesh Karthik,RCB,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,330,16,16,10,66*,55.00,180,183.33,0,1,27,22
Wriddhiman Saha,GT,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,317,11,11,1,68,31.70,259,122.39,0,3,40,7
Shimron Hetmyer,RR,https://scores.iplt20.com/ipl/playerimages/Shimron Hetmyer.png?v=1,314,15,15,8,59*,44.86,204,153.92,0,1,21,21
Nicholas Pooran,SRH,https://scores.iplt20.com/ipl/playerimages/Nicholas Pooran.png?v=1,306,14,13,5,64*,38.25,212,144.33,0,2,16,21
Suryakumar Yadav,MI,https://scores.iplt20.com/ipl/playerimages/Suryakumar Yadav.png?v=1,303,8,8,1,68*,43.29,208,145.67,0,3,23,16
Glenn Maxwell,RCB,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,301,13,13,2,55,27.36,178,169.10,0,1,31,15
Shivam Dube,CSK,https://scores.iplt20.com/ipl/playerimages/Shivam Dube.png?v=1,289,11,11,1,95*,28.90,185,156.21,0,2,22,16
Prithvi Shaw,DC,https://scores.iplt20.com/ipl/playerimages/Prithvi Shaw.png?v=1,283,10,10,0,61,28.30,185,152.97,0,2,37,10
Ambati Rayudu,CSK,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,274,13,11,0,78,24.91,224,122.32,0,1,25,15
Rohit Sharma,MI,https://scores.iplt20.com/ipl/playerimages/Rohit Sharma.png?v=1,268,14,14,0,48,19.14,223,120.17,0,0,28,13
Yashasvi Jaiswal,RR,https://scores.iplt20.com/ipl/playerimages/Yashasvi Jaiswal.png?v=1,258,10,10,0,68,25.80,194,132.98,0,2,28,10
Jonny Bairstow,PBKS,https://scores.iplt20.com/ipl/playerimages/Jonny Bairstow.png?v=1,253,11,11,0,66,23.00,175,144.57,0,2,34,9
Devon Conway,CSK,https://scores.iplt20.com/ipl/playerimages/Devon Conway.png?v=1,252,7,7,1,87,42.00,173,145.66,0,3,22,12
Mitchell Marsh,DC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,251,8,8,0,89,31.38,189,132.80,0,2,19,14
Rovman Powell,DC,https://scores.iplt20.com/ipl/playerimages/Rovman Powell.png?v=1,250,14,12,2,67*,25.00,167,149.70,0,1,10,22
Moeen Ali,CSK,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,244,10,10,0,93,24.40,177,137.85,0,1,24,11
Jitesh Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Jitesh Sharma.png?v=1,234,12,10,2,44,29.25,143,163.63,0,0,22,12
MS Dhoni,CSK,https://scores.iplt20.com/ipl/playerimages/MS Dhoni.png?v=1,232,14,13,6,50*,33.14,188,123.40,0,1,21,10
Robin Uthappa,CSK,https://scores.iplt20.com/ipl/playerimages/Robin Uthappa.png?v=1,230,12,11,0,88,20.91,171,134.50,0,2,19,14
Shahbaz Ahmed,RCB,https://scores.iplt20.com/ipl/playerimages/Shahbaz Ahmed.png?v=1,219,16,11,3,45,27.38,181,120.99,0,0,14,9
Rahul Tewatia,GT,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,217,16,12,5,43*,31.00,147,147.61,0,0,22,9
Kane Williamson,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,216,13,13,2,57,19.64,231,93.50,0,1,16,8
Bhanuka Rajapaksa,PBKS,https://scores.iplt20.com/ipl/playerimages/Bhanuka Rajapaksa.png?v=1,206,9,9,0,43,22.89,129,159.68,0,0,16,13
Mayank Agarwal,PBKS,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,196,13,12,0,52,16.33,160,122.50,0,1,23,6
Ravichandran Ashwin,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,191,17,12,5,50,27.29,135,141.48,0,1,14,9
Tim David,MI,https://scores.iplt20.com/ipl/playerimages/Tim David.png?v=1,186,8,8,3,46,37.20,86,216.27,0,0,12,16
Riyan Parag,RR,https://scores.iplt20.com/ipl/playerimages/Riyan Parag.png?v=1,183,17,14,3,56*,16.64,132,138.63,0,1,11,10
Krunal Pandya,LSG,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,183,14,13,4,42,20.33,145,126.20,0,0,16,4
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,182,13,10,6,42*,45.50,120,151.66,0,0,12,10
Venkatesh Iyer,KKR,https://scores.iplt20.com/ipl/playerimages/Venkatesh Iyer.png?v=1,182,12,12,1,50*,16.55,169,107.69,0,1,17,7
Rinku Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Rinku Singh.png?v=1,174,7,7,2,42*,34.80,117,148.71,0,0,17,7
Sam Billings,KKR,https://scores.iplt20.com/ipl/playerimages/Sam Billings.png?v=1,169,8,8,1,36,24.14,138,122.46,0,0,9,10
Dewald Brevis,MI,https://scores.iplt20.com/ipl/playerimages/Dewald Brevis.png?v=1,161,7,7,0,49,23.00,113,142.47,0,0,14,11
Ayush Badoni,LSG,https://scores.iplt20.com/ipl/playerimages/Ayush Badoni.png?v=1,161,13,11,3,54,20.13,130,123.84,0,1,11,7
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,161,12,8,1,48*,23.00,146,110.27,0,0,11,7
Matthew Wade,GT,https://scores.iplt20.com/ipl/playerimages/Matthew Wade.png?v=1,157,10,10,0,35,15.70,138,113.76,0,0,23,2
Marcus Stoinis,LSG,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,156,11,10,2,38*,19.50,106,147.16,0,0,7,13
Sai Sudharsan,GT,https://scores.iplt20.com/ipl/playerimages/Sai Sudharsan.png?v=1,145,5,5,1,65*,36.25,114,127.19,0,1,14,3
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,144,11,11,1,25,14.40,134,107.46,0,0,6,9
Ajinkya Rahane,KKR,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,133,7,7,0,44,19.00,128,103.90,0,0,14,4
Anuj Rawat,RCB,https://scores.iplt20.com/ipl/playerimages/Anuj Rawat.png?v=1,129,8,8,0,66,16.13,118,109.32,0,1,10,7
Shardul Thakur,DC,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,120,14,10,2,29*,15.00,87,137.93,0,0,7,7
Shahrukh Khan,PBKS,https://scores.iplt20.com/ipl/playerimages/Shahrukh Khan.png?v=1,117,8,8,1,26,16.71,108,108.33,0,0,4,9
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,116,10,10,4,26*,19.33,98,118.36,0,0,6,5
Abhinav Manohar,GT,https://scores.iplt20.com/ipl/playerimages/Abhinav Manohar.png?v=1,108,8,7,1,43,18.00,75,144.00,0,0,14,3
Washington Sundar,SRH,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,101,9,7,0,40,14.43,69,146.37,0,0,9,3
Rashid Khan,GT,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,91,16,8,4,40,22.75,44,206.81,0,0,3,9
Sarfaraz Khan,DC,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png?v=1,91,6,5,2,36*,30.33,67,135.82,0,0,9,2
Manish Pandey,LSG,https://scores.iplt20.com/ipl/playerimages/Manish Pandey.png?v=1,88,6,6,0,38,14.67,80,110.00,0,0,9,2
Mahipal Lomror,RCB,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,86,7,5,0,42,17.20,57,150.87,0,0,7,4
Aaron Finch,KKR,https://scores.iplt20.com/ipl/playerimages/Aaron Finch.png?v=1,86,5,5,0,58,17.20,61,140.98,0,1,10,3
Rahul Chahar,PBKS,https://scores.iplt20.com/ipl/playerimages/Rahul Chahar.png?v=1,77,13,8,2,25*,12.83,68,113.23,0,0,7,4
Evin Lewis,LSG,https://scores.iplt20.com/ipl/playerimages/Evin Lewis.png?v=1,73,6,5,2,55*,24.33,56,130.35,0,1,8,3
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,71,14,10,2,22,8.88,40,177.50,0,0,6,6
Shashank Singh,SRH,https://scores.iplt20.com/ipl/playerimages/Shashank Singh.png?v=1,69,10,5,1,25*,17.25,47,146.80,0,0,5,4
Suyash S Prabhudessai,RCB,https://scores.iplt20.com/ipl/playerimages/Suyash S Prabhudessai.png?v=1,67,5,5,0,34,13.40,59,113.55,0,0,7,2
Pat Cummins,KKR,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,63,5,5,1,56*,15.75,24,262.50,0,1,5,6
Jaydev Unadkat,MI,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,59,5,5,2,19*,19.67,37,159.45,0,0,4,3
Romario Shepherd,SRH,https://scores.iplt20.com/ipl/playerimages/Romario Shepherd.png?v=1,58,3,3,1,26*,29.00,41,141.46,0,0,2,5
Jason Holder,LSG,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,58,12,8,2,16,9.67,44,131.81,0,0,2,6
Umesh Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,55,12,7,3,21,13.75,40,137.50,0,0,4,4
Odean Smith,PBKS,https://scores.iplt20.com/ipl/playerimages/Odean Smith.png?v=1,51,6,6,3,25*,17.00,44,115.90,0,0,1,5
Kagiso Rabada,PBKS,https://scores.iplt20.com/ipl/playerimages/Kagiso Rabada.png?v=1,48,13,8,3,25,9.60,43,111.62,0,0,5,2
Kuldeep Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,48,14,7,6,16*,48.00,52,92.30,0,0,3,2
Priyam Garg,SRH,https://scores.iplt20.com/ipl/playerimages/Priyam Garg.png?v=1,46,2,2,0,42,23.00,33,139.39,0,0,4,2
Ramandeep Singh,MI,https://scores.iplt20.com/ipl/playerimages/Ramandeep Singh.png?v=1,45,5,4,2,14*,22.50,40,112.50,0,0,3,1
Dwaine Pretorius,CSK,https://scores.iplt20.com/ipl/playerimages/Dwaine Pretorius.png?v=1,44,6,5,1,22,11.00,28,157.14,0,0,3,3
Dushmantha Chameera,LSG,https://scores.iplt20.com/ipl/playerimages/Dushmantha Chameera.png?v=1,43,12,8,4,17,10.75,28,153.57,0,0,3,3
Harshal Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,43,15,8,3,11,8.60,39,110.25,0,0,4,2
Hrithik Shokeen,MI,https://scores.iplt20.com/ipl/playerimages/Hrithik Shokeen.png?v=1,43,5,3,1,25,21.50,48,89.58,0,0,5,0
Trent Boult,RR,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,40,16,8,6,17*,20.00,29,137.93,0,0,2,1
Jagadeesan Narayan,CSK,https://scores.iplt20.com/ipl/playerimages/Jagadeesan Narayan.png?v=1,40,2,2,1,39*,40.00,37,108.10,0,0,3,1
Daniel Sams,MI,https://scores.iplt20.com/ipl/playerimages/Daniel Sams.png?v=1,38,11,10,3,15,5.43,36,105.55,0,0,1,3
Wanindu Hasaranga,RCB,https://scores.iplt20.com/ipl/playerimages/Wanindu Hasaranga.png?v=1,38,16,7,0,18,5.43,43,88.37,0,0,4,1
Rishi Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,37,6,4,2,21*,18.50,40,92.50,0,0,4,2
Daryl Mitchell,RR,https://scores.iplt20.com/ipl/playerimages/Daryl Mitchell.png?v=1,33,2,2,0,17,16.50,44,75.00,0,0,1,0
Sherfane Rutherford,RCB,https://scores.iplt20.com/ipl/playerimages/Sherfane Rutherford.png?v=1,33,3,2,0,28,16.50,50,66.00,0,0,1,1
James Neesham,RR,https://scores.iplt20.com/ipl/playerimages/James Neesham.png?v=1,31,2,2,0,17,15.50,27,114.81,0,0,3,0
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,30,15,5,3,14*,15.00,33,90.90,0,0,5,0
Tim Seifert,DC,https://scores.iplt20.com/ipl/playerimages/Tim Seifert.png?v=1,24,2,2,0,21,12.00,19,126.31,0,0,4,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,24,14,6,3,8,8.00,26,92.30,0,0,3,0
Mohsin Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Mohsin Khan.png?v=1,23,9,3,2,13*,23.00,16,143.75,0,0,2,1
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,23,10,6,4,12,11.50,24,95.83,0,0,1,1
Sheldon Jackson,KKR,https://scores.iplt20.com/ipl/playerimages/Sheldon Jackson.png?v=1,23,5,5,1,8,5.75,26,88.46,0,0,0,1
Avesh Khan,LSG,https://scores.iplt20.com/ipl/playerimages/Avesh Khan.png?v=1,22,13,4,3,12,22.00,13,169.23,0,0,0,3
Rassie van der Dussen,RR,https://scores.iplt20.com/ipl/playerimages/Rassie van der Dussen.png?v=1,22,3,3,1,12*,11.00,24,91.66,0,0,2,0
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,22,5,3,0,14,7.33,25,88.00,0,0,1,2
Mitchell Santner,CSK,https://scores.iplt20.com/ipl/playerimages/Mitchell Santner.png?v=1,22,6,4,2,11,11.00,27,81.48,0,0,3,0
Arshdeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Arshdeep Singh.png?v=1,21,14,6,3,10*,7.00,29,72.41,0,0,3,0
B Indrajith,KKR,https://scores.iplt20.com/ipl/playerimages/B Indrajith.png?v=1,21,3,3,0,15,7.00,30,70.00,0,0,2,0
Manan Vohra,LSG,https://scores.iplt20.com/ipl/playerimages/Manan Vohra.png?v=1,19,2,1,0,19,19.00,11,172.72,0,0,1,2
Vijay Shankar,GT,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,19,4,4,0,13,4.75,35,54.28,0,0,1,0
Mandeep Singh,DC,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,18,3,3,0,18,6.00,23,78.26,0,0,4,0
Josh Hazlewood,RCB,https://scores.iplt20.com/ipl/playerimages/Josh Hazlewood.png?v=1,18,12,5,5,7*,-,26,69.23,0,0,1,0
David Willey,RCB,https://scores.iplt20.com/ipl/playerimages/David Willey.png?v=1,18,4,2,0,18,9.00,30,60.00,0,0,3,0
Karun Nair,RR,https://scores.iplt20.com/ipl/playerimages/Karun Nair.png?v=1,16,3,2,0,13,8.00,18,88.88,0,0,1,0
Simran Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Simran Singh.png?v=1,14,1,1,0,14,14.00,11,127.27,0,0,2,0
Anmolpreet Singh,MI,https://scores.iplt20.com/ipl/playerimages/Anmolpreet Singh.png?v=1,13,2,2,0,8,6.50,13,100.00,0,0,1,0
Murugan Ashwin,MI,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,12,8,5,2,6,4.00,14,85.71,0,0,1,1
Varun Chakaravarthy,KKR,https://scores.iplt20.com/ipl/playerimages/Varun Chakaravarthy.png?v=1,12,11,4,4,10*,-,18,66.66,0,0,2,0
Chris Jordan,CSK,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,11,4,2,1,6*,11.00,8,137.50,0,0,0,0
Rajangad Bawa,PBKS,https://scores.iplt20.com/ipl/playerimages/Rajangad Bawa.png?v=1,11,2,2,0,11,5.50,14,78.57,0,0,1,0
Shreyas Gopal,SRH,https://scores.iplt20.com/ipl/playerimages/Shreyas Gopal.png?v=1,9,1,1,1,9*,-,7,128.57,0,0,2,0
Marco Jansen,SRH,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,9,8,3,2,8*,9.00,7,128.57,0,0,0,1
Obed McCoy,RR,https://scores.iplt20.com/ipl/playerimages/Obed McCoy.png?v=1,8,7,1,0,8,8.00,5,160.00,0,0,0,1
Srikar Bharat,DC,https://scores.iplt20.com/ipl/playerimages/Srikar Bharat.png?v=1,8,2,2,0,8,4.00,7,114.28,0,0,2,0
Fabian Allen,MI,https://scores.iplt20.com/ipl/playerimages/Fabian Allen.png?v=1,8,1,1,0,8,8.00,7,114.28,0,0,1,0
Sean Abbott,SRH,https://scores.iplt20.com/ipl/playerimages/Sean Abbott.png?v=1,7,1,1,0,7,7.00,5,140.00,0,0,0,1
Rasikh Salam,KKR,https://scores.iplt20.com/ipl/playerimages/Rasikh Salam.png?v=1,7,2,1,0,7,7.00,6,116.66,0,0,1,0
Kartik Tyagi,SRH,https://scores.iplt20.com/ipl/playerimages/Kartik Tyagi.png?v=1,7,2,2,0,7,3.50,6,116.66,0,0,1,0
Maheesh Theekshana,CSK,https://scores.iplt20.com/ipl/playerimages/Maheesh Theekshana.png?v=1,7,9,2,1,7*,7.00,7,100.00,0,0,0,1
Simarjeet Singh,CSK,https://scores.iplt20.com/ipl/playerimages/Simarjeet Singh.png?v=1,7,6,3,2,3*,7.00,8,87.50,0,0,0,0
Ripal Patel,DC,https://scores.iplt20.com/ipl/playerimages/Ripal Patel.png?v=1,6,2,1,0,6,6.00,3,200.00,0,0,0,1
Mukesh Choudhary,CSK,https://scores.iplt20.com/ipl/playerimages/Mukesh Choudhary.png?v=1,6,13,2,1,4,6.00,6,100.00,0,0,1,0
Prasidh Krishna,RR,https://scores.iplt20.com/ipl/playerimages/Prasidh Krishna.png?v=1,6,17,3,2,4*,6.00,12,50.00,0,0,0,0
Aman Khan,KKR,https://scores.iplt20.com/ipl/playerimages/Aman Khan.png?v=1,5,1,1,0,5,5.00,3,166.66,0,0,1,0
Lockie Ferguson,GT,https://scores.iplt20.com/ipl/playerimages/Lockie Ferguson.png?v=1,5,13,3,1,5,2.50,4,125.00,0,0,1,0
Alzarri Joseph,GT,https://scores.iplt20.com/ipl/playerimages/Alzarri Joseph.png?v=1,5,9,3,2,4*,5.00,7,71.42,0,0,0,0
Yuzvendra Chahal,RR,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,5,17,2,1,5,5.00,8,62.50,0,0,0,0
Vaibhav Arora,PBKS,https://scores.iplt20.com/ipl/playerimages/Vaibhav Arora.png?v=1,5,5,4,2,2*,2.50,13,38.46,0,0,0,0
Prerak Mankad,PBKS,https://scores.iplt20.com/ipl/playerimages/Prerak Mankad.png?v=1,4,1,1,1,4*,-,1,400.00,0,0,1,0
Karan Sharma,LSG,https://scores.iplt20.com/ipl/playerimages/Karan Sharma.png?v=1,4,1,1,0,4,4.00,4,100.00,0,0,1,0
Abdul Samad,SRH,https://scores.iplt20.com/ipl/playerimages/Abdul Samad.png?v=1,4,2,2,0,4,2.00,7,57.14,0,0,0,0
Abhijeet Tomar,KKR,https://scores.iplt20.com/ipl/playerimages/Abhijeet Tomar.png?v=1,4,1,1,0,4,4.00,8,50.00,0,0,1,0
Umran Malik,SRH,https://scores.iplt20.com/ipl/playerimages/Umran Malik.png?v=1,4,14,4,3,3*,4.00,8,50.00,0,0,0,0
Mustafizur Rahman,DC,https://scores.iplt20.com/ipl/playerimages/Mustafizur Rahman.png?v=1,3,8,1,1,3*,-,5,60.00,0,0,0,0
Kumar Kartikeya Singh,MI,https://scores.iplt20.com/ipl/playerimages/Kumar Kartikeya Singh.png?v=1,3,4,1,0,3,3.00,5,60.00,0,0,0,0
Shivam Mavi,KKR,https://scores.iplt20.com/ipl/playerimages/Shivam Mavi.png?v=1,3,6,3,1,2,1.50,7,42.85,0,0,0,0
Harshit Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Harshit Rana.png?v=1,2,2,2,1,2,2.00,2,100.00,0,0,0,0
Navdeep Saini,RR,https://scores.iplt20.com/ipl/playerimages/Navdeep Saini.png?v=1,2,2,1,0,2,2.00,2,100.00,0,0,0,0
Tristan Stubbs,MI,https://scores.iplt20.com/ipl/playerimages/Tristan Stubbs.png?v=1,2,2,2,0,2,1.00,4,50.00,0,0,0,0
Pradeep Sangwan,GT,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png?v=1,2,3,1,0,2,2.00,5,40.00,0,0,0,0
Fazalhaq Farooqi,SRH,https://scores.iplt20.com/ipl/playerimages/Fazalhaq Farooqi.png?v=1,2,3,1,1,2*,-,8,25.00,0,0,0,0
Jagadeesha Suchith,SRH,https://scores.iplt20.com/ipl/playerimages/Jagadeesha Suchith.png?v=1,2,5,2,0,2,1.00,8,25.00,0,0,0,0
Tim Southee,KKR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,2,9,5,1,1*,0.50,12,16.66,0,0,0,0
Nathan Coulter-Nile,RR,https://scores.iplt20.com/ipl/playerimages/Nathan Coulter-Nile.png?v=1,1,1,1,1,1*,-,2,50.00,0,0,0,0
Anrich Nortje,DC,https://scores.iplt20.com/ipl/playerimages/Anrich Nortje.png?v=1,1,6,1,1,1*,-,6,16.66,0,0,0,0
