player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Adam Voges,RR,https://scores.iplt20.com/ipl/playerimages/Adam Voges.png?v=1,181,9,7,3,45*,45.25,143,126.57,0,0,15,3
Mohnish Mishra,DEC,https://scores.iplt20.com/ipl/playerimages/Mohnish Mishra.png?v=1,166,11,11,0,41,15.09,144,115.27,0,0,18,6
Faiz Fazal,RR,https://scores.iplt20.com/ipl/playerimages/Faiz Fazal.png?v=1,164,10,9,1,45,20.50,154,106.49,0,0,19,1
JP Duminy,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,157,7,7,2,42*,31.40,131,119.84,0,0,13,5
Mithun Manhas,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,157,9,8,4,32*,39.25,149,105.36,0,0,14,0
Shaun Marsh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,147,4,4,1,88*,49.00,114,128.94,0,2,14,6
Cheteshwar Pujara,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,122,10,6,2,45*,30.50,115,106.08,0,0,14,3
Owais Shah,KKR,https://scores.iplt20.com/ipl/playerimages/Owais Shah.png?v=1,115,5,5,3,58*,57.50,95,121.05,0,1,7,5
Brendon McCullum,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,114,5,5,1,57*,28.50,110,103.63,0,1,14,2
Rajagopal Sathish,MI,https://scores.iplt20.com/ipl/playerimages/Rajagopal Sathish.png?v=1,112,12,11,4,24,16.00,96,116.66,0,0,11,0
AB de Villiers,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,111,7,7,0,45,15.85,119,93.27,0,0,7,0
Paras Dogra,RR,https://scores.iplt20.com/ipl/playerimages/Paras Dogra.png?v=1,107,9,8,0,41,13.37,106,100.94,0,0,4,5
Harbhajan Singh,MI,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,105,15,7,3,49*,26.25,63,166.66,0,0,12,5
Brad Hodge,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,99,4,4,0,50,24.75,90,110.00,0,1,11,1
David Hussey,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,94,6,6,2,31,23.50,86,109.30,0,0,5,5
Ross Taylor,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,88,7,7,3,31*,22.00,75,117.33,0,0,2,6
Kedar Jadhav,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,76,5,5,2,50*,25.33,56,135.71,0,1,7,2
Parthiv Patel,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,72,4,4,0,57,18.00,79,91.13,0,1,6,2
Wriddhiman Saha,KKR,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,67,13,7,4,22,22.33,53,126.41,0,0,9,1
Ryan McLaren,MI,https://scores.iplt20.com/ipl/playerimages/Ryan McLaren.png?v=1,66,10,7,4,40,22.00,69,95.65,0,0,7,0
Andrew McDonald,DC,https://scores.iplt20.com/ipl/playerimages/Andrew McDonald.png?v=1,65,4,3,3,33*,0.00,52,125.00,0,0,3,2
VVS Laxman,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,64,6,6,1,22,12.80,60,106.66,0,0,7,1
Anirudh Singh,DEC,https://scores.iplt20.com/ipl/playerimages/Anirudh Singh.png?v=1,63,5,4,0,40,15.75,66,95.45,0,0,6,1
Piyush Chawla,PBKS,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,62,14,6,1,22,12.40,60,103.33,0,0,7,0
Dwayne Bravo,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,61,10,8,1,23,8.71,53,115.09,0,0,3,4
Abhishek Nayar,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,58,3,3,1,27,29.00,51,113.72,0,0,4,2
Abhishek Raut,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,56,6,5,3,32*,28.00,48,116.66,0,0,3,3
Aditya Tare,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,50,7,4,0,23,12.50,36,138.88,0,0,5,3
Cameron White,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,48,7,5,3,21*,24.00,33,145.45,0,0,3,3
Ryan Harris,DEC,https://scores.iplt20.com/ipl/playerimages/Ryan Harris.png?v=1,45,8,5,1,15,11.25,39,115.38,0,0,2,2
Graeme Smith,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,44,2,2,0,26,22.00,39,112.82,0,0,7,0
Tillakaratne Dilshan,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,44,6,6,0,17,7.33,53,83.01,0,0,6,0
Adrian Barath,PBKS,https://scores.iplt20.com/ipl/playerimages/Adrian Barath.png?v=1,42,3,3,1,33,21.00,42,100.00,0,0,5,1
Ajit Agarkar,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,40,7,4,3,17,40.00,29,137.93,0,0,4,0
Amit Mishra,DC,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,39,14,7,3,12,9.75,51,76.47,0,0,1,0
Michael Hussey,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,37,3,3,1,15,18.50,44,84.09,0,0,2,0
Laxmi Ratan Shukla,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,36,4,2,0,19,18.00,26,138.46,0,0,3,2
Bodapati Sumanth,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,35,5,4,3,16,35.00,37,94.59,0,0,3,0
Eoin Morgan,RCB,https://scores.iplt20.com/ipl/playerimages/Eoin Morgan.png?v=1,35,6,4,1,17,11.66,30,116.66,0,0,2,1
Aditya Dole,RR,https://scores.iplt20.com/ipl/playerimages/Aditya Dole.png?v=1,34,3,2,0,30,17.00,22,154.54,0,0,3,1
Venugopal Rao,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,34,6,5,1,24,8.50,43,79.06,0,0,3,1
Daniel Vettori,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,33,3,3,2,19*,33.00,27,122.22,0,0,4,0
Sanath Jayasuriya,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,33,4,4,0,23,8.25,31,106.45,0,0,4,1
MF Maharoof,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,31,7,4,1,28,10.33,23,134.78,0,0,2,2
Chaminda Vaas,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,30,6,5,1,16,7.50,34,88.23,0,0,1,1
Ravichandran Ashwin,CSK,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,30,12,6,2,11*,7.50,40,75.00,0,0,2,0
Rahul Sharma,DEC,https://scores.iplt20.com/ipl/playerimages/Rahul Sharma.png?v=1,29,6,4,1,14*,9.66,26,111.53,0,0,3,1
Mitchell Marsh,DEC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,28,3,2,0,15,14.00,30,93.33,0,0,1,1
Mohammad Kaif,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,28,4,3,0,14,9.33,30,93.33,0,0,2,0
Sridharan Sriram,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,27,1,1,0,27,27.00,29,93.10,0,0,3,0
Shanthakumaran Sreesanth,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,27,6,3,3,15*,0.00,21,128.57,0,0,5,0
Vinay Kumar,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,27,14,5,1,10*,6.75,32,84.37,0,0,1,0
JM Kemp,CSK,https://scores.iplt20.com/ipl/playerimages/JM Kemp.png?v=1,26,5,2,0,22,13.00,24,108.33,0,0,1,1
Rajat Bhatia,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,24,5,3,0,21,8.00,17,141.17,0,0,1,2
Zaheer Khan,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,24,14,4,3,23*,24.00,13,184.61,0,0,3,1
Ashish Nehra,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,23,4,2,1,22*,23.00,20,115.00,0,0,2,1
Dwayne Smith,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,22,3,3,1,13*,11.00,25,88.00,0,0,1,1
Murali Kartik,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,22,10,2,0,21,11.00,22,100.00,0,0,2,0
Aaron Finch,RR,https://scores.iplt20.com/ipl/playerimages/Aaron Finch.png?v=1,21,1,1,0,21,21.00,21,100.00,0,0,0,1
Siddharth Trivedi,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,11,4,2,9,10.00,14,142.85,0,0,3,1
Damien Martyn,RR,https://scores.iplt20.com/ipl/playerimages/Damien Martyn.png?v=1,19,1,1,0,19,19.00,24,79.16,0,0,1,0
George Bailey,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,18,1,1,0,18,18.00,27,66.66,0,0,2,0
Karan Goel,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,18,6,2,1,17*,18.00,20,90.00,0,0,1,1
Lakshmipathy Balaji,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,18,7,3,1,15,9.00,20,90.00,0,0,1,1
Doug Bollinger,CSK,https://scores.iplt20.com/ipl/playerimages/Doug Bollinger.png?v=1,18,8,2,2,16*,0.00,17,105.88,0,0,1,1
Chandan Madan,MI,https://scores.iplt20.com/ipl/playerimages/Chandan Madan.png?v=1,15,1,1,0,15,15.00,19,78.94,0,0,3,0
Sumit Narwal,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,14,5,3,1,12,7.00,12,116.66,0,0,2,0
Mark Boucher,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,5,2,1,11*,13.00,10,130.00,0,0,0,1
Dale Steyn,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,15,4,0,8,3.25,17,76.47,0,0,2,0
Dimitri Mascarenhas,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,12,2,2,1,9*,12.00,10,120.00,0,0,0,0
Shaun Tait,RR,https://scores.iplt20.com/ipl/playerimages/Shaun Tait.png?v=1,12,8,2,1,11,12.00,13,92.30,0,0,0,1
Moises Henriques,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,11,1,1,0,11,11.00,5,220.00,0,0,2,0
Brett Lee,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,11,4,3,2,7*,11.00,9,122.22,0,0,1,0
Kemar Roach,DEC,https://scores.iplt20.com/ipl/playerimages/Kemar Roach.png?v=1,10,2,1,0,10,10.00,9,111.11,0,0,1,0
Thilan Thushara,CSK,https://scores.iplt20.com/ipl/playerimages/Thilan Thushara.png?v=1,10,4,2,1,8,10.00,11,90.90,0,0,0,0
Pradeep Sangwan,DC,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png?v=1,10,8,2,1,6*,10.00,14,71.42,0,0,0,0
Shane Warne,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,10,14,7,2,4,2.00,19,52.63,0,0,0,0
Morne Morkel,RR,https://scores.iplt20.com/ipl/playerimages/Morne Morkel.png?v=1,9,2,2,1,7*,9.00,16,56.25,0,0,1,0
Bipul Sharma,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,9,5,2,2,8*,0.00,7,128.57,0,0,1,0
RP Singh,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,9,12,5,3,4*,4.50,19,47.36,0,0,0,0
Shreevats Goswami,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,8,1,1,0,8,8.00,10,80.00,0,0,2,0
Stuart Binny,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,8,1,1,0,8,8.00,5,160.00,0,0,1,0
Jaskaran Singh,DEC,https://scores.iplt20.com/ipl/playerimages/Jaskaran Singh.png?v=1,8,6,4,3,4*,8.00,11,72.72,0,0,0,0
Vikramjeet Malik,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,6,3,1,0,6,6.00,5,120.00,0,0,1,0
Ishant Sharma,KKR,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,6,7,2,1,6*,6.00,17,35.29,0,0,0,0
Anil Kumble,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,6,16,5,5,2*,0.00,11,54.54,0,0,0,0
Abhimanyu Mithun,RCB,https://scores.iplt20.com/ipl/playerimages/Abhimanyu Mithun.png?v=1,5,1,1,0,5,5.00,4,125.00,0,0,1,0
Swapnil Asnodkar,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,2,2,0,5,2.50,4,125.00,0,0,1,0
Ramesh Powar,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,7,2,1,3,5.00,8,62.50,0,0,0,0
Amit Uniyal,RR,https://scores.iplt20.com/ipl/playerimages/Amit Uniyal.png?v=1,4,2,2,1,4*,4.00,7,57.14,0,0,0,0
Reetinder Sodhi,PBKS,https://scores.iplt20.com/ipl/playerimages/Reetinder Sodhi.png?v=1,4,3,1,1,4*,0.00,2,200.00,0,0,1,0
Munaf Patel,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,4,2,1,4*,4.00,5,80.00,0,0,0,0
Dirk Nannes,DC,https://scores.iplt20.com/ipl/playerimages/Dirk Nannes.png?v=1,4,9,2,1,3,4.00,13,30.76,0,0,0,0
Praveen Kumar,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,12,4,2,3*,2.00,8,50.00,0,0,0,0
Arun Karthik,CSK,https://scores.iplt20.com/ipl/playerimages/Arun Karthik.png?v=1,3,1,1,1,3*,0.00,5,60.00,0,0,0,0
Sudeep Tyagi,CSK,https://scores.iplt20.com/ipl/playerimages/Sudeep Tyagi.png?v=1,3,6,1,1,3*,0.00,4,75.00,0,0,0,0
Umesh Yadav,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,7,1,1,3*,0.00,4,75.00,0,0,0,0
Pragyan Ojha,DEC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,16,6,3,2,1.00,8,37.50,0,0,0,0
Azhar Bilakhia,DEC,https://scores.iplt20.com/ipl/playerimages/Azhar Bilakhia.png?v=1,2,1,1,0,2,2.00,4,50.00,0,0,0,0
KP Appanna,RCB,https://scores.iplt20.com/ipl/playerimages/KP Appanna.png?v=1,2,2,2,1,1*,2.00,3,66.66,0,0,0,0
Rohan Gavaskar,KKR,https://scores.iplt20.com/ipl/playerimages/Rohan Gavaskar.png?v=1,2,2,1,0,2,2.00,8,25.00,0,0,0,0
Manpreet Gony,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,3,1,0,2,2.00,6,33.33,0,0,0,0
Dilhara Fernando,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,5,1,1,2*,0.00,2,100.00,0,0,0,0
Juan Theron,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,7,2,0,2,1.00,5,40.00,0,0,0,0
Roelof van der Merwe,RCB,https://scores.iplt20.com/ipl/playerimages/Roelof van der Merwe.png?v=1,1,1,1,0,1,1.00,2,50.00,0,0,0,0
Ajantha Mendis,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,2,1,1,1*,0.00,1,100.00,0,0,0,0
Pankaj Singh,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,2,1,0,1,1.00,2,50.00,0,0,0,0
Shalabh Srivastava,PBKS,https://scores.iplt20.com/ipl/playerimages/Shalabh Srivastava.png?v=1,1,8,2,1,1*,1.00,2,50.00,0,0,0,0
Shane Bond,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,8,1,0,1,1.00,2,50.00,0,0,0,0
Muttiah Muralitharan,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,12,1,0,1,1.00,2,50.00,0,0,0,0
Lasith Malinga,MI,https://scores.iplt20.com/ipl/playerimages/Lasith Malinga.png?v=1,1,13,2,2,1*,0.00,1,100.00,0,0,0,0
