player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Yusuf Pathan,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,312,13,12,5,52,44.57,231,135.06,0,1,29,12
Steve Smith,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,293,14,12,1,79*,26.63,221,132.57,0,2,33,3
Moises Henriques,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,287,9,9,2,74*,41.00,211,136.01,0,2,19,13
Ambati Rayudu,MI,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,281,15,14,5,53*,31.22,193,145.59,0,1,18,16
George Bailey,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,259,13,13,2,61*,23.54,190,136.31,0,2,22,7
Murali Vijay,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,251,11,11,0,39,22.81,228,110.08,0,0,27,8
Wriddhiman Saha,PBKS,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,249,14,13,0,42,19.15,197,126.39,0,0,16,10
Yuvraj Singh,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,248,14,13,0,57,19.07,210,118.09,0,2,23,10
Manish Pandey,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,225,13,12,1,40,20.45,184,122.28,0,0,22,7
Mayank Agarwal,DC,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,213,10,10,1,68,23.66,177,120.33,0,2,23,7
Axar Patel,PBKS,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,206,14,12,3,40*,22.88,174,118.39,0,0,13,8
Sanju Samson,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,204,14,11,1,76,20.40,163,125.15,0,1,16,8
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,195,17,14,5,62*,21.66,148,131.75,0,1,22,5
Kedar Jadhav,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,189,14,12,4,63*,23.62,140,135.00,0,1,16,7
Eoin Morgan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,187,9,9,1,63,23.37,151,123.84,0,1,11,11
Karun Nair,RR,https://scores.iplt20.com/ipl/playerimages/Karun Nair.png?v=1,181,14,12,1,61,16.45,145,124.82,0,1,18,5
Suryakumar Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Suryakumar Yadav.png?v=1,157,13,13,4,46*,17.44,113,138.93,0,0,12,8
Mandeep Singh,RCB,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,157,14,9,2,54*,22.42,100,157.00,0,1,17,6
Deepak Hooda,RR,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,151,14,9,0,54,16.77,95,158.94,0,1,6,11
Ravi Bopara,SRH,https://scores.iplt20.com/ipl/playerimages/Ravi Bopara.png?v=1,145,9,8,3,41,29.00,120,120.83,0,0,6,6
Glenn Maxwell,PBKS,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,145,11,11,0,43,13.18,112,129.46,0,0,13,8
Angelo Mathews,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,144,11,10,3,28,20.57,104,138.46,0,0,12,6
James Faulkner,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,144,13,11,3,46,18.00,109,132.11,0,0,12,5
KL Rahul,SRH,https://scores.iplt20.com/ipl/playerimages/KL Rahul.png?v=1,142,9,8,3,44*,28.40,126,112.69,0,0,8,5
Dinesh Karthik,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,141,16,11,0,28,12.81,117,120.51,0,0,15,4
Naman Ojha,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,137,14,11,1,28,13.70,121,113.22,0,0,12,4
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,132,17,12,5,24,18.85,126,104.76,0,0,7,3
Quinton de Kock,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,122,3,3,0,69,40.66,77,158.44,0,2,18,4
David Wiese,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,122,14,7,3,47*,30.50,86,141.86,0,0,12,4
Harbhajan Singh,MI,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,117,15,10,3,64,16.71,73,160.27,0,1,9,9
Pawan Negi,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,116,10,9,1,36,14.50,73,158.90,0,0,10,5
Corey Anderson,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,114,4,4,1,55*,38.00,97,117.52,0,2,11,6
Hardik Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,112,9,8,3,61*,22.40,62,180.64,0,1,9,8
Sarfaraz Khan,RCB,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png?v=1,111,13,8,4,45*,27.75,71,156.33,0,0,12,2
Saurabh Tiwary,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,109,7,6,6,28*,0.00,78,139.74,0,0,9,5
Karn Sharma,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,104,14,9,3,32,17.33,85,122.35,0,0,3,6
Unmukt Chand,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,102,6,5,0,58,20.40,83,122.89,0,1,13,2
Virender Sehwag,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,99,8,8,0,47,12.37,84,117.85,0,0,12,3
Albie Morkel,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,86,4,3,2,73*,86.00,65,132.30,0,1,9,2
Manan Vohra,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,82,7,7,0,39,11.71,81,101.23,0,0,4,5
Shaun Marsh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,81,4,4,0,65,20.25,58,139.65,0,1,7,3
Michael Hussey,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,77,4,4,0,56,19.25,70,110.00,0,1,5,3
Chris Morris,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,76,11,7,5,34*,38.00,46,165.21,0,0,3,5
Stuart Binny,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,74,13,8,4,20,18.50,66,112.12,0,0,7,1
Ashish Reddy,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,73,6,5,2,22*,24.33,46,158.69,0,0,3,5
Ryan ten Doeschate,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,61,6,5,2,38*,20.33,45,135.55,0,0,4,3
Manoj Tiwary,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,57,5,3,1,32,28.50,56,101.78,0,0,8,1
Piyush Chawla,KKR,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,54,13,8,4,22,13.50,47,114.89,0,0,5,2
Ravichandran Ashwin,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,52,14,6,3,23,17.33,32,162.50,0,0,6,1
Jagadeesha Suchith,MI,https://scores.iplt20.com/ipl/playerimages/Jagadeesha Suchith.png?v=1,48,13,6,5,34*,48.00,32,150.00,0,0,4,2
Hanuma Vihari,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,39,5,4,0,16,9.75,35,111.42,0,0,6,0
Manvinder Bisla,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,37,2,2,0,20,18.50,30,123.33,0,0,6,1
Shakib Al Hasan,KKR,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,36,4,3,0,23,12.00,27,133.33,0,0,5,0
Rishi Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,36,5,5,3,25*,18.00,33,109.09,0,0,2,2
Gurkeerat Mann Singh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,35,5,5,0,15,7.00,39,89.74,0,0,3,1
Kane Williamson,SRH,https://scores.iplt20.com/ipl/playerimages/Kane Williamson.png?v=1,31,2,2,1,26*,31.00,27,114.81,0,0,1,1
Johan Botha,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,31,4,3,0,17,10.33,15,206.66,0,0,5,1
Mitchell Johnson,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,31,9,8,4,13*,7.75,36,86.11,0,0,1,1
Umesh Yadav,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,29,12,4,3,24*,29.00,14,207.14,0,0,5,1
Mohit Sharma,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,28,16,6,3,21*,9.33,18,155.55,0,0,1,2
Aaron Finch,MI,https://scores.iplt20.com/ipl/playerimages/Aaron Finch.png?v=1,23,3,3,1,10*,11.50,33,69.69,0,0,4,0
Iqbal Abdulla,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,5,2,0,20,10.00,18,111.11,0,0,4,0
Dale Steyn,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,6,3,2,19*,20.00,13,153.84,0,0,3,0
Nathan Coulter-Nile,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,11,5,1,6,5.00,18,111.11,0,0,2,1
Harshal Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,19,15,7,2,9*,3.80,12,158.33,0,0,0,2
Anureet Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Anureet Singh.png?v=1,18,14,6,3,10,6.00,31,58.06,0,0,0,1
Praveen Kumar,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,17,12,4,1,12,5.66,25,68.00,0,0,1,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,17,14,3,2,11*,17.00,10,170.00,0,0,2,1
Sean Abbott,RCB,https://scores.iplt20.com/ipl/playerimages/Sean Abbott.png?v=1,15,2,2,0,14,7.50,13,115.38,0,0,1,1
Aditya Tare,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,14,2,2,0,7,7.00,17,82.35,0,0,1,0
Rilee Rossouw,RCB,https://scores.iplt20.com/ipl/playerimages/Rilee Rossouw.png?v=1,14,2,2,0,14,7.00,10,140.00,0,0,1,1
Darren Sammy,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,2,2,0,7,6.50,18,72.22,0,0,0,0
Tim Southee,RR,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,13,7,3,2,7*,13.00,9,144.44,0,0,1,0
Mitchell McClenaghan,MI,https://scores.iplt20.com/ipl/playerimages/Mitchell McClenaghan.png?v=1,13,12,3,2,12*,13.00,6,216.66,0,0,0,2
Thisara Perera,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,12,2,2,0,9,6.00,15,80.00,0,0,0,1
Karanveer Singh,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,11,4,3,2,5*,11.00,16,68.75,0,0,1,0
Mitchell Starc,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,11,13,3,2,9*,11.00,14,78.57,0,0,1,0
Abu Nechim,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,10,3,3,2,5*,10.00,5,200.00,0,0,2,0
Sandeep Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,9,14,3,2,7,9.00,14,64.28,0,0,1,0
Amit Mishra,DC,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,8,12,4,2,4,4.00,12,66.66,0,0,0,0
Shardul Thakur,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,7,1,1,1,7*,0.00,6,116.66,0,0,1,0
Ankit Sharma,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,7,4,2,1,7*,7.00,6,116.66,0,0,1,0
Brad Hogg,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,7,6,2,1,5,7.00,6,116.66,0,0,0,0
Azhar Mahmood,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,6,1,1,0,6,6.00,7,85.71,0,0,1,0
Varun Aaron,RCB,https://scores.iplt20.com/ipl/playerimages/Varun Aaron.png?v=1,6,6,1,0,6,6.00,3,200.00,0,0,0,1
Lasith Malinga,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,6,15,1,1,6*,0.00,10,60.00,0,0,1,0
Imran Tahir,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,10,2,1,3*,5.00,6,83.33,0,0,0,0
Chidhambaram Gautam,DC,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,1,1,0,4,4.00,5,80.00,0,0,0,0
Nic Maddinson,RCB,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,1,1,0,4,4.00,7,57.14,0,0,1,0
Morne Morkel,KKR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,7,1,1,4*,0.00,3,133.33,0,0,0,0
Dhawal Kulkarni,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,4,11,2,0,3,2.00,11,36.36,0,0,0,0
Pravin Tambe,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,3,10,2,2,2*,0.00,5,60.00,0,0,0,0
Parveez Rasool,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,2,1,1,2*,0.00,2,100.00,0,0,0,0
Ronit More,CSK,https://scores.iplt20.com/ipl/playerimages/Ronit More.png?v=1,2,2,1,1,2*,0.00,2,100.00,0,0,0,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,2,4,1,0,2,2.00,7,28.57,0,0,0,0
Juan Theron,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,1,1,1,1*,0.00,1,100.00,0,0,0,0
Shreyas Gopal,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,1,1,1,1*,0.00,1,100.00,0,0,0,0
Beuran Hendricks,PBKS,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,4,2,2,1*,0.00,2,50.00,0,0,0,0
Bipul Sharma,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,4,1,0,1,1.00,2,50.00,0,0,0,0
Domnic Joseph,DC,https://scores.iplt20.com/ipl/playerimages/Domnic Joseph.png?v=1,1,6,2,1,1,1.00,3,33.33,0,0,0,0
Yuzvendra Chahal,RCB,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,1,15,2,2,1*,0.00,1,100.00,0,0,0,0
Ashish Nehra,CSK,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,16,4,3,1*,1.00,7,14.28,0,0,0,0
Rajat Bhatia,RR,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,0,2,1,0,0*,0.00,1,0.00,0,0,0,0
Pat Cummins,KKR,https://scores.iplt20.com/ipl/playerimages/Pat Cummins.png?v=1,0,3,1,0,0*,0.00,2,0.00,0,0,0,0
Sreenath Aravind,RCB,https://scores.iplt20.com/ipl/playerimages/Sreenath Aravind.png?v=1,0,5,1,1,0*,0.00,1,0.00,0,0,0,0
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,0,8,1,1,0*,0.00,1,0.00,0,0,0,0
Vinay Kumar,MI,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,0,13,3,2,0*,0.00,2,0.00,0,0,0,0
