player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Evin Lewis,MI,https://scores.iplt20.com/ipl/playerimages/Evin Lewis.png?v=1,382,13,13,0,65,29.38,276,138.40,0,2,32,24
Ajinkya Rahane,RR,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,370,15,14,1,65*,28.46,313,118.21,0,1,39,5
Chris Gayle,PBKS,https://scores.iplt20.com/ipl/playerimages/Chris Gayle.png?v=1,368,11,11,2,104*,40.88,252,146.03,1,3,30,27
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,357,16,16,0,75,22.31,188,189.89,0,2,40,23
Robin Uthappa,KKR,https://scores.iplt20.com/ipl/playerimages/Robin Uthappa.png?v=1,351,16,16,0,54,21.93,265,132.45,0,1,30,21
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,316,16,14,3,88*,28.72,171,184.79,0,1,17,31
Nitish Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Nitish Rana.png?v=1,304,15,15,2,59,23.38,232,131.03,0,1,26,14
Karun Nair,PBKS,https://scores.iplt20.com/ipl/playerimages/Karun Nair.png?v=1,301,13,12,0,54,25.08,221,136.19,0,2,23,13
Rohit Sharma,MI,https://scores.iplt20.com/ipl/playerimages/Rohit Sharma.png?v=1,286,14,14,2,94,23.83,215,133.02,0,2,25,12
Manish Pandey,SRH,https://scores.iplt20.com/ipl/playerimages/Manish Pandey.png?v=1,284,15,13,2,62*,25.81,246,115.44,0,3,22,5
Ishan Kishan,MI,https://scores.iplt20.com/ipl/playerimages/Ishan Kishan.png?v=1,275,14,12,0,62,22.91,184,149.45,0,2,22,17
Hardik Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,260,13,13,4,50,28.88,195,133.33,0,1,20,11
Yusuf Pathan,SRH,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,260,15,13,4,45*,28.88,200,130.00,0,0,22,11
Mandeep Singh,RCB,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,252,14,13,3,47*,25.20,186,135.48,0,0,16,11
Prithvi Shaw,DC,https://scores.iplt20.com/ipl/playerimages/Prithvi Shaw.png?v=1,245,9,9,0,65,27.22,160,153.12,0,2,27,10
Shakib Al Hasan,SRH,https://scores.iplt20.com/ipl/playerimages/Shakib Al Hasan.png?v=1,239,17,13,2,35,21.72,197,121.31,0,0,26,5
Krunal Pandya,MI,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,228,14,13,3,41*,22.80,157,145.22,0,0,22,10
Rahul Tripathi,RR,https://scores.iplt20.com/ipl/playerimages/Rahul Tripathi.png?v=1,226,12,12,3,80*,25.11,167,135.32,0,1,18,8
Vijay Shankar,DC,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,212,13,11,7,54*,53.00,148,143.24,0,1,11,11
Shubman Gill,KKR,https://scores.iplt20.com/ipl/playerimages/Shubman Gill.png?v=1,203,13,11,5,57*,33.83,139,146.04,0,1,22,5
Quinton de Kock,RCB,https://scores.iplt20.com/ipl/playerimages/Quinton de Kock.png?v=1,201,8,8,0,53,25.12,162,124.07,0,1,20,8
Ben Stokes,RR,https://scores.iplt20.com/ipl/playerimages/Ben Stokes.png?v=1,196,13,13,1,45,16.33,161,121.73,0,0,13,6
Glenn Maxwell,DC,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,169,12,12,0,47,14.08,120,140.83,0,0,14,9
Faf du Plessis,CSK,https://scores.iplt20.com/ipl/playerimages/Faf du Plessis.png?v=1,162,6,6,1,67*,32.40,129,125.58,0,1,17,6
Parthiv Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Parthiv Patel.png?v=1,153,6,6,1,53,30.60,109,140.36,0,1,20,4
Alex Hales,SRH,https://scores.iplt20.com/ipl/playerimages/Alex Hales.png?v=1,148,6,6,0,45,24.66,118,125.42,0,0,13,6
Dwayne Bravo,CSK,https://scores.iplt20.com/ipl/playerimages/Dwayne Bravo.png?v=1,141,16,10,6,68,35.25,91,154.94,0,1,8,10
Aaron Finch,PBKS,https://scores.iplt20.com/ipl/playerimages/Aaron Finch.png?v=1,134,10,9,1,46,16.75,100,134.00,0,0,6,8
Kieron Pollard,MI,https://scores.iplt20.com/ipl/playerimages/Kieron Pollard.png?v=1,133,9,8,1,50,19.00,100,133.00,0,1,10,7
Colin de Grandhomme,RCB,https://scores.iplt20.com/ipl/playerimages/Colin de Grandhomme.png?v=1,131,9,8,3,40,26.20,84,155.95,0,0,4,10
Brendon McCullum,RCB,https://scores.iplt20.com/ipl/playerimages/Brendon McCullum.png?v=1,127,6,6,0,43,21.16,88,144.31,0,0,16,6
Krishnappa Gowtham,RR,https://scores.iplt20.com/ipl/playerimages/Krishnappa Gowtham.png?v=1,126,15,13,4,33*,14.00,64,196.87,0,0,9,9
Wriddhiman Saha,SRH,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,122,11,10,2,35,15.25,102,119.60,0,0,17,1
Jason Roy,DC,https://scores.iplt20.com/ipl/playerimages/Jason Roy.png?v=1,120,5,5,1,91*,30.00,94,127.65,0,1,9,7
Mayank Agarwal,PBKS,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,120,11,11,1,30,12.00,94,127.65,0,0,9,5
D'Arcy Short,RR,https://scores.iplt20.com/ipl/playerimages/D'Arcy Short.png?v=1,115,7,7,0,44,16.42,99,116.16,0,0,11,5
Sam Billings,CSK,https://scores.iplt20.com/ipl/playerimages/Sam Billings.png?v=1,108,10,8,0,56,13.50,78,138.46,0,1,8,5
Ravichandran Ashwin,PBKS,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,102,14,9,1,45,12.75,71,143.66,0,0,7,5
Marcus Stoinis,PBKS,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,99,7,7,3,29*,24.75,76,130.26,0,0,6,4
Ben Cutting,MI,https://scores.iplt20.com/ipl/playerimages/Ben Cutting.png?v=1,96,9,6,2,37,24.00,58,165.51,0,0,5,8
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,89,16,10,5,27*,17.80,74,120.27,0,0,3,4
Deepak Hooda,SRH,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,87,9,8,4,32*,21.75,81,107.40,0,0,2,3
Gautam Gambhir,DC,https://scores.iplt20.com/ipl/playerimages/Gautam Gambhir.png?v=1,85,6,5,0,55,17.00,88,96.59,0,1,8,1
Axar Patel,PBKS,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,80,9,8,2,19,13.33,69,115.94,0,0,3,4
Moeen Ali,RCB,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,77,5,4,0,65,19.25,46,167.39,0,1,4,6
Carlos Brathwaite,SRH,https://scores.iplt20.com/ipl/playerimages/Carlos Brathwaite.png?v=1,75,4,4,1,43*,25.00,48,156.25,0,0,1,8
David Miller,PBKS,https://scores.iplt20.com/ipl/playerimages/David Miller.png?v=1,74,3,3,1,26,37.00,64,115.62,0,0,3,2
Washington Sundar,RCB,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,65,7,6,3,35,21.66,38,171.05,0,0,5,4
Yuvraj Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Yuvraj Singh.png?v=1,65,8,6,0,20,10.83,73,89.04,0,0,6,2
Abhishek Sharma,DC,https://scores.iplt20.com/ipl/playerimages/Abhishek Sharma.png?v=1,63,3,3,2,46*,63.00,33,190.90,0,0,3,5
Colin Munro,DC,https://scores.iplt20.com/ipl/playerimages/Colin Munro.png?v=1,63,5,5,0,33,12.60,41,153.65,0,0,7,4
Harshal Patel,DC,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,60,5,2,1,36*,60.00,33,181.81,0,0,1,6
Rashid Khan,SRH,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,59,17,7,2,34*,11.80,31,190.32,0,0,3,6
Heinrich Klaasen,RR,https://scores.iplt20.com/ipl/playerimages/Heinrich Klaasen.png?v=1,57,4,4,1,32,19.00,47,121.27,0,0,5,1
Manan Vohra,RCB,https://scores.iplt20.com/ipl/playerimages/Manan Vohra.png?v=1,55,4,4,0,45,13.75,47,117.02,0,0,2,4
Shreevats Goswami,SRH,https://scores.iplt20.com/ipl/playerimages/Shreevats Goswami.png?v=1,52,6,3,0,35,17.33,40,130.00,0,0,6,1
Tim Southee,RCB,https://scores.iplt20.com/ipl/playerimages/Tim Southee.png?v=1,52,8,4,2,36*,26.00,46,113.04,0,0,5,1
Sarfaraz Khan,RCB,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png?v=1,51,7,6,1,22*,10.20,41,124.39,0,0,7,1
Rahul Tewatia,DC,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,50,8,5,2,24,16.66,43,116.27,0,0,5,1
Shreyas Gopal,RR,https://scores.iplt20.com/ipl/playerimages/Shreyas Gopal.png?v=1,50,11,4,1,24,16.66,45,111.11,0,0,5,0
Deepak Chahar,CSK,https://scores.iplt20.com/ipl/playerimages/Deepak Chahar.png?v=1,50,12,4,1,39,16.66,29,172.41,0,0,1,4
Jaydev Unadkat,RR,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,49,15,7,3,26,12.25,38,128.94,0,0,6,1
Manoj Tiwary,PBKS,https://scores.iplt20.com/ipl/playerimages/Manoj Tiwary.png?v=1,47,5,4,1,35,15.66,44,106.81,0,0,4,1
Chris Morris,DC,https://scores.iplt20.com/ipl/playerimages/Chris Morris.png?v=1,46,4,4,3,27*,46.00,26,176.92,0,0,3,2
Stuart Binny,RR,https://scores.iplt20.com/ipl/playerimages/Stuart Binny.png?v=1,44,7,5,0,22,8.80,39,112.82,0,0,2,2
JP Duminy,MI,https://scores.iplt20.com/ipl/playerimages/JP Duminy.png?v=1,36,6,4,3,23,36.00,40,90.00,0,0,3,1
Andrew Tye,PBKS,https://scores.iplt20.com/ipl/playerimages/Andrew Tye.png?v=1,32,14,8,2,14,5.33,38,84.21,0,0,2,1
Rinku Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Rinku Singh.png?v=1,29,4,4,0,16,7.25,31,93.54,0,0,4,0
Harbhajan Singh,CSK,https://scores.iplt20.com/ipl/playerimages/Harbhajan Singh.png?v=1,29,13,3,0,19,9.66,36,80.55,0,0,3,1
Piyush Chawla,KKR,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,27,15,7,3,12,6.75,34,79.41,0,0,1,1
Dan Christian,DC,https://scores.iplt20.com/ipl/playerimages/Dan Christian.png?v=1,26,4,3,1,13,13.00,33,78.78,0,0,0,1
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,25,11,4,2,14,12.50,22,113.63,0,0,2,1
Kedar Jadhav,CSK,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png?v=1,24,1,1,1,24*,0.00,22,109.09,0,0,1,2
Tom Curran,KKR,https://scores.iplt20.com/ipl/playerimages/Tom Curran.png?v=1,23,5,4,1,18,7.66,28,82.14,0,0,3,0
Mayank Markande,MI,https://scores.iplt20.com/ipl/playerimages/Mayank Markande.png?v=1,21,14,6,4,7*,10.50,24,87.50,0,0,2,0
Mahipal Lomror,RR,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,20,2,2,1,11,20.00,21,95.23,0,0,1,0
Mohammad Nabi,SRH,https://scores.iplt20.com/ipl/playerimages/Mohammad Nabi.png?v=1,18,2,2,0,14,9.00,12,150.00,0,0,3,0
Corey Anderson,RCB,https://scores.iplt20.com/ipl/playerimages/Corey Anderson.png?v=1,17,3,3,0,15,5.66,22,77.27,0,0,0,1
Chris Woakes,RCB,https://scores.iplt20.com/ipl/playerimages/Chris Woakes.png?v=1,17,5,4,2,11,8.50,19,89.47,0,0,1,1
Mitchell Johnson,KKR,https://scores.iplt20.com/ipl/playerimages/Mitchell Johnson.png?v=1,16,6,2,2,12*,0.00,11,145.45,0,0,2,0
Jofra Archer,RR,https://scores.iplt20.com/ipl/playerimages/Jofra Archer.png?v=1,15,10,8,3,8,3.00,21,71.42,0,0,2,0
Shardul Thakur,CSK,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,15,13,1,1,15*,0.00,5,300.00,0,0,3,0
Shivam Mavi,KKR,https://scores.iplt20.com/ipl/playerimages/Shivam Mavi.png?v=1,13,9,4,1,7,4.33,15,86.66,0,0,1,0
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,13,12,4,2,7,6.50,16,81.25,0,0,1,0
Murali Vijay,CSK,https://scores.iplt20.com/ipl/playerimages/Murali Vijay.png?v=1,12,1,1,0,12,12.00,10,120.00,0,0,0,1
Kuldeep Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,12,16,3,2,7*,12.00,24,50.00,0,0,1,0
Ankit Rajpoot,PBKS,https://scores.iplt20.com/ipl/playerimages/Ankit Rajpoot.png?v=1,11,8,3,0,8,3.66,18,61.11,0,0,1,0
Mitchell McClenaghan,MI,https://scores.iplt20.com/ipl/playerimages/Mitchell McClenaghan.png?v=1,11,11,5,3,11*,5.50,10,110.00,0,0,1,1
Mohit Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Mohit Sharma.png?v=1,10,9,4,3,4*,10.00,13,76.92,0,0,1,0
Mujeeb Ur Rahman,PBKS,https://scores.iplt20.com/ipl/playerimages/Mujeeb Ur Rahman.png?v=1,10,11,2,1,10*,10.00,7,142.85,0,0,2,0
Jasprit Bumrah,MI,https://scores.iplt20.com/ipl/playerimages/Jasprit Bumrah.png?v=1,10,14,3,2,6*,10.00,11,90.90,0,0,1,0
Akshdeep Nath,PBKS,https://scores.iplt20.com/ipl/playerimages/Akshdeep Nath.png?v=1,9,1,1,0,9,9.00,13,69.23,0,0,1,0
Dhruv Shorey,CSK,https://scores.iplt20.com/ipl/playerimages/Dhruv Shorey.png?v=1,8,1,1,0,8,8.00,9,88.88,0,0,0,1
Prashant Chopra,RR,https://scores.iplt20.com/ipl/playerimages/Prashant Chopra.png?v=1,8,1,1,0,8,8.00,6,133.33,0,0,2,0
Javon Searles,KKR,https://scores.iplt20.com/ipl/playerimages/Javon Searles.png?v=1,8,4,2,1,6*,8.00,6,133.33,0,0,0,1
Mohammad Shami,DC,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,7,4,1,0,7,7.00,6,116.66,0,0,1,0
Vinay Kumar,KKR,https://scores.iplt20.com/ipl/playerimages/Vinay Kumar.png?v=1,6,2,1,1,6*,0.00,3,200.00,0,0,1,0
Shahbaz Nadeem,DC,https://scores.iplt20.com/ipl/playerimages/Shahbaz Nadeem.png?v=1,6,6,1,1,6*,0.00,8,75.00,0,0,0,0
Dhawal Kulkarni,RR,https://scores.iplt20.com/ipl/playerimages/Dhawal Kulkarni.png?v=1,6,8,2,1,3*,6.00,7,85.71,0,0,0,0
Billy Stanlake,SRH,https://scores.iplt20.com/ipl/playerimages/Billy Stanlake.png?v=1,5,4,1,1,5*,0.00,2,250.00,0,0,1,0
Akila Dananjaya,MI,https://scores.iplt20.com/ipl/playerimages/Akila Dananjaya.png?v=1,4,1,1,1,4*,0.00,5,80.00,0,0,0,0
Pawan Negi,RCB,https://scores.iplt20.com/ipl/playerimages/Pawan Negi.png?v=1,3,2,2,0,3,1.50,5,60.00,0,0,0,0
Anureet Singh,RR,https://scores.iplt20.com/ipl/playerimages/Anureet Singh.png?v=1,3,3,1,1,3*,0.00,4,75.00,0,0,0,0
Basil Thampi,SRH,https://scores.iplt20.com/ipl/playerimages/Basil Thampi.png?v=1,3,4,2,1,3,3.00,6,50.00,0,0,0,0
Barinder Sran,PBKS,https://scores.iplt20.com/ipl/playerimages/Barinder Sran.png?v=1,3,6,4,3,2,3.00,7,42.85,0,0,0,0
Umesh Yadav,RCB,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,3,14,5,1,1*,0.75,11,27.27,0,0,0,0
Siddarth Kaul,SRH,https://scores.iplt20.com/ipl/playerimages/Siddarth Kaul.png?v=1,3,17,4,1,2,1.00,14,21.42,0,0,0,0
Imran Tahir,CSK,https://scores.iplt20.com/ipl/playerimages/Imran Tahir.png?v=1,2,6,1,1,2*,0.00,2,100.00,0,0,0,0
Mark Wood,CSK,https://scores.iplt20.com/ipl/playerimages/Mark Wood.png?v=1,1,1,1,0,1,1.00,3,33.33,0,0,0,0
Naman Ojha,DC,https://scores.iplt20.com/ipl/playerimages/Naman Ojha.png?v=1,1,1,1,0,1,1.00,4,25.00,0,0,0,0
Murugan Ashwin,RCB,https://scores.iplt20.com/ipl/playerimages/Murugan Ashwin.png?v=1,1,2,1,0,1,1.00,2,50.00,0,0,0,0
Ish Sodhi,RR,https://scores.iplt20.com/ipl/playerimages/Ish Sodhi.png?v=1,1,6,1,0,1,1.00,6,16.66,0,0,0,0
Ben Laughlin,RR,https://scores.iplt20.com/ipl/playerimages/Ben Laughlin.png?v=1,1,7,2,1,1*,1.00,4,25.00,0,0,0,0
Liam Plunkett,DC,https://scores.iplt20.com/ipl/playerimages/Liam Plunkett.png?v=1,1,7,2,1,1*,1.00,3,33.33,0,0,0,0
Mustafizur Rahman,MI,https://scores.iplt20.com/ipl/playerimages/Mustafizur Rahman.png?v=1,1,7,2,1,1,1.00,3,33.33,0,0,0,0
Prasidh Krishna,KKR,https://scores.iplt20.com/ipl/playerimages/Prasidh Krishna.png?v=1,1,7,2,2,1*,0.00,5,20.00,0,0,0,0
Amit Mishra,DC,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,1,10,1,1,1*,0.00,2,50.00,0,0,0,0
Pradeep Sangwan,MI,https://scores.iplt20.com/ipl/playerimages/Pradeep Sangwan.png?v=1,0,1,1,0,0*,0.00,4,0.00,0,0,0,0
Ricky Bhui,SRH,https://scores.iplt20.com/ipl/playerimages/Ricky Bhui.png?v=1,0,1,1,0,0*,0.00,5,0.00,0,0,0,0
Sandeep Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,0,12,3,1,0*,0.00,4,0.00,0,0,0,0
Trent Boult,DC,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,0,14,1,0,0*,0.00,2,0.00,0,0,0,0
Yuzvendra Chahal,RCB,https://scores.iplt20.com/ipl/playerimages/Yuzvendra Chahal.png?v=1,0,14,1,1,0*,0.00,4,0.00,0,0,0,0
